method,mae,rmse,mape,dataset,budget,sensor_count,hidden_count,layout_type,layout_id,split_seed,layout_seed,validation_selected_mae,robustness_family,robustness_condition,failure_rate,noise_scale,missing_rate,missing_block_steps,split_mode,cost_proxy,cost_budget,layout_sensor_cost,cost_feasible,selected_sensor_count,active_sensor_count,dropped_sensor_count,posterior_trace,condition_number,information_logdet
historical_tod_mean,1.0468658536585365,1.949590490146145,0.015231382451777067,PeMS7_228,0.1,23,205,random,0,25,2051,,block_missing,block_missing_12,0.0,0.0,0.0,12,random,none,0.0,0.0,True,23,23,0,,,
neighbor_average,1.0468658536585365,1.949590490146145,0.015231382451777067,PeMS7_228,0.1,23,205,random,0,25,2051,,block_missing,block_missing_12,0.0,0.0,0.0,12,random,none,0.0,0.0,True,23,23,0,,,
gsp,1.046865853658535,1.9495904901461265,0.015231382451777069,PeMS7_228,0.1,23,205,random,0,25,2051,,block_missing,block_missing_12,0.0,0.0,0.0,12,random,none,0.0,0.0,True,23,23,0,32.439545499629155,453.9857912725205,658.968884702891
gls_map,1.046865853658521,1.949590490146116,0.015231382451776868,PeMS7_228,0.1,23,205,random,0,25,2051,,block_missing,block_missing_12,0.0,0.0,0.0,12,random,none,0.0,0.0,True,23,23,0,1140.0009205629804,31649.210091271176,84.17235446845588
historical_tod_mean,1.0468658536585365,1.949590490146145,0.015231382451777067,PeMS7_228,0.1,23,205,best_random_by_validation,0,25,2051,1.9181470195282155,block_missing,block_missing_12,0.0,0.0,0.0,12,random,none,0.0,0.0,True,23,23,0,,,
neighbor_average,1.0468658536585365,1.949590490146145,0.015231382451777067,PeMS7_228,0.1,23,205,best_random_by_validation,0,25,2051,1.9181470195282155,block_missing,block_missing_12,0.0,0.0,0.0,12,random,none,0.0,0.0,True,23,23,0,,,
gsp,1.046865853658535,1.9495904901461265,0.015231382451777069,PeMS7_228,0.1,23,205,best_random_by_validation,0,25,2051,1.9181470195282155,block_missing,block_missing_12,0.0,0.0,0.0,12,random,none,0.0,0.0,True,23,23,0,32.439545499629155,453.9857912725205,658.968884702891
gls_map,1.046865853658521,1.949590490146116,0.015231382451776868,PeMS7_228,0.1,23,205,best_random_by_validation,0,25,2051,1.9181470195282155,block_missing,block_missing_12,0.0,0.0,0.0,12,random,none,0.0,0.0,True,23,23,0,1140.0009205629804,31649.210091271176,84.17235446845588
historical_tod_mean,1.0468658536585365,1.949590490146145,0.015231382451777067,PeMS7_228,0.1,23,205,best_random_by_trace,0,25,2051,,block_missing,block_missing_12,0.0,0.0,0.0,12,random,none,0.0,0.0,True,23,23,0,,,
neighbor_average,1.0468658536585365,1.949590490146145,0.015231382451777067,PeMS7_228,0.1,23,205,best_random_by_trace,0,25,2051,,block_missing,block_missing_12,0.0,0.0,0.0,12,random,none,0.0,0.0,True,23,23,0,,,
