method,mae,rmse,mape,dataset,budget,sensor_count,hidden_count,layout_type,layout_id,split_seed,layout_seed,validation_selected_mae,robustness_family,robustness_condition,failure_rate,noise_scale,missing_rate,missing_block_steps,split_mode,cost_proxy,cost_budget,layout_sensor_cost,cost_feasible,selected_sensor_count,active_sensor_count,dropped_sensor_count,posterior_trace,condition_number,information_logdet,candidate_count
gls_map,1.14490665390987,1.8891229720352507,0.0169101695819684,PeMS7_228,0.2,46,182,qr_pod_modes,0,25,2251,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,263.6475437773701,1773.0013468841526,147.41281140631293,200
historical_tod_mean,0.9852472527472538,1.9039014852099383,0.0143274729090371,PeMS7_228,0.2,46,182,swap_from_greedy_a_trace,0,25,2251,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,200
neighbor_average,2.644871794871793,3.241993048345249,0.0392266116241653,PeMS7_228,0.2,46,182,swap_from_greedy_a_trace,0,25,2251,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,200
gsp,1.175502107644418,1.874394348885999,0.0172855373818835,PeMS7_228,0.2,46,182,swap_from_greedy_a_trace,0,25,2251,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,16.41681674746461,97.38180272377647,662.9919510102702,200
gls_map,1.1112130376856912,1.8509837725576368,0.0163374793741593,PeMS7_228,0.2,46,182,swap_from_greedy_a_trace,0,25,2251,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,249.30639316256529,854.5465569043888,143.81740738827284,200
historical_tod_mean,1.080109890109891,1.999119260057804,0.0157446571158378,PeMS7_228,0.2,46,182,swap_from_scenario_average,0,25,2251,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,200
neighbor_average,2.722893772893772,3.280490485677076,0.0402147113332361,PeMS7_228,0.2,46,182,swap_from_scenario_average,0,25,2251,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,200
gsp,1.225796728897468,1.976849880213477,0.0180258614532643,PeMS7_228,0.2,46,182,swap_from_scenario_average,0,25,2251,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,16.41676046911232,97.2464195549594,662.9959466339219,200
gls_map,1.2416499555128293,1.9569739213785924,0.0182880839054954,PeMS7_228,0.2,46,182,swap_from_scenario_average,0,25,2251,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,252.41486419917695,905.6860558428216,143.66705452830084,200
historical_tod_mean,1.080109890109891,1.999119260057804,0.0157446571158378,PeMS7_228,0.2,46,182,swap_from_scenario_cvar,0,25,2251,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,200
neighbor_average,2.722893772893772,3.280490485677076,0.0402147113332361,PeMS7_228,0.2,46,182,swap_from_scenario_cvar,0,25,2251,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,200
gsp,1.225796728897468,1.976849880213477,0.0180258614532643,PeMS7_228,0.2,46,182,swap_from_scenario_cvar,0,25,2251,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,16.41676046911232,97.2464195549594,662.9959466339219,200
gls_map,1.2416499555128293,1.9569739213785924,0.0182880839054954,PeMS7_228,0.2,46,182,swap_from_scenario_cvar,0,25,2251,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,252.41486419917695,905.6860558428216,143.66705452830084,200
historical_tod_mean,1.0532967032967038,1.96649250912927,0.015321670521687,PeMS7_228,0.2,46,182,swap_from_best_random_trace,0,25,2251,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,200
neighbor_average,2.6923076923076903,3.291317619551729,0.0400932538132105,PeMS7_228,0.2,46,182,swap_from_best_random_trace,0,25,2251,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,200
gsp,1.0899590510291854,1.9217244837313563,0.0159433575797923,PeMS7_228,0.2,46,182,swap_from_best_random_trace,0,25,2251,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,16.4140567037468,97.2808372216638,663.0334838345386,200
gls_map,1.164495332149603,1.9392414100561712,0.0170699163736758,PeMS7_228,0.2,46,182,swap_from_best_random_trace,0,25,2251,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,251.8166474426804,785.0395960248055,142.50615252846887,200
historical_tod_mean,1.0532967032967038,1.96649250912927,0.015321670521687,PeMS7_228,0.2,46,182,multistart_swap_by_validation,0,25,2251,1.6329961533772477,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,200
neighbor_average,2.6923076923076903,3.291317619551729,0.0400932538132105,PeMS7_228,0.2,46,182,multistart_swap_by_validation,0,25,2251,1.6329961533772477,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,200
gsp,1.0899590510291854,1.9217244837313563,0.0159433575797923,PeMS7_228,0.2,46,182,multistart_swap_by_validation,0,25,2251,1.6329961533772477,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,16.4140567037468,97.2808372216638,663.0334838345386,200
gls_map,1.164495332149603,1.9392414100561712,0.0170699163736758,PeMS7_228,0.2,46,182,multistart_swap_by_validation,0,25,2251,1.6329961533772477,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,251.8166474426804,785.0395960248055,142.50615252846887,200
historical_tod_mean,1.0029945054945055,1.9104364720493208,0.014552508879346,PeMS7_228,0.2,46,182,rcss_selected,0,25,2251,1.468896632684583,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,200
neighbor_average,2.684065934065934,3.2853701311506587,0.0396365098755854,PeMS7_228,0.2,46,182,rcss_selected,0,25,2251,1.468896632684583,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,200
gsp,1.0123292124272083,1.8776901659532304,0.0147394028224587,PeMS7_228,0.2,46,182,rcss_selected,0,25,2251,1.468896632684583,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,16.40982815136516,96.1863222550517,663.0859921448302,200
gls_map,1.0757080398891687,1.8631178969319075,0.015680780970463,PeMS7_228,0.2,46,182,rcss_selected,0,25,2251,1.468896632684583,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,297.85234484932505,920.5060219593043,132.93610243858203,200
historical_tod_mean,0.9888324175824178,1.900747187162324,0.0143481412271683,PeMS7_228,0.2,46,182,validation_swap_selected,0,25,2251,1.4481616447204622,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,200
neighbor_average,2.6622710622710626,3.28496593909301,0.0393031663588469,PeMS7_228,0.2,46,182,validation_swap_selected,0,25,2251,1.4481616447204622,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,200
gsp,1.0071604350297667,1.862030026457865,0.0146813015644621,PeMS7_228,0.2,46,182,validation_swap_selected,0,25,2251,1.4481616447204622,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,16.40934822391553,96.1969261350762,663.0951250701676,200
gls_map,1.0508491893497796,1.8378563754690285,0.0153199957159351,PeMS7_228,0.2,46,182,validation_swap_selected,0,25,2251,1.4481616447204622,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,300.70755782596694,958.5517954953168,132.77451295982195,200
historical_tod_mean,1.0581593406593413,1.9784428539570251,0.015435280853016,PeMS7_228,0.2,46,182,robust_coverage_cvar,0,25,2251,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,200
neighbor_average,2.748351648351647,3.3028588645106627,0.0410796403388621,PeMS7_228,0.2,46,182,robust_coverage_cvar,0,25,2251,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,200
gsp,1.271320031431259,1.9658499639291531,0.0187568762726929,PeMS7_228,0.2,46,182,robust_coverage_cvar,0,25,2251,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,16.420633879918277,97.16333891237058,662.9485638231238,200
gls_map,1.256857903259354,2.002776462235506,0.0185489249033978,PeMS7_228,0.2,46,182,robust_coverage_cvar,0,25,2251,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,298.003453056908,1813.7505428719653,139.49741243739584,200
