dataset,budget,budget_pct,split_seed,evidence_source,source_label,progress_fraction,normalized_gap
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.50,0.096882
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.55,0.079034
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.60,0.062959
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.65,0.047554
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.70,0.032981
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.75,0.018713
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.80,0.007363
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.85,0.004138
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.90,0.001884
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.95,0.000685
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,1.00,0.000000
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.00,1.000000
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.05,0.495877
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.10,0.372354
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.15,0.303085
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.20,0.256298
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.25,0.222229
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.30,0.192930
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.35,0.167728
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.40,0.144644
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.45,0.123940
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.50,0.104577
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.55,0.086723
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.60,0.070121
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.65,0.054545
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.70,0.040865
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.75,0.027965
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.80,0.015462
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.85,0.006013
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.90,0.001666
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.95,0.000176
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,1.00,0.000000
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.00,1.000000
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.05,0.487410
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.10,0.369550
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.15,0.299574
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.20,0.251550
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.25,0.216317
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.30,0.187428
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.35,0.160904
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.40,0.136896
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.45,0.115297
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.50,0.095602
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.55,0.078053
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.60,0.061593
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.65,0.046232
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.70,0.032426
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.75,0.019398
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.80,0.007069
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.85,0.002554
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.90,0.000721
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.95,0.000239
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,1.00,0.000000
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.00,1.000000
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.05,0.486145
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.10,0.367148
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.15,0.299085
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.20,0.250817
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.25,0.212679
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.30,0.183820
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.35,0.159825
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.40,0.137730
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.45,0.116746
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.50,0.098088
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.55,0.080883
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.60,0.063607
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.65,0.047522
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.70,0.033335
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.75,0.020190
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.80,0.009279
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.85,0.004312
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.90,0.002186
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.95,0.001007
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,1.00,0.000000
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.00,1.000000
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.05,0.479730
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.10,0.361592
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.15,0.294216
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.20,0.245792
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.25,0.212822
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.30,0.184256
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.35,0.160602
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.40,0.139328
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.45,0.119899
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.50,0.102184
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.55,0.084730
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.60,0.067936
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.65,0.052614
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.70,0.037890
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.75,0.023933
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.80,0.011772
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.85,0.006103
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.90,0.003228
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.95,0.000926
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,1.00,0.000000
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.00,1.000000
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.05,0.505495
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.10,0.385313
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.15,0.313541
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.20,0.264210
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.25,0.223201
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.30,0.193007
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.35,0.167234
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.40,0.144273
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.45,0.123094
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.50,0.102887
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.55,0.083869
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.60,0.066270
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.65,0.050405
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.70,0.036199
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.75,0.022829
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.80,0.010170
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.85,0.005004
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.90,0.002244
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.95,0.000561
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,1.00,0.000000
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.00,1.000000
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.05,0.479483
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.10,0.365625
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.15,0.296944
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.20,0.244873
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.25,0.210142
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.30,0.180706
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.35,0.154958
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.40,0.132500
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.45,0.111343
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.50,0.092140
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.55,0.074060
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.60,0.057893
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.65,0.043107
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.70,0.029520
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.75,0.016980
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.80,0.006563
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.85,0.003450
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.90,0.001994
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.95,0.000708
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,1.00,0.000000
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.00,1.000000
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.05,0.480024
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.10,0.370279
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.15,0.302432
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.20,0.251659
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.25,0.216195
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.30,0.186135
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.35,0.158399
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.40,0.136248
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.45,0.115476
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.50,0.096429
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.55,0.078709
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.60,0.063334
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.65,0.048346
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.70,0.034193
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.75,0.020771
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.80,0.009123
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.85,0.004255
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.90,0.001499
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.95,0.000371
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,1.00,0.000000
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.00,1.000000
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.05,0.480636
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.10,0.374285
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.15,0.308887
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.20,0.265145
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.25,0.229164
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.30,0.199381
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.35,0.174471
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.40,0.151820
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.45,0.131597
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.50,0.113281
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.55,0.095618
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.60,0.078700
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.65,0.062913
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.70,0.048651
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.75,0.034897
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.80,0.021840
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.85,0.009228
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.90,0.001988
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.95,0.000632
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,1.00,0.000000
PeMS7_228,0.3,30,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.00,1.000000
PeMS7_228,0.3,30,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.05,0.463668
PeMS7_228,0.3,30,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.10,0.360198
PeMS7_228,0.3,30,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.15,0.302639
PeMS7_228,0.3,30,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.20,0.261031
PeMS7_228,0.3,30,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.25,0.229474
PeMS7_228,0.3,30,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.30,0.201464
PeMS7_228,0.3,30,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.35,0.175017
PeMS7_228,0.3,30,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.40,0.151650
PeMS7_228,0.3,30,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.45,0.130978
PeMS7_228,0.3,30,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.50,0.112101
PeMS7_228,0.3,30,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.55,0.095265
PeMS7_228,0.3,30,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.60,0.079931
PeMS7_228,0.3,30,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.65,0.065033
PeMS7_228,0.3,30,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.70,0.050511
PeMS7_228,0.3,30,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.75,0.036487
PeMS7_228,0.3,30,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.80,0.023194
PeMS7_228,0.3,30,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.85,0.010998
PeMS7_228,0.3,30,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.90,0.005432
PeMS7_228,0.3,30,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.95,0.001863
PeMS7_228,0.3,30,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,1.00,0.000000
PeMS7_228,0.3,30,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.00,1.000000
PeMS7_228,0.3,30,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.05,0.468752
PeMS7_228,0.3,30,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.10,0.372298
PeMS7_228,0.3,30,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.15,0.304033
PeMS7_228,0.3,30,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.20,0.260072
PeMS7_228,0.3,30,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.25,0.226423
PeMS7_228,0.3,30,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.30,0.199431
PeMS7_228,0.3,30,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.35,0.174155
PeMS7_228,0.3,30,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.40,0.151164
PeMS7_228,0.3,30,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.45,0.130796
PeMS7_228,0.3,30,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.50,0.111982
PeMS7_228,0.3,30,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.55,0.093913
PeMS7_228,0.3,30,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.60,0.077618
PeMS7_228,0.3,30,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.65,0.062572
PeMS7_228,0.3,30,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.70,0.047970
PeMS7_228,0.3,30,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.75,0.033975
PeMS7_228,0.3,30,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.80,0.020232
PeMS7_228,0.3,30,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.85,0.007681
PeMS7_228,0.3,30,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.90,0.002647
PeMS7_228,0.3,30,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.95,0.001235
PeMS7_228,0.3,30,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,1.00,0.000000
