dataset,budget,budget_pct,evidence_source,baseline_layout,baseline_label,mean_delta,win_count,count,paired_t_p_less,paired_t_p_greater,paired_t_p_holm,wilcoxon_p_less,trace_significantly_better_holm,baseline_significantly_better_holm,wilcoxon_supports_trace
PeMS7_228,0.3,30,stage16_replaceable:pems7_228_20_30_fullsearch,random,random,-0.6596471949992851,10,10,2.3525480780582107e-09,0.999999997647452,3.0112615399145097e-07,0.0009765625,True,False,True
PeMS7_228,0.3,30,stage16_replaceable:pems7_228_20_30_fullsearch,rcss_selected,RCSS,-0.41591782261783916,10,10,6.37455196829296e-08,0.9999999362544804,4.334695338439213e-06,0.0009765625,True,False,True
PeMS7_228,0.3,30,stage16_replaceable:pems7_228_20_30_fullsearch,robust_coverage_cvar,robust coverage cvar,-0.5520181892043315,10,10,5.315592536558146e-10,0.9999999994684408,8.345480282396289e-08,0.0009765625,True,False,True
PeMS7_228,0.3,30,stage16_replaceable:pems7_228_20_30_fullsearch,scenario_average_a_trace,scenario average a trace,-0.5935481282979796,10,10,1.5131295104190993e-09,0.9999999984868705,2.0881187243783571e-07,0.0009765625,True,False,True
PeMS7_228,0.3,30,stage16_replaceable:pems7_228_20_30_fullsearch,scenario_cvar_a_trace,scenario cvar a trace,-0.584663545188158,10,10,8.814770187644329e-10,0.999999999118523,1.2957712175837164e-07,0.0009765625,True,False,True
PeMS7_228,0.3,30,stage16_replaceable:pems7_228_20_30_fullsearch,swap_from_best_random_trace,swap from best random trace,-0.5967602760971354,10,10,9.236061764660123e-10,0.9999999990763938,1.3468502528133186e-07,0.0009765625,True,False,True
PeMS7_228,0.3,30,stage16_replaceable:pems7_228_20_30_fullsearch,swap_from_greedy_a_trace,Swap from A-trace,-0.6080381147412455,10,10,2.2380508351800758e-10,0.9999999997761949,3.6480228613435236e-08,0.0009765625,True,False,True
PeMS7_228,0.3,30,stage16_replaceable:pems7_228_20_30_fullsearch,swap_from_scenario_average,swap from scenario average,-0.5851550507414601,10,10,6.296275561618974e-11,0.9999999999370373,1.1018482232833205e-08,0.0009765625,True,False,True
PeMS7_228,0.3,30,stage16_replaceable:pems7_228_20_30_fullsearch,swap_from_scenario_cvar,swap from scenario cvar,-0.5928745907810233,10,10,1.842053805138552e-10,0.9999999998157946,3.0946503926327675e-08,0.0009765625,True,False,True
PeMS7_228,0.3,30,stage16_replaceable:pems7_228_20_30_fullsearch,top_variance,top variance,-0.45902936429905433,10,10,4.52256983319919e-08,0.9999999547743017,3.272423621612219e-06,0.0009765625,True,False,True
PeMS7_228,0.3,30,stage16_replaceable:pems7_228_20_30_fullsearch,validation_swap_selected,Prev. TRACE-SL,-0.3359025506717287,10,10,1.7016105615637218e-09,0.9999999982983895,2.2801581524953872e-07,0.0009765625,True,False,True
Seattle,0.1,10,stage15_main,best_random_by_trace,best random by trace,-0.24273675527152827,10,10,9.475110859471258e-07,0.9999990524889141,3.790044343788503e-05,0.0009765625,True,False,True
Seattle,0.1,10,stage15_main,best_random_by_validation,best random by validation,-0.18519412546191324,10,10,2.461904795998634e-05,0.99997538095204,0.0003200476234798224,0.0009765625,True,False,True
Seattle,0.1,10,stage15_main,coverage,coverage,-0.2394435117536456,10,10,2.6274241078560135e-09,0.9999999973725759,3.310554375898577e-07,0.0009765625,True,False,True
Seattle,0.1,10,stage15_main,degree,degree,-0.578963876456397,10,10,3.238536845022322e-10,0.9999999996761463,5.149273583585491e-08,0.0009765625,True,False,True
Seattle,0.1,10,stage15_main,graph_sampling_laplacian,graph sampling laplacian,-0.8969180178313954,10,10,3.741093474648142e-09,0.9999999962589066,4.4893121695777705e-07,0.0009765625,True,False,True
Seattle,0.1,10,stage15_main,greedy_a_trace,greedy a trace,-0.08144207008696495,10,10,1.2224901391930564e-05,0.999987775098608,0.0002078233236628196,0.0009765625,True,False,True
Seattle,0.1,10,stage15_main,greedy_d_logdet,greedy d logdet,-0.8244279170729218,10,10,1.4475077281173863e-08,0.9999999855249228,1.3896074189926909e-06,0.0009765625,True,False,True
Seattle,0.1,10,stage15_main,multistart_swap_by_validation,Multistart validation-swap,-0.05573628256687435,10,10,0.0012116372203775977,0.9987883627796224,0.002617011842110027,0.0009765625,True,False,True
Seattle,0.1,10,stage15_main,observability_proxy,observability proxy,-0.5311852570508974,10,10,1.345596315030049e-10,0.9999999998654404,2.300969698701384e-08,0.0009765625,True,False,True
Seattle,0.1,10,stage15_main,qr_pod_modes,qr pod modes,-0.42348463504185935,10,10,2.6475501296882106e-06,0.9999973524498703,7.41314036312699e-05,0.0009765625,True,False,True
Seattle,0.1,10,stage15_main,random,random,-0.27577640197631637,10,10,1.8212650996223295e-05,0.9999817873490038,0.00029140241593957273,0.0009765625,True,False,True
Seattle,0.1,10,stage15_main,rcss_selected,RCSS,-0.05571760106730732,10,10,0.001041767426127353,0.9989582325738726,0.002617011842110027,0.0009765625,True,False,True
Seattle,0.1,10,stage15_main,robust_coverage_cvar,robust coverage cvar,-0.22104304079326798,10,10,3.231777070646126e-07,0.999999676822293,1.4866174524972178e-05,0.0009765625,True,False,True
Seattle,0.1,10,stage15_main,scenario_average_a_trace,scenario average a trace,-0.20261459453122624,10,10,2.9946997211196083e-06,0.9999970053002789,8.085689247022942e-05,0.0009765625,True,False,True
Seattle,0.1,10,stage15_main,scenario_cvar_a_trace,scenario cvar a trace,-0.25867128344033713,10,10,1.3594782144647886e-06,0.9999986405217856,4.894121572073239e-05,0.0009765625,True,False,True
Seattle,0.1,10,stage15_main,swap_from_best_random_trace,swap from best random trace,-0.08401052503595588,10,10,0.00037709604834316996,0.9996229039516569,0.0018854802417158497,0.0009765625,True,False,True
Seattle,0.1,10,stage15_main,swap_from_greedy_a_trace,Swap from A-trace,-0.07091657813377683,10,10,0.00014789434499762823,0.9998521056550024,0.0010352604149833976,0.0009765625,True,False,True
Seattle,0.1,10,stage15_main,swap_from_scenario_average,swap from scenario average,-0.07444411641809086,10,10,0.00019659137818862595,0.9998034086218114,0.0011795482691317558,0.0009765625,True,False,True
Seattle,0.1,10,stage15_main,swap_from_scenario_cvar,swap from scenario cvar,-0.1068929913375134,9,10,0.0006635700451975094,0.9993364299548025,0.002617011842110027,0.001953125,True,False,True
Seattle,0.1,10,stage15_main,top_variance,top variance,-0.5091470649841279,10,10,3.086901395855504e-09,0.9999999969130986,3.766019702943715e-07,0.0009765625,True,False,True
Seattle,0.1,10,stage15_main,validation_swap_selected,Prev. TRACE-SL,-0.06093472866189305,8,10,0.0006542529605275067,0.9993457470394725,0.002617011842110027,0.0048828125,True,False,True
Seattle,0.2,20,stage16_replaceable:seattle_10_20_30_trainval,best_random_by_trace,best random by trace,-0.27074995823169945,10,10,2.8940860967215506e-09,0.9999999971059139,3.588666759934723e-07,0.0009765625,True,False,True
Seattle,0.2,20,stage16_replaceable:seattle_10_20_30_trainval,best_random_by_validation,best random by validation,-0.21308569763096297,10,10,2.4350188437234854e-08,0.9999999756498116,2.1428165824766672e-06,0.0009765625,True,False,True
Seattle,0.2,20,stage16_replaceable:seattle_10_20_30_trainval,coverage,coverage,-0.1634109121075275,10,10,3.773722691843375e-10,0.9999999996226278,5.962481853112532e-08,0.0009765625,True,False,True
Seattle,0.2,20,stage16_replaceable:seattle_10_20_30_trainval,degree,degree,-0.8088452625282191,10,10,1.2580705479219718e-10,0.999999999874193,2.1638813424257915e-08,0.0009765625,True,False,True
Seattle,0.2,20,stage16_replaceable:seattle_10_20_30_trainval,graph_sampling_laplacian,graph sampling laplacian,-1.027313570019124,10,10,4.772021712069802e-11,0.9999999999522797,8.541918864604945e-09,0.0009765625,True,False,True
Seattle,0.2,20,stage16_replaceable:seattle_10_20_30_trainval,greedy_a_trace,greedy a trace,-0.17103017558029804,10,10,7.496622990661708e-08,0.9999999250337701,4.947771173836727e-06,0.0009765625,True,False,True
Seattle,0.2,20,stage16_replaceable:seattle_10_20_30_trainval,greedy_d_logdet,greedy d logdet,-0.7812926096127278,10,10,6.130817992594546e-09,0.999999993869182,6.743899791854001e-07,0.0009765625,True,False,True
Seattle,0.2,20,stage16_replaceable:seattle_10_20_30_trainval,multistart_swap_by_validation,Multistart validation-swap,-0.1579544558420916,10,10,3.6263551207464414e-07,0.9999996373644879,1.6318598043358988e-05,0.0009765625,True,False,True
Seattle,0.2,20,stage16_replaceable:seattle_10_20_30_trainval,observability_proxy,observability proxy,-0.6941764529384042,10,10,7.533815445305405e-12,0.9999999999924661,1.4012896728268054e-09,0.0009765625,True,False,True
Seattle,0.2,20,stage16_replaceable:seattle_10_20_30_trainval,qr_pod_modes,qr pod modes,-0.3334125830816692,10,10,3.931715795815302e-08,0.999999960682842,3.0274211627777824e-06,0.0009765625,True,False,True
Seattle,0.2,20,stage16_replaceable:seattle_10_20_30_trainval,random,random,-0.26830736268058886,10,10,2.506236408245327e-07,0.9999997493763592,1.2280558400402102e-05,0.0009765625,True,False,True
Seattle,0.2,20,stage16_replaceable:seattle_10_20_30_trainval,rcss_selected,RCSS,-0.10859952520830526,10,10,6.588728277422537e-06,0.9999934112717226,0.00013177456554845074,0.0009765625,True,False,True
Seattle,0.2,20,stage16_replaceable:seattle_10_20_30_trainval,robust_coverage_cvar,robust coverage cvar,-0.2755192311127849,10,10,9.930860878574786e-08,0.9999999006913912,6.081302032582818e-06,0.0009765625,True,False,True
Seattle,0.2,20,stage16_replaceable:seattle_10_20_30_trainval,scenario_average_a_trace,scenario average a trace,-0.3619009590655526,10,10,5.2794089423299006e-08,0.9999999472059106,3.6955862596309303e-06,0.0009765625,True,False,True
Seattle,0.2,20,stage16_replaceable:seattle_10_20_30_trainval,scenario_cvar_a_trace,scenario cvar a trace,-0.3707861745355373,10,10,8.085516362465603e-08,0.9999999191448363,5.255585635602642e-06,0.0009765625,True,False,True
Seattle,0.2,20,stage16_replaceable:seattle_10_20_30_trainval,swap_from_best_random_trace,swap from best random trace,-0.2125012026644267,10,10,9.24441073280912e-10,0.9999999990755589,1.3468502528133186e-07,0.0009765625,True,False,True
Seattle,0.2,20,stage16_replaceable:seattle_10_20_30_trainval,swap_from_greedy_a_trace,Swap from A-trace,-0.17222666704194695,10,10,5.483236574211742e-08,0.9999999451676342,3.783433236206102e-06,0.0009765625,True,False,True
Seattle,0.2,20,stage16_replaceable:seattle_10_20_30_trainval,swap_from_scenario_average,swap from scenario average,-0.2103532496651897,10,10,2.2959231083214192e-08,0.9999999770407689,2.0663307974892774e-06,0.0009765625,True,False,True
Seattle,0.2,20,stage16_replaceable:seattle_10_20_30_trainval,swap_from_scenario_cvar,swap from scenario cvar,-0.20573809021269432,10,10,1.0559734422277384e-07,0.9999998944026558,6.230243309143656e-06,0.0009765625,True,False,True
Seattle,0.2,20,stage16_replaceable:seattle_10_20_30_trainval,top_variance,top variance,-0.3683817781561339,10,10,6.688288201535432e-09,0.9999999933117117,7.290234139673621e-07,0.0009765625,True,False,True
Seattle,0.2,20,stage16_replaceable:seattle_10_20_30_trainval,validation_swap_selected,Prev. TRACE-SL,-0.08272332066176111,10,10,2.064275920797158e-05,0.999979357240792,0.0003069576508503637,0.0009765625,True,False,True
Seattle,0.3,30,stage16_replaceable:seattle_10_20_30_trainval,best_random_by_trace,best random by trace,-0.3388786480095078,10,10,1.655485044789674e-09,0.9999999983445149,2.2445006661447757e-07,0.0009765625,True,False,True
Seattle,0.3,30,stage16_replaceable:seattle_10_20_30_trainval,best_random_by_validation,best random by validation,-0.2690840109761425,10,10,2.628345910410925e-10,0.9999999997371654,4.231636915761589e-08,0.0009765625,True,False,True
Seattle,0.3,30,stage16_replaceable:seattle_10_20_30_trainval,coverage,coverage,-0.17788721377107136,10,10,9.566012154146621e-09,0.9999999904339878,9.757332397229553e-07,0.0009765625,True,False,True
Seattle,0.3,30,stage16_replaceable:seattle_10_20_30_trainval,degree,degree,-0.9031639878363418,10,10,5.4404735560222766e-11,0.9999999999455953,9.62963819415943e-09,0.0009765625,True,False,True
Seattle,0.3,30,stage16_replaceable:seattle_10_20_30_trainval,graph_sampling_laplacian,graph sampling laplacian,-1.0567640327899683,10,10,2.6349269354137087e-11,0.9999999999736507,4.79556702245295e-09,0.0009765625,True,False,True
Seattle,0.3,30,stage16_replaceable:seattle_10_20_30_trainval,greedy_a_trace,greedy a trace,-0.2610460007248581,10,10,1.693019602076644e-08,0.999999983069804,1.5575780339105123e-06,0.0009765625,True,False,True
Seattle,0.3,30,stage16_replaceable:seattle_10_20_30_trainval,greedy_d_logdet,greedy d logdet,-0.6902997029960074,10,10,9.681288532807834e-09,0.9999999903187115,9.778101418135913e-07,0.0009765625,True,False,True
Seattle,0.3,30,stage16_replaceable:seattle_10_20_30_trainval,multistart_swap_by_validation,Multistart validation-swap,-0.21850630723584744,10,10,1.8665912483810745e-10,0.9999999998133409,3.1172073847963945e-08,0.0009765625,True,False,True
Seattle,0.3,30,stage16_replaceable:seattle_10_20_30_trainval,observability_proxy,observability proxy,-0.8959457984160629,10,10,2.2991750750890683e-11,0.9999999999770083,4.207490387412995e-09,0.0009765625,True,False,True
Seattle,0.3,30,stage16_replaceable:seattle_10_20_30_trainval,qr_pod_modes,qr pod modes,-0.2922966350216025,10,10,2.821552059754644e-08,0.9999999717844794,2.370103730193901e-06,0.0009765625,True,False,True
Seattle,0.3,30,stage16_replaceable:seattle_10_20_30_trainval,random,random,-0.37196814674404904,10,10,1.003091836240446e-06,0.9999989969081637,3.912058161337739e-05,0.0009765625,True,False,True
Seattle,0.3,30,stage16_replaceable:seattle_10_20_30_trainval,rcss_selected,RCSS,-0.14168702481183876,10,10,3.4577155562281496e-06,0.9999965422844438,8.644288890570375e-05,0.0009765625,True,False,True
Seattle,0.3,30,stage16_replaceable:seattle_10_20_30_trainval,robust_coverage_cvar,robust coverage cvar,-0.3391668221350983,10,10,5.41781240884627e-07,0.9999994582187591,2.2213030876269707e-05,0.0009765625,True,False,True
Seattle,0.3,30,stage16_replaceable:seattle_10_20_30_trainval,scenario_average_a_trace,scenario average a trace,-0.42125236050840187,10,10,2.742268523900381e-08,0.9999999725773148,2.3590998765628555e-06,0.0009765625,True,False,True
Seattle,0.3,30,stage16_replaceable:seattle_10_20_30_trainval,scenario_cvar_a_trace,scenario cvar a trace,-0.4376856359699823,10,10,4.283194125049409e-08,0.9999999571680588,3.1880416764711843e-06,0.0009765625,True,False,True
Seattle,0.3,30,stage16_replaceable:seattle_10_20_30_trainval,swap_from_best_random_trace,swap from best random trace,-0.27615217316701135,10,10,1.58693344250957e-10,0.9999999998413066,2.6819175178411734e-08,0.0009765625,True,False,True
Seattle,0.3,30,stage16_replaceable:seattle_10_20_30_trainval,swap_from_greedy_a_trace,Swap from A-trace,-0.2430328818100711,10,10,3.751776533989105e-08,0.9999999624822347,2.937638225028505e-06,0.0009765625,True,False,True
Seattle,0.3,30,stage16_replaceable:seattle_10_20_30_trainval,swap_from_scenario_average,swap from scenario average,-0.26191477066187396,10,10,1.5448323544393145e-08,0.9999999845516765,1.4366940896285624e-06,0.0009765625,True,False,True
Seattle,0.3,30,stage16_replaceable:seattle_10_20_30_trainval,swap_from_scenario_cvar,swap from scenario cvar,-0.26758370278172616,10,10,4.4827720844003004e-08,0.9999999551722791,3.272423621612219e-06,0.0009765625,True,False,True
Seattle,0.3,30,stage16_replaceable:seattle_10_20_30_trainval,top_variance,top variance,-0.31958013824635473,10,10,1.0203043387095295e-08,0.9999999897969566,1.0203043387095295e-06,0.0009765625,True,False,True
Seattle,0.3,30,stage16_replaceable:seattle_10_20_30_trainval,validation_swap_selected,Prev. TRACE-SL,-0.0952063382135953,10,10,2.5861028672752583e-05,0.9999741389713273,0.0003200476234798224,0.0009765625,True,False,True
