dataset,budget,split_seed,layout_type,layout_label,validation_selected_mae,heldout_mae,posterior_trace
Seattle,0.3,31,trace_biopt,TRACE-BiOpt,2.427260385007209,2.5831550265691825,342.18330156748675
Seattle,0.3,31,multistart_swap_by_validation,Multistart swap,2.5937826274350275,2.818689474474529,293.4566304338398
Seattle,0.3,31,rcss_selected,RCSS,3.0033500806575777,2.722200675430764,336.3257686111804
Seattle,0.3,31,validation_swap_selected,Prev. TRACE-SL,2.475104553054193,2.673180209403874,343.36131332065486
Seattle,0.1,32,best_random_by_validation,Best random,2.989384966102626,3.4936091206748663,512.1918257340975
Seattle,0.1,32,trace_biopt,TRACE-BiOpt,2.778927070085632,3.234339073054981,492.36395626277965
Seattle,0.1,32,multistart_swap_by_validation,Multistart swap,2.8210611514171737,3.295384217020803,466.73223294860736
Seattle,0.1,32,rcss_selected,RCSS,2.1321484496634966,3.285274355177967,463.723625527828
Seattle,0.1,32,validation_swap_selected,Prev. TRACE-SL,2.797829110034553,3.280175520154951,472.9958715858842
Seattle,0.2,32,best_random_by_validation,Best random,2.659756506780453,3.0884234369661967,416.2471963621265
Seattle,0.2,32,trace_biopt,TRACE-BiOpt,2.492340687853916,2.897087213657332,393.52094152169377
Seattle,0.2,32,multistart_swap_by_validation,Multistart swap,2.6438685524392844,3.06994012569822,357.08740306589215
Seattle,0.2,32,rcss_selected,RCSS,1.9742542905771576,2.9937347975236595,385.9465008954552
Seattle,0.2,32,validation_swap_selected,Prev. TRACE-SL,2.57467587422742,2.962104231413689,393.1216277308704
Seattle,0.3,32,best_random_by_validation,Best random,2.523662477973378,2.911271552272537,345.9902458650022
Seattle,0.3,32,trace_biopt,TRACE-BiOpt,2.30482557519284,2.6831756680009677,344.4574108121266
Seattle,0.3,32,multistart_swap_by_validation,Multistart swap,2.4995947820755413,2.878303205637041,300.2477574131757
Seattle,0.3,32,rcss_selected,RCSS,1.8657924365890075,2.803685706083333,337.59655740226435
Seattle,0.3,32,validation_swap_selected,Prev. TRACE-SL,2.4015949346775223,2.758169230814076,343.21102428753784
Seattle,0.1,33,best_random_by_validation,Best random,2.797184318592808,3.3009117055732773,521.7974221671641
Seattle,0.1,33,trace_biopt,TRACE-BiOpt,2.6471466390712184,3.085562533410905,486.85495969103255
Seattle,0.1,33,multistart_swap_by_validation,Multistart swap,2.646168529023248,3.1583563855207277,455.61607296719006
Seattle,0.1,33,rcss_selected,RCSS,1.9387095708895532,3.1815455184505685,452.08146071673895
Seattle,0.1,33,validation_swap_selected,Prev. TRACE-SL,2.6385833852880314,3.165960482045426,465.817978428746
Seattle,0.2,33,best_random_by_validation,Best random,2.5298362572997304,3.018724186717671,397.0595299794801
Seattle,0.2,33,trace_biopt,TRACE-BiOpt,2.372623318309858,2.802737555636634,379.3960289665847
Seattle,0.2,33,multistart_swap_by_validation,Multistart swap,2.4463630537507712,2.9672390516260894,347.29824916316096
Seattle,0.2,33,rcss_selected,RCSS,1.7672935432202244,2.9672390516260894,347.29824916316096
Seattle,0.2,33,validation_swap_selected,Prev. TRACE-SL,2.4139586261461266,2.93739101238608,357.14556760560424
Seattle,0.3,33,best_random_by_validation,Best random,2.363218167342513,2.764382023756464,341.9384392333403
Seattle,0.3,33,trace_biopt,TRACE-BiOpt,2.1910393464291875,2.578776042143248,325.20662305114723
Seattle,0.3,33,multistart_swap_by_validation,Multistart swap,2.306489852947064,2.7809345798582226,287.22140463987307
Seattle,0.3,33,rcss_selected,RCSS,1.6484438768375378,2.7809345798582226,287.22140463987307
Seattle,0.3,33,validation_swap_selected,Prev. TRACE-SL,2.2464974271688853,2.710199581600983,297.3861713173928
Seattle,0.1,34,best_random_by_validation,Best random,3.3288217946792047,3.1908667682510305,511.94051371161504
Seattle,0.1,34,trace_biopt,TRACE-BiOpt,3.1702352482179563,3.0296138706896767,489.60073689397314
Seattle,0.1,34,multistart_swap_by_validation,Multistart swap,3.2477424622504745,3.0538268193882363,451.7694524203742
Seattle,0.1,34,rcss_selected,RCSS,3.75147500563174,3.0538268193882363,451.7694524203742
Seattle,0.1,34,validation_swap_selected,Prev. TRACE-SL,3.2174759699496023,3.089864216898571,494.59697465933976
Seattle,0.2,34,best_random_by_validation,Best random,3.0825670492326984,2.9466164224099023,393.581265656152
Seattle,0.2,34,trace_biopt,TRACE-BiOpt,2.8212995850832856,2.6974660430171835,404.2913950944349
Seattle,0.2,34,multistart_swap_by_validation,Multistart swap,3.0651700265555064,2.8762689094302507,346.04456214091914
Seattle,0.2,34,rcss_selected,RCSS,3.4252810928042323,2.790838254981435,393.23983100917184
Seattle,0.2,34,validation_swap_selected,Prev. TRACE-SL,2.903400145237693,2.7678156457149465,395.6372644215746
Seattle,0.3,34,best_random_by_validation,Best random,2.875100774728907,2.706128154017577,329.6446925657863
Seattle,0.3,34,trace_biopt,TRACE-BiOpt,2.5365631406635005,2.4433321741594964,337.85348457277496
Seattle,0.3,34,multistart_swap_by_validation,Multistart swap,2.8762585096778857,2.696210419356881,287.59795246535504
Seattle,0.3,34,rcss_selected,RCSS,3.2262028420103688,2.6145677474008138,323.6442042075098
Seattle,0.3,34,validation_swap_selected,Prev. TRACE-SL,2.72534679869055,2.587890310642743,328.84833326346416
PeMS7_228,0.1,25,best_random_by_validation,Best random,3.6927567921496185,3.5867583326933823,363.8817421628198
PeMS7_228,0.1,25,trace_biopt,TRACE-BiOpt,3.572702871952228,3.377497962047549,382.6060221716248
PeMS7_228,0.1,25,multistart_swap_by_validation,Multistart swap,3.52855832519301,3.426039494371418,330.32505413880403
PeMS7_228,0.1,25,rcss_selected,RCSS,3.6853300860203193,3.426039494371418,330.32505413880403
PeMS7_228,0.1,25,validation_swap_selected,Prev. TRACE-SL,3.4837215209868826,3.4244078683981343,334.29708904119127
PeMS7_228,0.2,25,best_random_by_validation,Best random,3.462261734153958,3.4365023554759606,305.7792092373213
PeMS7_228,0.2,25,trace_biopt,TRACE-BiOpt,3.25888474744638,3.060838873489347,319.2803791035636
PeMS7_228,0.2,25,multistart_swap_by_validation,Multistart swap,3.342857094074028,3.2274935004155023,257.4735555591517
PeMS7_228,0.2,25,rcss_selected,RCSS,3.4261791837904667,3.2274935004155023,257.4735555591517
PeMS7_228,0.2,25,validation_swap_selected,Prev. TRACE-SL,3.201413052457233,3.1300293427526054,291.76174231110406
PeMS7_228,0.3,25,best_random_by_validation,Best random,3.30229744912017,3.221122119383713,256.4533525216729
PeMS7_228,0.3,25,trace_biopt,TRACE-BiOpt,3.0248109050659133,2.896123810720621,275.14318738341376
PeMS7_228,0.3,25,multistart_swap_by_validation,Multistart swap,3.2746595973876618,3.200324086682891,212.1673274598375
PeMS7_228,0.3,25,rcss_selected,RCSS,3.2087149305391183,2.9210967479589005,264.2040511669889
PeMS7_228,0.3,25,validation_swap_selected,Prev. TRACE-SL,3.0433030708376907,2.918060792037708,249.82366950851477
PeMS7_228,0.1,26,best_random_by_validation,Best random,3.61656208486783,3.9652533664245744,365.2868743390992
PeMS7_228,0.1,26,trace_biopt,TRACE-BiOpt,3.5128888751815994,3.7909371191331713,370.4199161339116
PeMS7_228,0.1,26,multistart_swap_by_validation,Multistart swap,3.536590162680935,3.824388987809303,329.0110682156053
PeMS7_228,0.1,26,rcss_selected,RCSS,3.077245286102448,3.824388987809303,329.0110682156053
PeMS7_228,0.1,26,validation_swap_selected,Prev. TRACE-SL,3.4899193679865195,3.779631287005124,341.4919208686069
PeMS7_228,0.2,26,best_random_by_validation,Best random,3.3993922704693813,3.588724170550461,292.9679711807349
PeMS7_228,0.2,26,trace_biopt,TRACE-BiOpt,3.206986685515409,3.370367237959101,301.47230572490184
PeMS7_228,0.2,26,multistart_swap_by_validation,Multistart swap,3.352675382140001,3.5368253042062325,251.5271576285416
PeMS7_228,0.2,26,rcss_selected,RCSS,2.980713561667278,3.5368253042062325,251.5271576285416
PeMS7_228,0.2,26,validation_swap_selected,Prev. TRACE-SL,3.23730444770174,3.503779040548085,266.74368439780244
PeMS7_228,0.3,26,best_random_by_validation,Best random,3.2973836101221354,3.394332541557587,243.3527525595422
PeMS7_228,0.3,26,trace_biopt,TRACE-BiOpt,2.9469210726959267,3.1224457507386605,270.4381809019461
PeMS7_228,0.3,26,multistart_swap_by_validation,Multistart swap,3.192149604799769,3.4158183628702847,210.87747266301204
PeMS7_228,0.3,26,rcss_selected,RCSS,2.895783303319724,3.4158183628702847,210.87747266301204
PeMS7_228,0.3,26,validation_swap_selected,Prev. TRACE-SL,3.0105598751435902,3.299019032549241,225.2118069892205
PeMS7_228,0.1,27,best_random_by_validation,Best random,3.550002072456501,3.522200604133664,368.6287693022448
PeMS7_228,0.1,27,trace_biopt,TRACE-BiOpt,3.295749550707652,3.2899697318868717,362.4270689289784
PeMS7_228,0.1,27,multistart_swap_by_validation,Multistart swap,3.4398972139682598,3.2994514709934486,332.7331633957908
PeMS7_228,0.1,27,rcss_selected,RCSS,3.272686677087194,3.409310605636095,356.2745736440462
PeMS7_228,0.1,27,validation_swap_selected,Prev. TRACE-SL,3.3729539407862075,3.4157442929582422,367.25647534631423
PeMS7_228,0.2,27,best_random_by_validation,Best random,3.288249573028121,3.2647242830914704,298.69730052941503
PeMS7_228,0.2,27,trace_biopt,TRACE-BiOpt,2.9906618379833687,3.0100046764295616,304.28165496654793
PeMS7_228,0.2,27,multistart_swap_by_validation,Multistart swap,3.242711124462651,3.1658607428548597,253.92918313727336
PeMS7_228,0.2,27,rcss_selected,RCSS,3.093258839002448,3.231813164346645,273.240201116064
PeMS7_228,0.2,27,validation_swap_selected,Prev. TRACE-SL,3.139844021792852,3.156673474054942,280.6228819685956
PeMS7_228,0.3,27,best_random_by_validation,Best random,3.0120503451168954,3.077318298482912,264.4506969989749
PeMS7_228,0.3,27,trace_biopt,TRACE-BiOpt,2.732155743509981,2.798544452034983,266.9208714540317
PeMS7_228,0.3,27,multistart_swap_by_validation,Multistart swap,3.05094186210825,3.0821724435463618,214.38428279285927
PeMS7_228,0.3,27,rcss_selected,RCSS,2.922691879568009,3.064728716205148,224.5134078917413
PeMS7_228,0.3,27,validation_swap_selected,Prev. TRACE-SL,2.9118124413633835,2.968535066049483,233.1892301805962
PeMS7_228,0.1,28,best_random_by_validation,Best random,3.821070543195725,3.2114882562863896,366.0416515200802
PeMS7_228,0.1,28,trace_biopt,TRACE-BiOpt,3.598117044999356,3.140359242255431,366.83974903418186
PeMS7_228,0.1,28,multistart_swap_by_validation,Multistart swap,3.5912557074970697,3.228058009761904,330.63713085356784
PeMS7_228,0.1,28,rcss_selected,RCSS,3.782504053640524,3.228058009761904,330.63713085356784
PeMS7_228,0.1,28,validation_swap_selected,Prev. TRACE-SL,3.56988377293961,3.229417641121304,339.954549969745
PeMS7_228,0.2,28,best_random_by_validation,Best random,3.513356620738328,3.060851679651557,306.3131048679875
PeMS7_228,0.2,28,trace_biopt,TRACE-BiOpt,3.2360106136626485,2.833336576943215,302.3411208330523
PeMS7_228,0.2,28,multistart_swap_by_validation,Multistart swap,3.508532169016446,3.068734113617486,252.89890448395445
PeMS7_228,0.2,28,rcss_selected,RCSS,3.728304661946162,3.1114898393195154,269.7689433150972
PeMS7_228,0.2,28,validation_swap_selected,Prev. TRACE-SL,3.391892625158452,2.989936808520819,262.99520119974653
PeMS7_228,0.3,28,best_random_by_validation,Best random,3.395823164019581,2.9071537551220272,253.36247691936785
PeMS7_228,0.3,28,trace_biopt,TRACE-BiOpt,3.083342987868395,2.695217316400359,272.733745350097
PeMS7_228,0.3,28,multistart_swap_by_validation,Multistart swap,3.334325970121772,2.9297351481853493,209.01354268035425
PeMS7_228,0.3,28,rcss_selected,RCSS,3.5414635196781785,3.0318969036414907,226.75780492127365
PeMS7_228,0.3,28,validation_swap_selected,Prev. TRACE-SL,3.1727780663951486,2.88489824922316,227.4582917964337
PeMS7_228,0.1,29,best_random_by_validation,Best random,3.5019660515863915,3.733770791910695,385.5959071626946
PeMS7_228,0.1,29,trace_biopt,TRACE-BiOpt,3.3038746781613813,3.544519011084858,374.9397593671099
PeMS7_228,0.1,29,multistart_swap_by_validation,Multistart swap,3.3442310670519624,3.5426750859650293,329.7834141470545
PeMS7_228,0.1,29,rcss_selected,RCSS,3.542725891246066,3.51022606095054,329.83644677676574
PeMS7_228,0.1,29,validation_swap_selected,Prev. TRACE-SL,3.279771334961392,3.4508248601577094,344.0511062892715
PeMS7_228,0.2,29,best_random_by_validation,Best random,3.2339995379153126,3.337882473356442,310.64922630309184
PeMS7_228,0.2,29,trace_biopt,TRACE-BiOpt,2.972896742999245,3.127151377602812,314.51059518636885
PeMS7_228,0.2,29,multistart_swap_by_validation,Multistart swap,3.1249290365815203,3.3541641894270517,254.3896837384097
PeMS7_228,0.2,29,rcss_selected,RCSS,3.3299247101536404,3.3541641894270517,254.3896837384097
PeMS7_228,0.2,29,validation_swap_selected,Prev. TRACE-SL,3.0024743216715675,3.339335606829459,342.9155557660639
PeMS7_228,0.3,29,best_random_by_validation,Best random,3.109926557442897,3.2556586104989984,253.92044747959253
PeMS7_228,0.3,29,trace_biopt,TRACE-BiOpt,2.7632816532432822,2.867489686624794,279.41259945151035
PeMS7_228,0.3,29,multistart_swap_by_validation,Multistart swap,3.026443421221988,3.188571903647181,212.0497788684553
PeMS7_228,0.3,29,rcss_selected,RCSS,3.212308705306456,3.188571903647181,212.0497788684553
PeMS7_228,0.3,29,validation_swap_selected,Prev. TRACE-SL,2.8491887030436662,3.032014678535192,224.62228622689472
PeMS7_228,0.1,30,best_random_by_validation,Best random,3.336467079161617,3.570521826948928,371.1905136779214
PeMS7_228,0.1,30,trace_biopt,TRACE-BiOpt,3.075240407928557,3.340207729451798,367.7391605066268
PeMS7_228,0.1,30,multistart_swap_by_validation,Multistart swap,3.1601207176083697,3.443863706509869,332.6771930554846
PeMS7_228,0.1,30,rcss_selected,RCSS,3.0531272993801792,3.4075562793750684,331.6905327919479
PeMS7_228,0.1,30,validation_swap_selected,Prev. TRACE-SL,3.127401871425506,3.4379601680424368,342.43829704936843
PeMS7_228,0.2,30,best_random_by_validation,Best random,3.050178452677278,3.271665961985628,304.3580567869516
PeMS7_228,0.2,30,trace_biopt,TRACE-BiOpt,2.7602781196693438,2.86664456816426,301.720717884435
PeMS7_228,0.2,30,multistart_swap_by_validation,Multistart swap,3.064026756506331,3.17146482779392,253.99115492859843
PeMS7_228,0.2,30,rcss_selected,RCSS,2.9171321458005903,3.2223744967110406,300.4942653243941
PeMS7_228,0.2,30,validation_swap_selected,Prev. TRACE-SL,2.923522097546023,3.165833764624011,298.2230438492313
PeMS7_228,0.3,30,best_random_by_validation,Best random,2.94878613793232,3.0792690556676368,258.5731853981171
PeMS7_228,0.3,30,trace_biopt,TRACE-BiOpt,2.5964796480964627,2.648741469452439,270.76324773646195
PeMS7_228,0.3,30,multistart_swap_by_validation,Multistart swap,2.92004766161036,3.038007958583336,214.42086261209252
PeMS7_228,0.3,30,rcss_selected,RCSS,2.840668495452181,2.915349924909323,264.03807138973696
PeMS7_228,0.3,30,validation_swap_selected,Prev. TRACE-SL,2.698642893160756,2.84642616184613,266.93778458567056
PeMS7_228,0.1,31,best_random_by_validation,Best random,3.483285067241435,4.168345866835903,382.08171110639375
PeMS7_228,0.1,31,trace_biopt,TRACE-BiOpt,3.3175929303613723,4.010057266495195,360.97686728615486
PeMS7_228,0.1,31,multistart_swap_by_validation,Multistart swap,3.42856744318315,4.063089602367158,328.45530612218835
PeMS7_228,0.1,31,rcss_selected,RCSS,3.587864321506933,3.901972805916567,327.9191299120565
PeMS7_228,0.1,31,validation_swap_selected,Prev. TRACE-SL,3.3008049947470672,3.892605036523508,342.87457640963567
PeMS7_228,0.2,31,best_random_by_validation,Best random,3.2815351474682037,3.9620215883900514,302.4560834806705
PeMS7_228,0.2,31,trace_biopt,TRACE-BiOpt,2.9743443544138444,3.6098281341884175,299.92814086844766
PeMS7_228,0.2,31,multistart_swap_by_validation,Multistart swap,3.2342170623392743,3.8876851501079024,249.97267908155575
PeMS7_228,0.2,31,rcss_selected,RCSS,3.40962619879852,3.806113584376404,279.3857102637808
PeMS7_228,0.2,31,validation_swap_selected,Prev. TRACE-SL,3.0896230429368945,3.766656120509658,290.19473266020543
PeMS7_228,0.3,31,best_random_by_validation,Best random,3.135716224369566,3.682433169979112,253.9431074366779
PeMS7_228,0.3,31,trace_biopt,TRACE-BiOpt,2.743156211951053,3.3840644305369723,267.9838927385729
PeMS7_228,0.3,31,multistart_swap_by_validation,Multistart swap,3.075278075541582,3.635641867939021,206.094362194712
PeMS7_228,0.3,31,rcss_selected,RCSS,3.113904704158295,3.593588271187533,260.06400766168565
PeMS7_228,0.3,31,validation_swap_selected,Prev. TRACE-SL,2.9013722763966534,3.461204909293933,251.3248338917748
PeMS7_228,0.1,32,best_random_by_validation,Best random,3.49752979526239,3.297760344455265,369.9759421309554
PeMS7_228,0.1,32,trace_biopt,TRACE-BiOpt,3.3331459793896494,3.121942504743305,371.3366785314682
PeMS7_228,0.1,32,multistart_swap_by_validation,Multistart swap,3.373870070244399,3.364976089570805,330.4119716179349
PeMS7_228,0.1,32,rcss_selected,RCSS,3.338217279991672,3.364976089570805,330.4119716179349
PeMS7_228,0.1,32,validation_swap_selected,Prev. TRACE-SL,3.3580067992545253,3.379800886769135,338.9488526740481
PeMS7_228,0.2,32,best_random_by_validation,Best random,3.238515968808664,3.112970739588182,296.3709048548591
PeMS7_228,0.2,32,trace_biopt,TRACE-BiOpt,3.0299192574102647,2.829061204140316,300.2097569301489
PeMS7_228,0.2,32,multistart_swap_by_validation,Multistart swap,3.2454188909849955,3.0522146273085986,255.87064406156617
PeMS7_228,0.2,32,rcss_selected,RCSS,3.179095132844858,3.0522146273085986,255.87064406156617
PeMS7_228,0.2,32,validation_swap_selected,Prev. TRACE-SL,3.1339313800894657,2.986891692960358,270.67022842602773
PeMS7_228,0.3,32,best_random_by_validation,Best random,3.07750597981388,2.934542773493469,263.7968240522899
PeMS7_228,0.3,32,trace_biopt,TRACE-BiOpt,2.8603982335243847,2.6390590517756656,269.7403693846471
PeMS7_228,0.3,32,multistart_swap_by_validation,Multistart swap,3.0869470395016503,2.842989162554178,211.23811858816904
PeMS7_228,0.3,32,rcss_selected,RCSS,2.8904382434655598,2.786671139005433,259.1952156581472
PeMS7_228,0.3,32,validation_swap_selected,Prev. TRACE-SL,2.894702971104836,2.7304937682109407,258.14861882764194
PeMS7_228,0.1,33,best_random_by_validation,Best random,3.454971202255513,4.144752595122673,369.5065161542892
PeMS7_228,0.1,33,trace_biopt,TRACE-BiOpt,3.221055431229321,3.987919074598868,354.83950469850447
PeMS7_228,0.1,33,multistart_swap_by_validation,Multistart swap,3.3309754866617047,4.089207424995427,328.351737859634
PeMS7_228,0.1,33,rcss_selected,RCSS,3.302130256124737,4.111614557858437,329.00487163545904
PeMS7_228,0.1,33,validation_swap_selected,Prev. TRACE-SL,3.2838372634238464,4.112052381995919,337.31460411154995
PeMS7_228,0.2,33,best_random_by_validation,Best random,3.182014662644962,3.81676889444636,290.1145782350711
PeMS7_228,0.2,33,trace_biopt,TRACE-BiOpt,2.982476160731123,3.6246535815070025,296.55083007252256
PeMS7_228,0.2,33,multistart_swap_by_validation,Multistart swap,3.1929682990673003,3.809714344786628,253.1937171797653
PeMS7_228,0.2,33,rcss_selected,RCSS,3.0455985097039253,3.744331156843813,292.6512296227295
PeMS7_228,0.2,33,validation_swap_selected,Prev. TRACE-SL,2.998531014175991,3.678913271301212,290.02613059193294
PeMS7_228,0.3,33,best_random_by_validation,Best random,3.0328233501269963,3.559859838078348,245.6298578765559
PeMS7_228,0.3,33,trace_biopt,TRACE-BiOpt,2.824218163514238,3.345815543472434,260.9760527905534
PeMS7_228,0.3,33,multistart_swap_by_validation,Multistart swap,3.0540736686753385,3.6372349814933966,210.24628022255357
PeMS7_228,0.3,33,rcss_selected,RCSS,2.907240836244232,3.360426410834476,262.2032328857547
PeMS7_228,0.3,33,validation_swap_selected,Prev. TRACE-SL,2.846832202995767,3.373166115383827,252.1282254720776
PeMS7_228,0.1,34,best_random_by_validation,Best random,3.998471500475925,4.0322575212294405,365.5186245576929
PeMS7_228,0.1,34,trace_biopt,TRACE-BiOpt,3.6983074543319474,3.790270511799309,365.4400766598002
PeMS7_228,0.1,34,multistart_swap_by_validation,Multistart swap,3.8322217011236033,3.786260726326527,328.9634365505846
PeMS7_228,0.1,34,rcss_selected,RCSS,3.1800207573877333,3.7748609156621584,328.788266409486
PeMS7_228,0.1,34,validation_swap_selected,Prev. TRACE-SL,3.739500004717387,3.834529718333166,343.0339576225433
PeMS7_228,0.2,34,best_random_by_validation,Best random,3.6921420526712,3.7031706325801856,302.0352906331203
PeMS7_228,0.2,34,trace_biopt,TRACE-BiOpt,3.339109391755605,3.355243725820877,305.83655756814414
PeMS7_228,0.2,34,multistart_swap_by_validation,Multistart swap,3.686245817981117,3.612759835507248,255.074091229062
PeMS7_228,0.2,34,rcss_selected,RCSS,3.127551559524876,3.636151814619093,277.6344055685737
PeMS7_228,0.2,34,validation_swap_selected,Prev. TRACE-SL,3.510706793382788,3.4803583420331865,263.18910506635825
PeMS7_228,0.3,34,best_random_by_validation,Best random,3.442885774720869,3.334231238389392,244.97537137985967
PeMS7_228,0.3,34,trace_biopt,TRACE-BiOpt,3.111277910000413,3.1348703516234826,268.58942929389605
PeMS7_228,0.3,34,multistart_swap_by_validation,Multistart swap,3.4322984883164653,3.401681428388512,210.84748135800933
PeMS7_228,0.3,34,rcss_selected,RCSS,2.7675035516120894,3.2946480412398773,245.35496231399677
PeMS7_228,0.3,34,validation_swap_selected,Prev. TRACE-SL,3.2632258240782472,3.258824928908929,248.23254774916452
