budget,robustness_family,robustness_condition,failure_rate,noise_scale,missing_rate,missing_block_steps,cost_proxy,cost_budget,split_mode,source,candidate_row_count,selected_count,validation_mae_mean,validation_mae_std,selected_validation_mae_mean,selected_validation_mae_std,posterior_trace_mean,posterior_trace_std,selected_posterior_trace_mean,selected_posterior_trace_std,scenario_cvar_trace_mean,scenario_cvar_trace_std,selected_scenario_cvar_trace_mean,selected_scenario_cvar_trace_std,condition_number_mean,condition_number_std,selected_condition_number_mean,selected_condition_number_std,coverage_penalty_mean,coverage_penalty_std,selected_coverage_penalty_mean,selected_coverage_penalty_std,rcss_score_mean,rcss_score_std,selected_rcss_score_mean,selected_rcss_score_std
0.2,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,scenario_average_a_trace,10,0,3.5637713978209007,0.208958646549508,,,935.2174459099684,11.669371554484906,,,324.141394634826,6.767976887885696,,,5632.818630590198,359.8567929100799,,,0.00969079871865484,0.00042790237435724114,,,0.2555293122916238,0.0648524257177339,,
0.2,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,scenario_cvar_a_trace,10,0,3.51245778332571,0.21935817560268117,,,970.1994523414263,8.49293857878012,,,319.8560045334163,5.523455212554969,,,5523.398428953389,368.1212163199178,,,0.009610422515821898,0.0003523336917834029,,,0.2149190629193029,0.059589066048199066,,
0.2,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,swap_from_best_random_trace,10,0,3.3907656862926685,0.23299142859343655,,,926.8807726236416,4.435800987315875,,,380.9794885476132,10.175855283069833,,,3532.942633660276,307.3630089833501,,,0.00911983949058548,0.00023224742010874848,,,0.11661497442357734,0.0435648714359583,,
0.2,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,swap_from_greedy_a_trace,10,7,3.2560903848091742,0.23092637830644908,3.191297689391805,0.20155125881776087,825.1930665768538,2.6315846295446854,825.4877187268696,3.024986896344032,348.80411879204456,6.645304107908864,347.15422531283633,6.76234570888469,4892.03039202956,123.0998534627228,4862.721514075006,115.9857560664001,0.008622739417194051,0.00011078510067011198,0.0086276766045949,0.00011821357129717568,0.006966264877776809,0.01350364437129431,0.005968851194755729,0.01579209587407442
0.2,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,swap_from_scenario_average,10,0,3.42009062483504,0.21322877300881105,,,870.5813565042359,7.27416898806145,,,330.35515398366437,7.181161920766724,,,5087.947770790195,254.36561459498074,,,0.00918338802289238,0.00035602321980864916,,,0.13851244503507779,0.0379349121984754,,
0.2,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,swap_from_scenario_cvar,10,0,3.398065600246569,0.2169048429617165,,,893.2533883949985,6.2700366803592,,,327.42842571096503,5.631587373562502,,,4745.007835305211,210.65069672100344,,,0.00899746497135055,0.00023370200063947338,,,0.12128970771791443,0.03135434195230248,,
0.2,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,top_variance,10,0,3.608378922181174,0.23572334295355707,,,1353.5384413622714,3.085549733463587,,,501.8963133021842,15.77047701796135,,,13484.07373807136,235.99639912368372,,,0.0196613759879237,0.0003940467629237383,,,0.30592890835049225,0.07725416461308098,,
0.2,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,validation_swap,30,0,3.2756574006403265,0.1508557714422374,,,869.475807466897,58.82951620989847,,,365.153719664931,21.944728552300308,,,4320.600457197786,644.7460812844415,,,0.008786301655000986,0.00030603402327092057,,,0.4193827451153423,0.44706851958743776,,
0.3,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,coverage,10,0,3.3674927696890484,0.2121875179328433,,,824.0830794719308,2.0789211819892213,,,323.5156312495616,8.172303342264708,,,2921.378199709176,61.635735950025904,,,0.006322819357560799,9.14279549108516e-19,,,0.2809378984244541,0.03612141966444196,,
0.3,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,degree,10,0,4.068823338206296,0.3029334173982741,,,1143.913961865347,4.962270853042757,,,375.7619761016057,7.568576455150907,,,10722.2462050089,337.8366125190098,,,0.06997679477394211,1.4628472785736255e-17,,,0.8005153215628914,0.058584110661495443,,
