method,certificate,pearson_mae_mean,pearson_mae_std,pearson_mae_min,pearson_mae_max,pearson_mae_count,spearman_mae_mean,spearman_mae_std,spearman_mae_min,spearman_mae_max,spearman_mae_count
gls_map,condition_number,0.8046423023033032,0.014662997542993083,0.7820338615765736,0.8292925778727898,10,0.9010524309112311,0.009403345104439803,0.8892497888677255,0.9190255160443168,10
gls_map,information_logdet,-0.8542416845773868,0.00908856477738237,-0.8700656113855253,-0.841481893354871,10,-0.8828268815906337,0.003768614840090572,-0.8889964429982726,-0.8765783483876975,10
gls_map,posterior_trace,0.9223733264807945,0.004988770887114619,0.914452564373982,0.932658862955023,10,0.929371537558017,0.00427188643036054,0.9216939866606292,0.9357702633935412,10
gsp,condition_number,-0.01878240052927251,0.18052921639913994,-0.2071616491147671,0.221314993269802,10,-0.12303737872852283,0.2417192717830688,-0.388939022221262,0.2069356600349617,10
gsp,information_logdet,0.031251815560033695,0.16307019167689119,-0.1999611860337761,0.2007435696379612,10,0.0649474055163182,0.20419033002406184,-0.2362856614854221,0.29798245380521,10
gsp,posterior_trace,-0.018876241213676398,0.1801516663769734,-0.2068119854093107,0.2211948603123049,10,-0.07191163966565392,0.21021788814442327,-0.3065290831412985,0.2283349736513866,10
