method,mae,rmse,mape,dataset,budget,sensor_count,hidden_count,layout_type,layout_id,split_seed,layout_seed,validation_selected_mae,posterior_trace,condition_number,information_logdet
historical_tod_mean,3.8783796155149055,6.793981454428051,0.09100260314685238,PeMS7_228,0.1,23,205,random,0,28,2054,,,,
neighbor_average,7.271105747515808,11.406261120489726,0.18926961041482154,PeMS7_228,0.1,23,205,random,0,28,2054,,,,
gsp,3.6081650904480242,6.282925912668951,0.08752833535335565,PeMS7_228,0.1,23,205,random,0,28,2054,,19.215435503502047,157.58853115242943,661.2411031828701
gls_map,3.366858045132801,5.880047573418007,0.08232040815401022,PeMS7_228,0.1,23,205,random,0,28,2054,,372.1934029457144,1439.9046670993712,109.78351863801184
historical_tod_mean,3.829758892276422,6.768853174964111,0.08987161919309411,PeMS7_228,0.1,23,205,random,1,28,2054,,,,
neighbor_average,7.530245313911472,12.100791734317848,0.19547967651972895,PeMS7_228,0.1,23,205,random,1,28,2054,,,,
gsp,3.6807444245345464,6.340900017012649,0.08814780956313673,PeMS7_228,0.1,23,205,random,1,28,2054,,19.218825539339758,158.10800237129396,661.3087277874771
gls_map,3.4392983906157446,5.963533652930284,0.0820903998047179,PeMS7_228,0.1,23,205,random,1,28,2054,,371.4368757624829,1724.4470094600588,111.28014912064633
historical_tod_mean,3.8919469004065044,6.855752806139754,0.0910229396517081,PeMS7_228,0.1,23,205,random,2,28,2054,,,,
neighbor_average,7.490256041102077,12.11789177252439,0.20825622427933213,PeMS7_228,0.1,23,205,random,2,28,2054,,,,
gsp,3.7246008882212243,6.421835500687825,0.08932376971789177,PeMS7_228,0.1,23,205,random,2,28,2054,,19.215942875814005,155.32575790410064,661.2599105689907
gls_map,3.4614921487292674,5.999702962809554,0.08442540585694304,PeMS7_228,0.1,23,205,random,2,28,2054,,363.1923854070129,1948.0978701806753,113.5264103864241
historical_tod_mean,3.8185685128726288,6.762351980423931,0.08927070449855376,PeMS7_228,0.1,23,205,random,3,28,2054,,,,
neighbor_average,7.433935185185186,11.312735583164047,0.18662073578557084,PeMS7_228,0.1,23,205,random,3,28,2054,,,,
gsp,3.6246232321398253,6.301249295657381,0.08738785634608837,PeMS7_228,0.1,23,205,random,3,28,2054,,19.223060122003034,161.96807685099304,661.30714444038
gls_map,3.509438937136931,5.964257527528658,0.08477246074360986,PeMS7_228,0.1,23,205,random,3,28,2054,,377.7011764092494,2024.940348854972,111.78317363329397
historical_tod_mean,3.8625503048780483,6.76033140656773,0.0890078529408623,PeMS7_228,0.1,23,205,random,4,28,2054,,,,
neighbor_average,7.480857610659441,11.759736717753603,0.17669878659228025,PeMS7_228,0.1,23,205,random,4,28,2054,,,,
gsp,3.692230051161632,6.356316501411645,0.08594364034894746,PeMS7_228,0.1,23,205,random,4,28,2054,,19.217879719845627,161.80185255228253,661.2885577898445
gls_map,3.4149812753634703,5.902928411966952,0.07912936824548794,PeMS7_228,0.1,23,205,random,4,28,2054,,379.3503601911482,2234.609465682915,109.95251273737777
historical_tod_mean,3.846423526422764,6.7873647241930986,0.08956487551307325,PeMS7_228,0.1,23,205,random,5,28,2054,,,,
neighbor_average,7.1237607271906045,11.106385036556535,0.1809894573192625,PeMS7_228,0.1,23,205,random,5,28,2054,,,,
gsp,3.653190069392709,6.362593001643076,0.08657748047670527,PeMS7_228,0.1,23,205,random,5,28,2054,,19.216670394712786,160.15956691125984,661.2779700813683
gls_map,3.4940065646199505,6.075167803625281,0.08159573497275004,PeMS7_228,0.1,23,205,random,5,28,2054,,366.95356821452367,2147.5424184483613,112.57947318114107
historical_tod_mean,3.8571233485772356,6.733123208463495,0.0905594689396535,PeMS7_228,0.1,23,205,random,6,28,2054,,,,
neighbor_average,7.026458615627822,11.168590249874983,0.18276987966508051,PeMS7_228,0.1,23,205,random,6,28,2054,,,,
gsp,3.6724200278959738,6.272772854265578,0.08863316264617085,PeMS7_228,0.1,23,205,random,6,28,2054,,19.21661519043674,155.83963857924417,661.2794197918214
gls_map,3.4617915472481395,5.97608238403378,0.08409957560460068,PeMS7_228,0.1,23,205,random,6,28,2054,,384.3866667656073,2590.6157247272363,110.03191325459044
historical_tod_mean,3.7969030741869916,6.633040811819853,0.0882220184346154,PeMS7_228,0.1,23,205,random,7,28,2054,,,,
neighbor_average,7.151329042457091,11.109511167836624,0.17940230854220024,PeMS7_228,0.1,23,205,random,7,28,2054,,,,
gsp,3.5521599663219634,6.141491221402583,0.08636195238245734,PeMS7_228,0.1,23,205,random,7,28,2054,,19.21759371574968,160.20181154444168,661.2885686083921
gls_map,3.2835781658565217,5.580564593510375,0.0791961586353376,PeMS7_228,0.1,23,205,random,7,28,2054,,382.98494066445494,2408.528137112809,110.1479549859693
historical_tod_mean,3.8841755165989156,6.857820405819531,0.09128981786413298,PeMS7_228,0.1,23,205,random,8,28,2054,,,,
neighbor_average,7.406724254742548,11.791816425835174,0.1915868940483029,PeMS7_228,0.1,23,205,random,8,28,2054,,,,
gsp,3.689053847487773,6.420080641676761,0.08905499840533651,PeMS7_228,0.1,23,205,random,8,28,2054,,19.21856344401094,158.50249846775316,661.2802669699125
gls_map,3.4512260890899227,6.037090628508896,0.08189719363608688,PeMS7_228,0.1,23,205,random,8,28,2054,,364.76167740223644,1818.1991406932673,112.45838622422588
historical_tod_mean,3.8027685467479673,6.696008236458383,0.08921419590487417,PeMS7_228,0.1,23,205,random,9,28,2054,,,,
neighbor_average,7.59839374435411,11.979330849587733,0.19065527098280008,PeMS7_228,0.1,23,205,random,9,28,2054,,,,
gsp,3.5485160141236105,6.218293211932434,0.0855202676940513,PeMS7_228,0.1,23,205,random,9,28,2054,,19.215651920794635,161.00581608985874,661.2396967121347
gls_map,3.3251300195957945,5.804321940323531,0.08054341105495717,PeMS7_228,0.1,23,205,random,9,28,2054,,369.7866435349797,1843.12504647111,111.61988175699338
historical_tod_mean,3.836026253387535,6.701241071194693,0.08976271015788008,PeMS7_228,0.1,23,205,random,10,28,2054,,,,
neighbor_average,7.552436483739837,11.975277370277349,0.19557293941447992,PeMS7_228,0.1,23,205,random,10,28,2054,,,,
gsp,3.744222796862313,6.363050310716185,0.08987691493484093,PeMS7_228,0.1,23,205,random,10,28,2054,,19.21687260879933,161.73588629862036,661.2560541601389
gls_map,3.4794653182293707,6.0162815043983295,0.08425269657672381,PeMS7_228,0.1,23,205,random,10,28,2054,,379.8620992086227,2317.1369823534787,112.72971342580604
historical_tod_mean,3.903059959349593,6.84736516329125,0.09058684864610647,PeMS7_228,0.1,23,205,random,11,28,2054,,,,
neighbor_average,7.012934733514001,11.062936998549494,0.1861657278844705,PeMS7_228,0.1,23,205,random,11,28,2054,,,,
gsp,3.781854038273555,6.465478809710631,0.08845282335732964,PeMS7_228,0.1,23,205,random,11,28,2054,,19.218946975159117,159.02727832100774,661.3120931576584
gls_map,3.44512152955298,5.969910595928296,0.07985548150101499,PeMS7_228,0.1,23,205,random,11,28,2054,,362.11680384539363,1980.230756190471,113.43184277304456
historical_tod_mean,3.886111661585365,6.825718294367078,0.09121784661323315,PeMS7_228,0.1,23,205,random,12,28,2054,,,,
neighbor_average,7.182468100722673,11.382306821713886,0.18878388700022047,PeMS7_228,0.1,23,205,random,12,28,2054,,,,
gsp,3.696848535691476,6.355829312126429,0.08904293098541488,PeMS7_228,0.1,23,205,random,12,28,2054,,19.217250051782546,161.0627540300439,661.2519367685919
gls_map,3.4766854495931607,6.03914432514676,0.08471762140144479,PeMS7_228,0.1,23,205,random,12,28,2054,,376.66746505741594,2034.7423548249426,111.40894560770823
historical_tod_mean,3.9111957571138207,6.882555167453828,0.09217511670618904,PeMS7_228,0.1,23,205,random,13,28,2054,,,,
neighbor_average,7.1103602077687444,11.314470068482802,0.19135591089698453,PeMS7_228,0.1,23,205,random,13,28,2054,,,,
gsp,3.652045495081316,6.418885161215948,0.08854877950462019,PeMS7_228,0.1,23,205,random,13,28,2054,,19.21389261967157,157.86346556436922,661.2155169132544
gls_map,3.496149767289097,6.100448880766162,0.08630171419693737,PeMS7_228,0.1,23,205,random,13,28,2054,,376.0739177278159,1763.7827338399777,110.24937852586298
historical_tod_mean,3.795725101626016,6.686618426035542,0.08771688247224925,PeMS7_228,0.1,23,205,random,14,28,2054,,,,
neighbor_average,7.703832147696476,11.924935313551382,0.18641635675008048,PeMS7_228,0.1,23,205,random,14,28,2054,,,,
gsp,3.5979782029229055,6.270510364978917,0.08399081406484392,PeMS7_228,0.1,23,205,random,14,28,2054,,19.216780288829767,157.95449676180917,661.2557310882627
gls_map,3.278999831295039,5.717924334783569,0.07893275208465764,PeMS7_228,0.1,23,205,random,14,28,2054,,379.3494534028133,2703.709165524556,110.83591586811795
historical_tod_mean,3.801532520325203,6.691576258347984,0.08898877791791159,PeMS7_228,0.1,23,205,random,15,28,2054,,,,
neighbor_average,7.756499830623305,11.791499202800237,0.19556805055854753,PeMS7_228,0.1,23,205,random,15,28,2054,,,,
gsp,3.6370549230986686,6.26856334458333,0.08797646700650129,PeMS7_228,0.1,23,205,random,15,28,2054,,19.21812797243025,158.0927789049688,661.2970491951475
gls_map,3.4162199223629925,5.849083074213355,0.08136055589791612,PeMS7_228,0.1,23,205,random,15,28,2054,,372.0107820965676,1791.1536552137254,112.70934812313062
historical_tod_mean,3.882209010840109,6.823498400315007,0.09126334382360106,PeMS7_228,0.1,23,205,random,16,28,2054,,,,
neighbor_average,7.305032746160794,11.080573329691214,0.1854742932617628,PeMS7_228,0.1,23,205,random,16,28,2054,,,,
gsp,3.7562936940316196,6.438234755006468,0.08987059995283152,PeMS7_228,0.1,23,205,random,16,28,2054,,19.217366637578156,159.9705158423456,661.2594308912161
gls_map,3.525464949052224,5.990113221373306,0.0846360548425115,PeMS7_228,0.1,23,205,random,16,28,2054,,369.4896074737168,1907.3066978142797,111.81993946941904
historical_tod_mean,3.8795052083333332,6.808782327581302,0.09065103466507582,PeMS7_228,0.1,23,205,random,17,28,2054,,,,
neighbor_average,7.288606029810297,11.291866280231773,0.18613666306775697,PeMS7_228,0.1,23,205,random,17,28,2054,,,,
gsp,3.706220224888624,6.351786289801086,0.0871467319539839,PeMS7_228,0.1,23,205,random,17,28,2054,,19.21679927317812,161.75110832226855,661.2708474408731
gls_map,3.466437737653126,5.99694605858742,0.0824475354073989,PeMS7_228,0.1,23,205,random,17,28,2054,,371.39801809754306,1669.580172338099,111.59590414803053
historical_tod_mean,3.893425431910568,6.848173141658546,0.0906139190221257,PeMS7_228,0.1,23,205,random,18,28,2054,,,,
neighbor_average,7.021936540198734,10.920674677292464,0.17764873262119157,PeMS7_228,0.1,23,205,random,18,28,2054,,,,
gsp,3.668121085359506,6.428890885567245,0.08621207198770632,PeMS7_228,0.1,23,205,random,18,28,2054,,19.215206897677177,158.23030748498687,661.2268048408916
gls_map,3.403687059860586,5.977834551155361,0.08054136125452319,PeMS7_228,0.1,23,205,random,18,28,2054,,367.00495703655014,1800.7751775330876,111.1400038474746
historical_tod_mean,3.817954564701897,6.7624421695480095,0.08917669435960826,PeMS7_228,0.1,23,205,random,19,28,2054,,,,
neighbor_average,7.96055301490515,11.615307338358022,0.19143236993702836,PeMS7_228,0.1,23,205,random,19,28,2054,,,,
gsp,3.6896764946744596,6.321218508016228,0.08618613422940596,PeMS7_228,0.1,23,205,random,19,28,2054,,19.215938585475662,156.5418692019029,661.2705733846145
gls_map,3.587435779720645,6.053781930167305,0.08296156056604412,PeMS7_228,0.1,23,205,random,19,28,2054,,371.46632617189516,1724.6306087489072,111.92413152696075
historical_tod_mean,3.892279556233062,6.851838800931521,0.09133818124612662,PeMS7_228,0.1,23,205,random,20,28,2054,,,,
neighbor_average,7.339436540198736,11.815610430355052,0.18847933589397955,PeMS7_228,0.1,23,205,random,20,28,2054,,,,
gsp,3.699303214424716,6.399459984399917,0.08747256551852631,PeMS7_228,0.1,23,205,random,20,28,2054,,19.218744709755914,156.6481481461512,661.2741695264863
gls_map,3.479501090818702,5.952119590310324,0.08140581961716552,PeMS7_228,0.1,23,205,random,20,28,2054,,375.71686661526627,1812.0244267876897,109.9552459864769
historical_tod_mean,3.823859586720867,6.757177300758844,0.09031265460594744,PeMS7_228,0.1,23,205,random,21,28,2054,,,,
neighbor_average,7.210392107046071,11.031431807348932,0.18449959723226098,PeMS7_228,0.1,23,205,random,21,28,2054,,,,
gsp,3.555686622165543,6.2837868079947885,0.08751173912811473,PeMS7_228,0.1,23,205,random,21,28,2054,,19.214747693705597,161.67074508574782,661.2275651049947
gls_map,3.3530369028158966,5.898996866108626,0.08246379954313338,PeMS7_228,0.1,23,205,random,21,28,2054,,374.0413670093852,1671.585684311825,111.87556942302248
historical_tod_mean,3.8655619918699182,6.846588200768029,0.09139371883968009,PeMS7_228,0.1,23,205,random,22,28,2054,,,,
neighbor_average,7.270530713640468,11.355505701189625,0.19814544713077098,PeMS7_228,0.1,23,205,random,22,28,2054,,,,
gsp,3.719048657552046,6.374793166775277,0.09068413766664876,PeMS7_228,0.1,23,205,random,22,28,2054,,19.22151090762426,158.4512377174806,661.2555615908159
gls_map,3.480344273987198,5.970480643298155,0.08308470083144266,PeMS7_228,0.1,23,205,random,22,28,2054,,359.859934648178,1988.3807441440615,113.45582415868934
historical_tod_mean,3.864211043360434,6.812048031456913,0.09034427127514211,PeMS7_228,0.1,23,205,random,23,28,2054,,,,
neighbor_average,7.606425587172539,11.952568797466727,0.18803100036032414,PeMS7_228,0.1,23,205,random,23,28,2054,,,,
gsp,3.6544071823662136,6.4283080895854114,0.08761295872305773,PeMS7_228,0.1,23,205,random,23,28,2054,,19.21426521158639,161.64862870759575,661.1997781890601
gls_map,3.4583098006347988,6.056328669119659,0.08348109880517138,PeMS7_228,0.1,23,205,random,23,28,2054,,375.9199283739818,1735.6426290151662,110.73193797000361
