budget,candidate_count,source,candidate_row_count,selected_count,validation_mae_mean,validation_mae_std,selected_validation_mae_mean,selected_validation_mae_std,posterior_trace_mean,posterior_trace_std,selected_posterior_trace_mean,selected_posterior_trace_std,scenario_cvar_trace_mean,scenario_cvar_trace_std,selected_scenario_cvar_trace_mean,selected_scenario_cvar_trace_std,condition_number_mean,condition_number_std,selected_condition_number_mean,selected_condition_number_std,coverage_penalty_mean,coverage_penalty_std,selected_coverage_penalty_mean,selected_coverage_penalty_std,rcss_score_mean,rcss_score_std,selected_rcss_score_mean,selected_rcss_score_std
0.2,50,coverage,1,0,1.6608396977214233,,,,304.99176202041605,,,,142.6528982707108,,,,1283.125553476915,,,,0.0386308099006583,,,,0.2664443214055274,,,
0.2,50,degree,1,0,1.9442593236655783,,,,345.52830860088835,,,,160.25295956407146,,,,1652.5023737186611,,,,0.1400114568053675,,,,0.5948955626696992,,,
0.2,50,graph_sampling_laplacian,1,0,1.8905460734058452,,,,361.892034021624,,,,189.9766055760545,,,,2601.7514843157023,,,,0.12752723721967,,,,0.5326479901476092,,,
0.2,50,greedy_a_trace,1,0,1.6937831905509315,,,,252.7847156076752,,,,127.93720059302235,,,,827.4429067049239,,,,0.0354842330684903,,,,0.3046220978223284,,,
0.2,50,greedy_d_logdet,1,0,2.049730728816465,,,,285.7083645759104,,,,130.15655740475833,,,,2495.738821564474,,,,0.0488947808357289,,,,0.7171249736509656,,,
0.2,50,observability_proxy,1,0,1.9750809588187843,,,,323.406824960629,,,,138.67938259812132,,,,1179.8674565198696,,,,0.0943473331035828,,,,0.6306143463994351,,,
0.2,50,qr_pod_modes,1,0,1.758454154410067,,,,263.6475437773701,,,,132.01725248680674,,,,1773.0013468841526,,,,0.0392139755989688,,,,0.3795684191383716,,,
0.2,50,quality_coverage_sample,50,1,1.781884270710803,0.1504325886222237,1.430925663549873,,301.27418595745513,7.345027430566828,304.01942905068114,,149.45587507772655,5.906961223934599,150.3977973796186,,960.6395403630294,145.97893284293082,835.27354564114,,0.036355245571305914,0.0015971626495365722,0.0351557354497315,,0.4067212698144816,0.1743343295121261,0.0,
0.2,50,random_validation_pool,1,0,1.845603867247324,,,,298.0663033898392,,,,157.24208111772674,,,,952.3178554884752,,,,0.0516706535936638,,,,0.480565064172591,,,
0.2,50,robust_coverage_cvar,1,0,1.7775258438481418,,,,298.003453056908,,,,98.9767982826777,,,,1813.7505428719653,,,,0.0343505390681221,,,,0.4016703467944851,,,
0.2,50,scenario_average_a_trace,1,0,1.6934172399234813,,,,292.53286056369166,,,,97.83378840953674,,,,1531.9146289322157,,,,0.0420193875423524,,,,0.3041980024992645,,,
0.2,50,swap_from_best_random_trace,1,0,1.8027483168724368,,,,254.8004431919955,,,,131.20011020042307,,,,804.9061278300937,,,,0.0358962592262875,,,,0.4309003358786359,,,
0.2,50,swap_from_greedy_a_trace,1,0,1.6945666145278435,,,,249.30639316256529,,,,128.6137373251994,,,,854.5465569043888,,,,0.0352305114220355,,,,0.3055299974668775,,,
0.2,50,swap_from_scenario_average,1,0,1.660979192744742,,,,252.41486419917695,,,,123.28774714710848,,,,905.6860558428216,,,,0.0372437753483098,,,,0.2666059803358381,,,
0.2,50,top_variance,1,0,1.6241105577584194,,,,365.34597494398486,,,,178.4729537491104,,,,1514.6376830720258,,,,0.060086035112792,,,,0.2238794087914971,,,
0.2,50,validation_swap,1,0,1.4217926178932505,,,,304.27380150230886,,,,152.11719969545038,,,,833.3281065452192,,,,0.0356240200732564,,,,0.0,,,
0.2,100,coverage,1,0,1.6608396977214233,,,,304.99176202041605,,,,142.6528982707108,,,,1283.125553476915,,,,0.0386308099006583,,,,0.2227206090554349,,,
0.2,100,degree,1,0,1.9442593236655783,,,,345.52830860088835,,,,160.25295956407146,,,,1652.5023737186611,,,,0.1400114568053675,,,,0.6248879155564037,,,
0.2,100,graph_sampling_laplacian,1,0,1.8905460734058452,,,,361.892034021624,,,,189.9766055760545,,,,2601.7514843157023,,,,0.12752723721967,,,,0.5486697880770255,,,
0.2,100,greedy_a_trace,1,0,1.6937831905509315,,,,252.7847156076752,,,,127.93720059302235,,,,827.4429067049239,,,,0.0354842330684903,,,,0.2694668276133122,,,
0.2,100,greedy_d_logdet,1,0,2.049730728816465,,,,285.7083645759104,,,,130.15655740475833,,,,2495.738821564474,,,,0.0488947808357289,,,,0.7745499256627968,,,
0.2,100,observability_proxy,1,0,1.9750809588187843,,,,323.406824960629,,,,138.67938259812132,,,,1179.8674565198696,,,,0.0943473331035828,,,,0.6686232565731999,,,
0.2,100,qr_pod_modes,1,0,1.758454154410067,,,,263.6475437773701,,,,132.01725248680674,,,,1773.0013468841526,,,,0.0392139755989688,,,,0.3612337518600286,,,
0.2,100,quality_coverage_sample,100,1,1.766802337682671,0.1293422391154307,1.503881658894879,,300.6623909545141,7.08098083064024,295.19993839751453,,149.6727802971513,7.839031094126471,144.35387661181346,,942.4269669860194,121.59105462953637,799.2363312845116,,0.036295347818197043,0.0015704914174410043,0.0338948431684333,,0.37307967244416224,0.1835342903603522,0.0,
0.2,100,random_validation_pool,1,0,1.9109164742442837,,,,295.44772229476075,,,,148.16105381092746,,,,843.2640938008557,,,,0.0445706492292109,,,,0.5775750172411974,,,
0.2,100,robust_coverage_cvar,1,0,1.7775258438481418,,,,298.003453056908,,,,98.9767982826777,,,,1813.7505428719653,,,,0.0343505390681221,,,,0.3882961331125,,,
0.2,100,scenario_average_a_trace,1,0,1.6934172399234813,,,,292.53286056369166,,,,97.83378840953674,,,,1531.9146289322157,,,,0.0420193875423524,,,,0.268947550313218,,,
0.2,100,swap_from_best_random_trace,1,0,1.7091314295973148,,,,252.6225684005317,,,,129.90428457371115,,,,753.0355052712525,,,,0.035470715366266,,,,0.2912457003228302,,,
0.2,100,swap_from_greedy_a_trace,1,0,1.6945666145278435,,,,249.30639316256529,,,,128.6137373251994,,,,854.5465569043888,,,,0.0352305114220355,,,,0.2705784920211438,,,
0.2,100,swap_from_scenario_average,1,0,1.660979192744742,,,,252.41486419917695,,,,123.28774714710848,,,,905.6860558428216,,,,0.0372437753483098,,,,0.2229185499623551,,,
0.2,100,top_variance,1,0,1.6241105577584194,,,,365.34597494398486,,,,178.4729537491104,,,,1514.6376830720258,,,,0.060086035112792,,,,0.1706026259065585,,,
0.2,100,validation_swap,1,0,1.487877123022902,,,,295.9074108890037,,,,143.95559778844648,,,,884.4872048505412,,,,0.0348726239525584,,,,0.0,,,
0.2,200,coverage,1,0,1.6608396977214233,,,,304.99176202041605,,,,142.6528982707108,,,,1283.125553476915,,,,0.0386308099006583,,,,0.1838399960876274,,,
0.2,200,degree,1,0,1.9442593236655783,,,,345.52830860088835,,,,160.25295956407146,,,,1652.5023737186611,,,,0.1400114568053675,,,,0.4552947783415726,,,
0.2,200,graph_sampling_laplacian,1,0,1.8905460734058452,,,,361.892034021624,,,,189.9766055760545,,,,2601.7514843157023,,,,0.12752723721967,,,,0.4038490867990946,,,
0.2,200,greedy_a_trace,1,0,1.6937831905509315,,,,252.7847156076752,,,,127.93720059302235,,,,827.4429067049239,,,,0.0354842330684903,,,,0.2153927463353489,,,
0.2,200,greedy_d_logdet,1,0,2.049730728816465,,,,285.7083645759104,,,,130.15655740475833,,,,2495.738821564474,,,,0.0488947808357289,,,,0.5563136023692807,,,
0.2,200,observability_proxy,1,0,1.9750809588187843,,,,323.406824960629,,,,138.67938259812132,,,,1179.8674565198696,,,,0.0943473331035828,,,,0.4848152472623546,,,
0.2,200,qr_pod_modes,1,0,1.758454154410067,,,,263.6475437773701,,,,132.01725248680674,,,,1773.0013468841526,,,,0.0392139755989688,,,,0.2773335606104811,,,
0.2,200,quality_coverage_sample,200,1,1.7633432610754292,0.1333581432918267,1.468896632684583,,301.42402299040566,6.675762904324778,297.85234484932505,,151.56594901418364,7.252534642242386,140.69426788067506,,958.8758270754244,129.97597586707644,920.5060219593043,,0.03635208550295359,0.001519303266766596,0.0373134729700724,,0.2820162687357247,0.12772829555637824,0.0,
0.2,200,random_validation_pool,1,0,1.5975972384658796,,,,295.04843389265835,,,,134.9282144444685,,,,880.642927620295,,,,0.0377877241948732,,,,0.1232673806619043,,,
0.2,200,robust_coverage_cvar,1,0,1.7775258438481418,,,,298.003453056908,,,,98.9767982826777,,,,1813.7505428719653,,,,0.0343505390681221,,,,0.2956001195560058,,,
0.2,200,scenario_average_a_trace,1,0,1.6934172399234813,,,,292.53286056369166,,,,97.83378840953674,,,,1531.9146289322157,,,,0.0420193875423524,,,,0.2150422446805701,,,
0.2,200,swap_from_best_random_trace,1,0,1.6329961533772477,,,,251.8166474426804,,,,126.76022424515114,,,,785.0395960248055,,,,0.0347507871763342,,,,0.1571718948862818,,,
0.2,200,swap_from_greedy_a_trace,1,0,1.6945666145278435,,,,249.30639316256529,,,,128.6137373251994,,,,854.5465569043888,,,,0.0352305114220355,,,,0.2161430972835472,,,
0.2,200,swap_from_scenario_average,1,0,1.660979192744742,,,,252.41486419917695,,,,123.28774714710848,,,,905.6860558428216,,,,0.0372437753483098,,,,0.1839736021886669,,,
0.2,200,top_variance,1,0,1.6241105577584194,,,,365.34597494398486,,,,178.4729537491104,,,,1514.6376830720258,,,,0.060086035112792,,,,0.1486614135959674,,,
0.2,200,validation_swap,1,0,1.4481616447204622,,,,300.70755782596694,,,,144.2748102717515,,,,958.5517954953168,,,,0.0371584538227999,,,,0.0,,,
0.2,500,coverage,1,0,1.6608396977214233,,,,304.99176202041605,,,,142.6528982707108,,,,1283.125553476915,,,,0.0386308099006583,,,,0.1998366197684489,,,
0.2,500,degree,1,0,1.9442593236655783,,,,345.52830860088835,,,,160.25295956407146,,,,1652.5023737186611,,,,0.1400114568053675,,,,0.4549666676615921,,,
0.2,500,graph_sampling_laplacian,1,0,1.8905460734058452,,,,361.892034021624,,,,189.9766055760545,,,,2601.7514843157023,,,,0.12752723721967,,,,0.4066148145899835,,,
0.2,500,greedy_a_trace,1,0,1.6937831905509315,,,,252.7847156076752,,,,127.93720059302235,,,,827.4429067049239,,,,0.0354842330684903,,,,0.2294918522717052,,,
0.2,500,greedy_d_logdet,1,0,2.049730728816465,,,,285.7083645759104,,,,130.15655740475833,,,,2495.738821564474,,,,0.0488947808357289,,,,0.5499104266121626,,,
0.2,500,observability_proxy,1,0,1.9750809588187843,,,,323.406824960629,,,,138.67938259812132,,,,1179.8674565198696,,,,0.0943473331035828,,,,0.4827118360725188,,,
0.2,500,qr_pod_modes,1,0,1.758454154410067,,,,263.6475437773701,,,,132.01725248680674,,,,1773.0013468841526,,,,0.0392139755989688,,,,0.2877076729006125,,,
