method,certificate,pearson_mae_mean,pearson_mae_std,pearson_mae_min,pearson_mae_max,pearson_mae_count,spearman_mae_mean,spearman_mae_std,spearman_mae_min,spearman_mae_max,spearman_mae_count
gls_map,condition_number,0.544775353168306,,0.544775353168306,0.544775353168306,1,0.3285175503362401,,0.3285175503362401,0.3285175503362401,1
gls_map,information_logdet,0.0361210659671032,,0.0361210659671032,0.0361210659671032,1,-0.0757687625965318,,-0.0757687625965318,-0.0757687625965318,1
gls_map,posterior_trace,0.2618111804820764,,0.2618111804820764,0.2618111804820764,1,0.161934029094247,,0.161934029094247,0.161934029094247,1
gsp,condition_number,0.1005656522519508,,0.1005656522519508,0.1005656522519508,1,0.1165565821243988,,0.1165565821243988,0.1165565821243988,1
gsp,information_logdet,-0.2663199350905986,,-0.2663199350905986,-0.2663199350905986,1,-0.1964160996148704,,-0.1964160996148704,-0.1964160996148704,1
gsp,posterior_trace,0.1674387289029107,,0.1674387289029107,0.1674387289029107,1,0.190269989823,,0.190269989823,0.190269989823,1
