method,mae,rmse,mape,dataset,budget,sensor_count,hidden_count,layout_type,layout_id,split_seed,layout_seed,validation_selected_mae,robustness_family,robustness_condition,failure_rate,noise_scale,missing_rate,missing_block_steps,split_mode,cost_proxy,cost_budget,layout_sensor_cost,cost_feasible,selected_sensor_count,active_sensor_count,dropped_sensor_count,posterior_trace,condition_number,information_logdet
historical_tod_mean,5.62074265078793,8.714929848935343,0.1396697523322815,Seattle,0.1,32,291,random,0,27,4053,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,,,
neighbor_average,4.945462396651424,8.213746030368302,0.13486348722364508,Seattle,0.1,32,291,random,0,27,4053,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,,,
gsp,4.2332306754539655,6.763851771402999,0.11121690170152422,Seattle,0.1,32,291,random,0,27,4053,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,20.151708157360297,239.22608349867528,1038.7254928783536
gls_map,3.090591746982693,5.223075654972556,0.07892187181498163,Seattle,0.1,32,291,random,0,27,4053,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,504.3866857305251,702.6240239805531,155.56337367369105
historical_tod_mean,5.7123758707058565,8.797911333878782,0.14161120310641823,Seattle,0.1,32,291,random,1,27,4053,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,,,
neighbor_average,4.87011394684986,8.336567338997627,0.14393347776975254,Seattle,0.1,32,291,random,1,27,4053,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,,,
gsp,4.286190059796208,6.790818110839914,0.1139155764098796,Seattle,0.1,32,291,random,1,27,4053,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,20.150797998147702,242.25196925849744,1038.7877310466306
gls_map,3.2380510913780167,5.475158355221385,0.08556684082873467,Seattle,0.1,32,291,random,1,27,4053,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,516.7930403385997,1056.4414260743547,157.08472052147857
historical_tod_mean,5.589400500566416,8.665861397784347,0.13845715483226934,Seattle,0.1,32,291,random,2,27,4053,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,,,
neighbor_average,4.980387201064058,8.126568051414688,0.13591416841399628,Seattle,0.1,32,291,random,2,27,4053,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,,,
