method,certificate,pearson_mae,spearman_mae,n
gsp,posterior_trace,0.36118782221698326,0.3539163535551408,642
gsp,condition_number,0.3631011732615922,0.3458572048182018,642
gsp,information_logdet,-0.36619943218840717,-0.3845111424046276,642
gls_map,posterior_trace,0.8534089475063896,0.8453212585024449,642
gls_map,condition_number,0.8105150070784136,0.8432582869417935,642
gls_map,information_logdet,-0.8242772386119912,-0.8067434635682578,642
