method,certificate,pearson_mae,spearman_mae,n
gsp,posterior_trace,-0.1074586472836435,-0.20860495436766627,21
gsp,condition_number,0.4335841251839335,0.2033898305084746,21
gsp,information_logdet,-0.22924376346476233,-0.5280312907431551,21
gls_map,posterior_trace,0.015928802242998103,0.0026075619295958287,21
gls_map,condition_number,0.4171335771182202,-0.12907431551499352,21
gls_map,information_logdet,0.6874284591788693,0.29204693611473276,21
