method,mae,rmse,mape,dataset,budget,sensor_count,hidden_count,layout_type,layout_id,split_seed,layout_seed,validation_selected_mae,robustness_family,robustness_condition,failure_rate,noise_scale,missing_rate,missing_block_steps,split_mode,cost_proxy,cost_budget,layout_sensor_cost,cost_feasible,selected_sensor_count,active_sensor_count,dropped_sensor_count,posterior_trace,condition_number,information_logdet
historical_tod_mean,6.548920338585241,10.053617560692084,0.19143665473995747,Seattle,0.1,32,291,random,0,34,4060,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,,,
neighbor_average,5.8648156037024055,9.566200544706733,0.1758124754155246,Seattle,0.1,32,291,random,0,34,4060,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,,,
gsp,4.503284587492437,7.301595572988626,0.1368447081970961,Seattle,0.1,32,291,random,0,34,4060,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,20.152616695749686,242.76672943304226,1038.812038016686
gls_map,3.3404354383875527,5.635026937205373,0.09802548271617928,Seattle,0.1,32,291,random,0,34,4060,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,531.1257060525365,831.2239330318416,151.30118484811283
historical_tod_mean,6.555118468879435,10.026152368252191,0.18960981012682016,Seattle,0.1,32,291,random,1,34,4060,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,,,
neighbor_average,5.687364915793123,9.34168391960621,0.17196244120128873,Seattle,0.1,32,291,random,1,34,4060,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,,,
gsp,4.460262036156037,7.229181910802519,0.13465588924737723,Seattle,0.1,32,291,random,1,34,4060,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,20.15161316370753,237.31099905122502,1038.7594506937696
gls_map,3.2701656372343035,5.544918752370639,0.09740902211076068,Seattle,0.1,32,291,random,1,34,4060,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,508.36321449106015,630.7359028719935,155.74232245129693
historical_tod_mean,6.491371401898746,9.971951402825791,0.18827415800075473,Seattle,0.1,32,291,random,2,34,4060,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,,,
neighbor_average,5.891591163119868,9.284967709220073,0.16946864898635838,Seattle,0.1,32,291,random,2,34,4060,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,,,
gsp,4.407639352944108,7.128404664917609,0.1326834339311335,Seattle,0.1,32,291,random,2,34,4060,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,20.154393922475485,242.55350275747418,1038.8612044965662
gls_map,3.4989447428323963,5.865948984711296,0.10240093002181865,Seattle,0.1,32,291,random,2,34,4060,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,526.3296097007016,825.9644320561272,154.15686853425032
