method,certificate,pearson_mae,spearman_mae,n
gsp,posterior_trace,-0.031028776199277946,0.14471968709256847,21
gsp,condition_number,0.3585246384047181,-0.21903520208604957,21
gsp,information_logdet,-0.18616114258238564,-0.3076923076923077,21
gls_map,posterior_trace,0.029992558932814817,0.0,21
gls_map,condition_number,0.42416112135758516,-0.24511082138200785,21
gls_map,information_logdet,0.6442353212180011,0.27900912646675363,21
