method,certificate,pearson_mae,spearman_mae,n
gsp,posterior_trace,0.01796910493433034,0.15254237288135597,21
gsp,condition_number,0.20368499473906,0.18904823989569755,21
gsp,information_logdet,0.15368049070325646,0.1473272490221643,21
gls_map,posterior_trace,0.7229745941673966,0.3207301173402869,21
gls_map,condition_number,0.8856723442537434,0.1955671447196871,21
gls_map,information_logdet,0.4960237425552267,-0.12777053455019557,21
