method,mae,rmse,mape,dataset,budget,sensor_count,hidden_count,layout_type,layout_id,split_seed,layout_seed,validation_selected_mae,posterior_trace,condition_number,information_logdet,run_dir
historical_tod_mean,3.7598838922764224,6.739165499332425,0.1068826090640512,PeMS7_228,0.1,23,205,random,124,21,2026,,,,,seed_21
neighbor_average,8.294548611111109,12.67046572469194,0.2175824691320562,PeMS7_228,0.1,23,205,random,124,21,2026,,,,,seed_21
gsp,3.817747358507199,6.611901914475431,0.1039449614025616,PeMS7_228,0.1,23,205,random,124,21,2026,,19.217459538021384,156.94689531971207,661.2861507054789,seed_21
gls_map,3.677971501466519,6.3025722379135365,0.0955453717795107,PeMS7_228,0.1,23,205,random,124,21,2026,,374.5348536789569,1472.868330379175,107.94796119276222,seed_21
historical_tod_mean,3.6567859502032514,6.602443351229524,0.1042067641765032,PeMS7_228,0.1,23,205,random,125,21,2026,,,,,seed_21
neighbor_average,8.539191508581753,12.849547023229968,0.2310035625492001,PeMS7_228,0.1,23,205,random,125,21,2026,,,,,seed_21
gsp,3.720972417813236,6.510865369779117,0.1030302498597638,PeMS7_228,0.1,23,205,random,125,21,2026,,19.21854547267862,161.90197000008172,661.3073604484405,seed_21
gls_map,3.548306745259401,6.135515920854283,0.0923340364818677,PeMS7_228,0.1,23,205,random,125,21,2026,,362.9004766135378,1609.2989979631,111.855788131716,seed_21
historical_tod_mean,3.696912262872628,6.627228738903539,0.1065646332007066,PeMS7_228,0.1,23,205,random,126,21,2026,,,,,seed_21
neighbor_average,8.059901761517615,12.404129703386456,0.2246463212475085,PeMS7_228,0.1,23,205,random,126,21,2026,,,,,seed_21
gsp,3.821869682883271,6.662191778164531,0.1079533601257986,PeMS7_228,0.1,23,205,random,126,21,2026,,19.213897058754974,161.50345147264332,661.1742382927973,seed_21
gls_map,3.83745666470648,6.622431789425461,0.1064569139968162,PeMS7_228,0.1,23,205,random,126,21,2026,,369.2463970035705,1919.1543606041064,111.83698050021312,seed_21
historical_tod_mean,3.6454042174796735,6.542465054378398,0.1019802122305998,PeMS7_228,0.1,23,205,random,127,21,2026,,,,,seed_21
neighbor_average,8.430870596205963,12.259676807232555,0.211037497315605,PeMS7_228,0.1,23,205,random,127,21,2026,,,,,seed_21
gsp,3.800943968680468,6.417686338556058,0.0976782006390866,PeMS7_228,0.1,23,205,random,127,21,2026,,19.21455106477022,158.51565289214122,661.2366682873278,seed_21
gls_map,3.780534702365202,6.287964053632122,0.0936008587217706,PeMS7_228,0.1,23,205,random,127,21,2026,,380.88836502924994,2004.5333247393532,109.49618843373692,seed_21
historical_tod_mean,3.703969427506776,6.601637295398194,0.1057907818153587,PeMS7_228,0.1,23,205,random,128,21,2026,,,,,seed_21
neighbor_average,7.796334123757904,12.028748205280062,0.2274680190256006,PeMS7_228,0.1,23,205,random,128,21,2026,,,,,seed_21
gsp,3.778159068072732,6.482891800370914,0.1025023102756278,PeMS7_228,0.1,23,205,random,128,21,2026,,19.21707083207454,162.1101802174857,661.2819752320357,seed_21
gls_map,3.687079311944709,6.304091237328266,0.096649350720734,PeMS7_228,0.1,23,205,random,128,21,2026,,381.6296683776661,2233.4100189758688,110.68061184654977,seed_21
historical_tod_mean,3.702936695460704,6.687166595037333,0.1069013896806568,PeMS7_228,0.1,23,205,random,129,21,2026,,,,,seed_21
neighbor_average,8.164411415989159,12.471994413015372,0.2317940199699329,PeMS7_228,0.1,23,205,random,129,21,2026,,,,,seed_21
gsp,3.809182928273114,6.639406955029678,0.1065970112466817,PeMS7_228,0.1,23,205,random,129,21,2026,,19.21558632810347,161.6695638321815,661.2477052564016,seed_21
gls_map,3.656151788145592,6.3291769868536045,0.0974008025731604,PeMS7_228,0.1,23,205,random,129,21,2026,,379.151933499596,1926.8081041143887,110.3624510617128,seed_21
historical_tod_mean,3.708370511517615,6.632479251067185,0.1059846835554399,PeMS7_228,0.1,23,205,random,130,21,2026,,,,,seed_21
neighbor_average,8.00833587398374,12.413130844588524,0.2307218671506519,PeMS7_228,0.1,23,205,random,130,21,2026,,,,,seed_21
gsp,3.7512496640637054,6.567690042034107,0.1051804140029761,PeMS7_228,0.1,23,205,random,130,21,2026,,19.215971456196893,161.81424715879433,661.2457750137172,seed_21
gls_map,3.746766969115192,6.296639804649256,0.0974944652307932,PeMS7_228,0.1,23,205,random,130,21,2026,,374.57965258881006,2060.896007980326,113.24512534325008,seed_21
historical_tod_mean,3.707076939363144,6.671771816625937,0.1057451358245981,PeMS7_228,0.1,23,205,random,131,21,2026,,,,,seed_21
neighbor_average,8.011559112466125,12.196588691031948,0.2232409504113885,PeMS7_228,0.1,23,205,random,131,21,2026,,,,,seed_21
gsp,3.8137340519629954,6.603304128108146,0.1046941128075365,PeMS7_228,0.1,23,205,random,131,21,2026,,19.218512588543742,158.77312580573573,661.307447676741,seed_21
gls_map,3.7385900460633215,6.300215615203153,0.0957679769710754,PeMS7_228,0.1,23,205,random,131,21,2026,,370.86612290725566,2207.1100660600005,112.4358944193413,seed_21
historical_tod_mean,3.704750804539296,6.649049763472596,0.1061076120807777,PeMS7_228,0.1,23,205,random,132,21,2026,,,,,seed_21
neighbor_average,8.205979561878952,12.3761840252174,0.2145097975229272,PeMS7_228,0.1,23,205,random,132,21,2026,,,,,seed_21
gsp,3.8075131463038434,6.522792709890737,0.1043194018011935,PeMS7_228,0.1,23,205,random,132,21,2026,,19.21697401109229,160.3311095452128,661.2782752094355,seed_21
gls_map,3.693998421894242,6.28639711754828,0.0961709746906841,PeMS7_228,0.1,23,205,random,132,21,2026,,372.6188938461357,1474.41496702069,110.14181515879932,seed_21
historical_tod_mean,3.716492039295393,6.6602131518889855,0.1057454267175058,PeMS7_228,0.1,23,205,random,133,21,2026,,,,,seed_21
neighbor_average,7.895337624209574,11.886484085484806,0.2216685658867563,PeMS7_228,0.1,23,205,random,133,21,2026,,,,,seed_21
gsp,3.7540812125214087,6.5250792153781125,0.1014183674315229,PeMS7_228,0.1,23,205,random,133,21,2026,,19.21741892114202,159.96031486621777,661.2624626815384,seed_21
gls_map,3.583484769770788,6.116755503575262,0.0914805501474168,PeMS7_228,0.1,23,205,random,133,21,2026,,361.2223510868947,1871.1077065567415,112.45607499723836,seed_21
historical_tod_mean,3.752796197493225,6.731103728881322,0.1071052715898413,PeMS7_228,0.1,23,205,random,134,21,2026,,,,,seed_21
neighbor_average,8.708906673441735,12.45201612344836,0.2335392175241903,PeMS7_228,0.1,23,205,random,134,21,2026,,,,,seed_21
gsp,3.8417447347889073,6.625067554919519,0.1032954981816715,PeMS7_228,0.1,23,205,random,134,21,2026,,19.214250868527134,161.61278981185208,661.204299175298,seed_21
gls_map,3.7086099518427607,6.4160446685888255,0.0962590376182842,PeMS7_228,0.1,23,205,random,134,21,2026,,375.0050621867865,1660.5880192587288,109.6893884084371,seed_21
historical_tod_mean,3.726612593157182,6.665548728587285,0.1059414590532298,PeMS7_228,0.1,23,205,random,135,21,2026,,,,,seed_21
neighbor_average,7.627791327913278,11.574334748735687,0.2143076591411713,PeMS7_228,0.1,23,205,random,135,21,2026,,,,,seed_21
gsp,3.716759615071522,6.502132913285523,0.100478637763644,PeMS7_228,0.1,23,205,random,135,21,2026,,19.218717863813367,157.07503541169038,661.3216507673288,seed_21
gls_map,3.534648423038269,6.166337753037976,0.0921172491979527,PeMS7_228,0.1,23,205,random,135,21,2026,,371.6710634387997,1704.0747004931436,110.71042437284632,seed_21
historical_tod_mean,3.780793233401084,6.749614224742192,0.107563689510179,PeMS7_228,0.1,23,205,random,136,21,2026,,,,,seed_21
neighbor_average,8.046026422764228,12.777220522195329,0.2142934306973719,PeMS7_228,0.1,23,205,random,136,21,2026,,,,,seed_21
gsp,3.837993831574597,6.650615066522896,0.1045595688043894,PeMS7_228,0.1,23,205,random,136,21,2026,,19.217580743867188,161.84196279085177,661.2569803983403,seed_21
gls_map,3.744035871016538,6.53687958773929,0.0999706908678457,PeMS7_228,0.1,23,205,random,136,21,2026,,376.7194992635688,2361.124180123882,111.48508222187384,seed_21
historical_tod_mean,3.7496886432926826,6.680294022856567,0.1046956648973549,PeMS7_228,0.1,23,205,random,137,21,2026,,,,,seed_21
neighbor_average,7.983249774164408,12.417848304268697,0.2077251041941739,PeMS7_228,0.1,23,205,random,137,21,2026,,,,,seed_21
gsp,3.770364933263987,6.55409182540143,0.1010923061597986,PeMS7_228,0.1,23,205,random,137,21,2026,,19.21724701331695,160.2450449527935,661.297819670721,seed_21
gls_map,3.6940043051822102,6.259216087530035,0.0929035734729676,PeMS7_228,0.1,23,205,random,137,21,2026,,392.0527721879886,3223.93102952127,110.61677779371703,seed_21
historical_tod_mean,3.7797312838753374,6.76478720589933,0.1080446691680977,PeMS7_228,0.1,23,205,random,138,21,2026,,,,,seed_21
neighbor_average,7.968431007226737,12.376106938773267,0.2378211480765764,PeMS7_228,0.1,23,205,random,138,21,2026,,,,,seed_21
gsp,3.8056729501358846,6.672876715391047,0.1063660727453843,PeMS7_228,0.1,23,205,random,138,21,2026,,19.21559193079564,161.83835270887852,661.248185793731,seed_21
gls_map,3.751518966679548,6.408863112273088,0.0987337590998938,PeMS7_228,0.1,23,205,random,138,21,2026,,373.55805478849936,1666.226698094521,110.18049506036805,seed_21
historical_tod_mean,3.738894944105691,6.725475563662298,0.1069553242003794,PeMS7_228,0.1,23,205,random,139,21,2026,,,,,seed_21
neighbor_average,8.17858231707317,12.238858517142017,0.2311709351225893,PeMS7_228,0.1,23,205,random,139,21,2026,,,,,seed_21
gsp,3.7637927214344935,6.610344327346075,0.1030888541176793,PeMS7_228,0.1,23,205,random,139,21,2026,,19.21511061890478,161.6978119581043,661.211202606036,seed_21
gls_map,3.760552467894182,6.453098484354581,0.0987454311349209,PeMS7_228,0.1,23,205,random,139,21,2026,,380.6854796580338,1846.5206552009115,111.58129788195436,seed_21
historical_tod_mean,3.7844383892276423,6.753758487340726,0.1079755563540603,PeMS7_228,0.1,23,205,random,140,21,2026,,,,,seed_21
neighbor_average,7.699545505871726,11.949809791057644,0.2173823095660018,PeMS7_228,0.1,23,205,random,140,21,2026,,,,,seed_21
gsp,3.927502893206366,6.684245241207422,0.1062856926375308,PeMS7_228,0.1,23,205,random,140,21,2026,,19.215380409071805,161.75368487365134,661.2482529010464,seed_21
gls_map,3.669127437773725,6.290194589020362,0.0951965844747809,PeMS7_228,0.1,23,205,random,140,21,2026,,362.6884343214528,2064.3684080645453,110.9785228543424,seed_21
historical_tod_mean,3.7338234247967472,6.689425450548307,0.1062205431361906,PeMS7_228,0.1,23,205,random,141,21,2026,,,,,seed_21
neighbor_average,8.097599085365852,12.253349190578636,0.2219297812126648,PeMS7_228,0.1,23,205,random,141,21,2026,,,,,seed_21
gsp,3.727913998092392,6.538802264767092,0.1003665635244659,PeMS7_228,0.1,23,205,random,141,21,2026,,19.21682226347218,161.15617909060646,661.2854663618249,seed_21
gls_map,3.6568338552762754,6.261250270788114,0.0935954470403035,PeMS7_228,0.1,23,205,random,141,21,2026,,367.17940054848646,1393.4116837030062,110.89988236267334,seed_21
historical_tod_mean,3.72178247798103,6.715383830473015,0.1069627951959935,PeMS7_228,0.1,23,205,random,142,21,2026,,,,,seed_21
neighbor_average,8.92417852303523,13.520556226047,0.2565492031823957,PeMS7_228,0.1,23,205,random,142,21,2026,,,,,seed_21
gsp,3.879110648666432,6.691438256640576,0.1068963862238149,PeMS7_228,0.1,23,205,random,142,21,2026,,19.217922392229617,161.0421245240428,661.2434282024352,seed_21
gls_map,3.76342552070375,6.447441858363617,0.0984642192908895,PeMS7_228,0.1,23,205,random,142,21,2026,,379.83543278785874,1913.027080262136,110.85881220554847,seed_21
historical_tod_mean,3.7375157096883456,6.656550417179234,0.1060972388823931,PeMS7_228,0.1,23,205,random,143,21,2026,,,,,seed_21
neighbor_average,8.066586777326105,12.026300210991954,0.2271479764569345,PeMS7_228,0.1,23,205,random,143,21,2026,,,,,seed_21
gsp,3.818750371408466,6.534164117382072,0.1009565148176298,PeMS7_228,0.1,23,205,random,143,21,2026,,19.214925960291588,161.97120848268747,661.2428775039996,seed_21
gls_map,3.688527867714453,6.298285873813434,0.0946762828465855,PeMS7_228,0.1,23,205,random,143,21,2026,,369.787949388217,1851.594169001838,111.68987305318583,seed_21
historical_tod_mean,3.6867032520325207,6.6085972560335575,0.1040142479407003,PeMS7_228,0.1,23,205,random,144,21,2026,,,,,seed_21
neighbor_average,8.164598859530264,12.551787578463076,0.1984977463524778,PeMS7_228,0.1,23,205,random,144,21,2026,,,,,seed_21
gsp,3.6634597754672544,6.465223726531674,0.0999180319946132,PeMS7_228,0.1,23,205,random,144,21,2026,,19.215130600189827,161.57844555003905,661.2242366836066,seed_21
gls_map,3.596663660477315,6.182901733161853,0.0927979334989728,PeMS7_228,0.1,23,205,random,144,21,2026,,403.9031456571613,2386.8030757336755,107.12167586466758,seed_21
historical_tod_mean,3.717860687669377,6.693936553334878,0.1063405970217861,PeMS7_228,0.1,23,205,random,145,21,2026,,,,,seed_21
neighbor_average,8.255749491869919,12.318199073250744,0.2232013953248533,PeMS7_228,0.1,23,205,random,145,21,2026,,,,,seed_21
gsp,3.763724898938325,6.5695002389051815,0.1022850736509071,PeMS7_228,0.1,23,205,random,145,21,2026,,19.218356295184968,155.85979289566856,661.2874051265891,seed_21
gls_map,3.753171521359216,6.369582502975731,0.0974306197104064,PeMS7_228,0.1,23,205,random,145,21,2026,,379.3085112652144,1841.2899937870775,109.96531618266752,seed_21
historical_tod_mean,3.697385670731707,6.628052637553166,0.1048758285753899,PeMS7_228,0.1,23,205,random,146,21,2026,,,,,seed_21
neighbor_average,8.33699017615176,12.400386596277045,0.2116202825491732,PeMS7_228,0.1,23,205,random,146,21,2026,,,,,seed_21
gsp,3.723605741266127,6.452729749548289,0.0996200108022421,PeMS7_228,0.1,23,205,random,146,21,2026,,19.220446517049897,157.1109697118939,661.3210195959425,seed_21
gls_map,3.5596623692154825,6.062066754463446,0.0902122606070403,PeMS7_228,0.1,23,205,random,146,21,2026,,368.2968767884613,1852.640331934444,109.83310522315294,seed_21
historical_tod_mean,3.737723280826558,6.674522983628526,0.1061487339620403,PeMS7_228,0.1,23,205,random,147,21,2026,,,,,seed_21
neighbor_average,7.990604957091238,12.08786170753823,0.2130132952333271,PeMS7_228,0.1,23,205,random,147,21,2026,,,,,seed_21
gsp,3.7612821393774,6.555716690985518,0.1013019192256933,PeMS7_228,0.1,23,205,random,147,21,2026,,19.21390917995569,160.98907555083775,661.2063000304079,seed_21
gls_map,3.6995999650246727,6.289521208774692,0.0947348984549428,PeMS7_228,0.1,23,205,random,147,21,2026,,376.3595777406933,1773.5923918122903,109.45230400067132,seed_21
historical_tod_mean,3.727879361449864,6.652193170814747,0.1057826107463426,PeMS7_228,0.1,23,205,random,148,21,2026,,,,,seed_21
neighbor_average,8.07583530939476,11.997463324130909,0.2213026180315515,PeMS7_228,0.1,23,205,random,148,21,2026,,,,,seed_21
gsp,3.8552478707168127,6.522100224196128,0.1022473515145896,PeMS7_228,0.1,23,205,random,148,21,2026,,19.21360309034457,161.51776515080886,661.206356678358,seed_21
gls_map,3.734477267100241,6.233678166576963,0.0938148183495286,PeMS7_228,0.1,23,205,random,148,21,2026,,372.5462707737396,1816.7212305072435,110.0145233651247,seed_21
historical_tod_mean,3.7452135840108407,6.653350232543198,0.104610158674568,PeMS7_228,0.1,23,205,random,149,21,2026,,,,,seed_21
neighbor_average,8.088427055103885,12.247508664096356,0.2170771930634473,PeMS7_228,0.1,23,205,random,149,21,2026,,,,,seed_21
gsp,3.815167866353057,6.498634457885108,0.0996423012529359,PeMS7_228,0.1,23,205,random,149,21,2026,,19.218237369592472,157.95968358049268,661.2671176180464,seed_21
gls_map,3.696443604861968,6.225468795478229,0.0922738934279797,PeMS7_228,0.1,23,205,random,149,21,2026,,385.2487069189291,2030.474282989219,108.589779413501,seed_21
historical_tod_mean,3.718905826558265,6.652763099038054,0.1044199250750984,PeMS7_228,0.1,23,205,random,150,21,2026,,,,,seed_21
neighbor_average,8.07519534778681,12.628139307267157,0.2105275431244852,PeMS7_228,0.1,23,205,random,150,21,2026,,,,,seed_21
gsp,3.746274667667024,6.508298080051986,0.0987475587454235,PeMS7_228,0.1,23,205,random,150,21,2026,,19.214349937996698,161.6071339174197,661.2328323360181,seed_21
gls_map,3.607659911430184,6.240089823306271,0.0923899842275341,PeMS7_228,0.1,23,205,random,150,21,2026,,365.0630025183932,1574.166723495469,110.4056095900727,seed_21
historical_tod_mean,3.78613778794038,6.731572112779033,0.1073797993327386,PeMS7_228,0.1,23,205,random,151,21,2026,,,,,seed_21
neighbor_average,7.822212906504064,12.159393577855576,0.2080835406568545,PeMS7_228,0.1,23,205,random,151,21,2026,,,,,seed_21
gsp,3.8122257961475703,6.592990158624867,0.1020152469542713,PeMS7_228,0.1,23,205,random,151,21,2026,,19.21677032918015,157.27848342648915,661.2789155596228,seed_21
gls_map,3.630716353796371,6.263350144344908,0.0935859043588923,PeMS7_228,0.1,23,205,random,151,21,2026,,375.1277695189965,1675.2029110543683,108.63180012251364,seed_21
historical_tod_mean,3.621652947154472,6.532073031341917,0.1030007761203069,PeMS7_228,0.1,23,205,random,152,21,2026,,,,,seed_21
neighbor_average,8.052534722222223,12.333368261886257,0.2222857252326595,PeMS7_228,0.1,23,205,random,152,21,2026,,,,,seed_21
gsp,3.674529953132536,6.470869288163893,0.1014001405397822,PeMS7_228,0.1,23,205,random,152,21,2026,,19.21546854167893,161.8936996718765,661.2663180683802,seed_21
gls_map,3.665050552374381,6.179855220385435,0.0963058276566007,PeMS7_228,0.1,23,205,random,152,21,2026,,370.2777199794459,2033.224227822248,111.99136260062728,seed_21
historical_tod_mean,3.765598704268293,6.732966078032108,0.106169143696499,PeMS7_228,0.1,23,205,random,153,21,2026,,,,,seed_21
neighbor_average,8.351597504516713,12.9088590672286,0.2174422822453504,PeMS7_228,0.1,23,205,random,153,21,2026,,,,,seed_21
gsp,3.7668419795023578,6.564579844506929,0.0993371842811827,PeMS7_228,0.1,23,205,random,153,21,2026,,19.21721639844265,160.07749443667012,661.2523729152912,seed_21
gls_map,3.593609697747599,6.295325736207236,0.092269387574433,PeMS7_228,0.1,23,205,random,153,21,2026,,385.4546567408272,2027.9715723333052,106.42018171663725,seed_21
historical_tod_mean,3.683545392953929,6.626345139517507,0.105113845437636,PeMS7_228,0.1,23,205,random,154,21,2026,,,,,seed_21
neighbor_average,9.05314080849142,13.611015798018142,0.2470642610213156,PeMS7_228,0.1,23,205,random,154,21,2026,,,,,seed_21
gsp,3.766841810951348,6.503086008204211,0.1026928179573913,PeMS7_228,0.1,23,205,random,154,21,2026,,19.217943609102512,160.02744678060614,661.283610178369,seed_21
gls_map,3.759961574815748,6.267024583668854,0.0963725969169745,PeMS7_228,0.1,23,205,random,154,21,2026,,371.4282844992368,1888.5188440839145,111.12451111690316,seed_21
historical_tod_mean,3.7271814024390246,6.673401968176803,0.1065010594413558,PeMS7_228,0.1,23,205,random,155,21,2026,,,,,seed_21
neighbor_average,7.955979279584463,11.994184256975922,0.2256548950340134,PeMS7_228,0.1,23,205,random,155,21,2026,,,,,seed_21
gsp,3.766582508652615,6.538531988338894,0.1031487254999457,PeMS7_228,0.1,23,205,random,155,21,2026,,19.2215398820038,162.1671405962221,661.3518380619755,seed_21
gls_map,3.6777979382584935,6.230501513485159,0.0957269126211834,PeMS7_228,0.1,23,205,random,155,21,2026,,373.2795025209624,1954.1155090522436,110.4633821762958,seed_21
historical_tod_mean,3.7423232977642273,6.675131878443905,0.1043765514162231,PeMS7_228,0.1,23,205,random,156,21,2026,,,,,seed_21
neighbor_average,8.145335083559168,12.174169870937684,0.2166697883371899,PeMS7_228,0.1,23,205,random,156,21,2026,,,,,seed_21
gsp,3.8254957138985706,6.529670768002642,0.0985881565411815,PeMS7_228,0.1,23,205,random,156,21,2026,,19.21639170646663,157.8972682136683,661.2520591357281,seed_21
gls_map,3.671398006444063,6.288338281284911,0.0920578780311887,PeMS7_228,0.1,23,205,random,156,21,2026,,380.00004015969375,2102.013053394121,109.52781235594826,seed_21
historical_tod_mean,3.6682930640243914,6.581656852794,0.1020220485681086,PeMS7_228,0.1,23,205,random,157,21,2026,,,,,seed_21
neighbor_average,7.860051377597109,12.0205852298272,0.1985913550999118,PeMS7_228,0.1,23,205,random,157,21,2026,,,,,seed_21
gsp,3.733743551154678,6.434854802300286,0.0960587684696782,PeMS7_228,0.1,23,205,random,157,21,2026,,19.220810265042925,159.1281076665044,661.3395563763607,seed_21
gls_map,3.669804426132903,6.218622585975768,0.0913786233530113,PeMS7_228,0.1,23,205,random,157,21,2026,,381.2466966408047,2171.08521182584,109.93029288454773,seed_21
historical_tod_mean,3.726056402439024,6.674569658191985,0.1050204210921524,PeMS7_228,0.1,23,205,random,158,21,2026,,,,,seed_21
neighbor_average,8.01517530487805,12.586658997090868,0.2135593986577901,PeMS7_228,0.1,23,205,random,158,21,2026,,,,,seed_21
gsp,3.779061449070264,6.575419794068907,0.1009462856040263,PeMS7_228,0.1,23,205,random,158,21,2026,,19.21821764581071,156.74689763019236,661.3184870909638,seed_21
gls_map,3.7630603879275686,6.42271061361296,0.0968209482159168,PeMS7_228,0.1,23,205,random,158,21,2026,,376.2447179194148,2137.9556613481686,112.35607568191894,seed_21
historical_tod_mean,3.736935848577236,6.692919387936312,0.1063330565677151,PeMS7_228,0.1,23,205,random,159,21,2026,,,,,seed_21
neighbor_average,7.835591689250225,12.198357373583976,0.21654193091626,PeMS7_228,0.1,23,205,random,159,21,2026,,,,,seed_21
gsp,3.834890965004296,6.613902744447272,0.103669286846526,PeMS7_228,0.1,23,205,random,159,21,2026,,19.21486637237725,161.73840803272464,661.2316344651515,seed_21
gls_map,3.676002666520699,6.273315864075562,0.095260164316354,PeMS7_228,0.1,23,205,random,159,21,2026,,369.3883385344364,2128.6314028210263,111.79126595988812,seed_21
historical_tod_mean,3.706407181571816,6.686029257597025,0.1044777664533377,PeMS7_228,0.1,23,205,random,160,21,2026,,,,,seed_21
neighbor_average,8.261707599367659,12.430128840460169,0.2085203554983628,PeMS7_228,0.1,23,205,random,160,21,2026,,,,,seed_21
gsp,3.737254586123259,6.548957980156138,0.100870659937027,PeMS7_228,0.1,23,205,random,160,21,2026,,19.21446303431785,161.6368956052856,661.2143128689215,seed_21
gls_map,3.5759741079597376,6.239194384015346,0.0916022767011247,PeMS7_228,0.1,23,205,random,160,21,2026,,371.18391648335466,1565.4976451949008,109.88783508048232,seed_21
historical_tod_mean,3.7753374407181575,6.741473023708309,0.1050379595422427,PeMS7_228,0.1,23,205,random,161,21,2026,,,,,seed_21
neighbor_average,8.030485546522133,12.11324901103881,0.20515762762744,PeMS7_228,0.1,23,205,random,161,21,2026,,,,,seed_21
gsp,3.825196568449109,6.650208712071773,0.1037918613272317,PeMS7_228,0.1,23,205,random,161,21,2026,,19.21642141591462,155.7611247598167,661.2643568699029,seed_21
gls_map,3.671982784107964,6.38172790344888,0.094485226185994,PeMS7_228,0.1,23,205,random,161,21,2026,,383.39399479475486,1781.767833492044,109.32250466065648,seed_21
historical_tod_mean,3.713462313685636,6.615856716420364,0.1038896278220327,PeMS7_228,0.1,23,205,random,162,21,2026,,,,,seed_21
neighbor_average,7.768089995483287,11.641754085889566,0.2181103429912134,PeMS7_228,0.1,23,205,random,162,21,2026,,,,,seed_21
gsp,3.723073955208004,6.47722470676125,0.0994527592105736,PeMS7_228,0.1,23,205,random,162,21,2026,,19.216877915434782,158.64132763278914,661.2708370653651,seed_21
gls_map,3.5658146680363183,6.093419337737855,0.0906634703451429,PeMS7_228,0.1,23,205,random,162,21,2026,,376.3957809762878,2133.2693842200297,109.70638726251464,seed_21
historical_tod_mean,3.6784345359078574,6.580131842178112,0.1039435934812796,PeMS7_228,0.1,23,205,random,163,21,2026,,,,,seed_21
neighbor_average,8.100858457542909,12.260622483381132,0.2277519650596081,PeMS7_228,0.1,23,205,random,163,21,2026,,,,,seed_21
gsp,3.724912004373442,6.433594247555015,0.0996285400235243,PeMS7_228,0.1,23,205,random,163,21,2026,,19.217174817012463,158.04458626523044,661.2634081783846,seed_21
gls_map,3.682675278186695,6.200959961772435,0.0949268048574473,PeMS7_228,0.1,23,205,random,163,21,2026,,368.7268065430037,1754.4283353697049,111.38602429787406,seed_21
historical_tod_mean,3.744920392953929,6.718761510412715,0.107239431341518,PeMS7_228,0.1,23,205,random,164,21,2026,,,,,seed_21
neighbor_average,8.005110094850949,11.624639172261457,0.2181304840832259,PeMS7_228,0.1,23,205,random,164,21,2026,,,,,seed_21
gsp,3.784091796574766,6.555801628566731,0.1018508565608265,PeMS7_228,0.1,23,205,random,164,21,2026,,19.215191528876225,161.64316453821618,661.2096752938138,seed_21
gls_map,3.6442401401077658,6.238190225456642,0.0934128515751065,PeMS7_228,0.1,23,205,random,164,21,2026,,369.4047252238835,1663.873338524975,109.3182584500948,seed_21
historical_tod_mean,3.777886178861789,6.755438462937627,0.1068953104970018,PeMS7_228,0.1,23,205,random,165,21,2026,,,,,seed_21
neighbor_average,7.781786359530261,11.982586647034465,0.2236022926735142,PeMS7_228,0.1,23,205,random,165,21,2026,,,,,seed_21
gsp,3.824547368832036,6.632156127374284,0.1025574799251315,PeMS7_228,0.1,23,205,random,165,21,2026,,19.2164285657701,158.64334266995544,661.2681891616573,seed_21
gls_map,3.697610276148892,6.485102402896163,0.0965364925001377,PeMS7_228,0.1,23,205,random,165,21,2026,,374.9346098484458,1721.826826237784,110.85725087427345,seed_21
historical_tod_mean,3.681669037940379,6.550712021461671,0.1013964311911266,PeMS7_228,0.1,23,205,random,166,21,2026,,,,,seed_21
neighbor_average,8.05838668699187,12.247906727342071,0.19869394717828,PeMS7_228,0.1,23,205,random,166,21,2026,,,,,seed_21
gsp,3.687301173027861,6.361455464325558,0.0950634156805505,PeMS7_228,0.1,23,205,random,166,21,2026,,19.22061656075575,156.0258498352284,661.330905186344,seed_21
gls_map,3.5598230199602097,6.016232083961155,0.0876132432774667,PeMS7_228,0.1,23,205,random,166,21,2026,,377.7372401910157,1938.8308871294928,108.62690065486856,seed_21
historical_tod_mean,3.7470030064363145,6.7240706976829285,0.105053517029618,PeMS7_228,0.1,23,205,random,167,21,2026,,,,,seed_21
neighbor_average,7.910070573622404,12.413767111413712,0.2067710212000051,PeMS7_228,0.1,23,205,random,167,21,2026,,,,,seed_21
gsp,3.744604948186795,6.566719199254242,0.100047324399916,PeMS7_228,0.1,23,205,random,167,21,2026,,19.21668029938251,160.02597852378926,661.2373104922533,seed_21
gls_map,3.606981723190142,6.292134137985614,0.0922966315100984,PeMS7_228,0.1,23,205,random,167,21,2026,,373.74027118064623,1951.3021663195395,110.07963042995353,seed_21
historical_tod_mean,3.723998052168022,6.688959316659214,0.1063627010059412,PeMS7_228,0.1,23,205,random,168,21,2026,,,,,seed_21
neighbor_average,7.657912432249322,11.696940772369697,0.2153012721246927,PeMS7_228,0.1,23,205,random,168,21,2026,,,,,seed_21
gsp,3.7909960789038992,6.588317159134312,0.1036453491880769,PeMS7_228,0.1,23,205,random,168,21,2026,,19.2175351202102,161.1760821642447,661.2900589754056,seed_21
gls_map,3.60232307185375,6.154446362279301,0.0934003301682246,PeMS7_228,0.1,23,205,random,168,21,2026,,369.03412347598896,1778.3324728362118,110.13911045136884,seed_21
historical_tod_mean,3.73461369410569,6.672370121905647,0.1052094131650474,PeMS7_228,0.1,23,205,random,169,21,2026,,,,,seed_21
neighbor_average,8.248677732610659,12.518847289981956,0.2191804127696291,PeMS7_228,0.1,23,205,random,169,21,2026,,,,,seed_21
gsp,3.8532472798609154,6.551375155642331,0.1009889887973555,PeMS7_228,0.1,23,205,random,169,21,2026,,19.21682112267628,157.26165140120378,661.2681304179813,seed_21
