source,layout_id,validation_mae,posterior_trace,scenario_cvar_trace,condition_number,coverage_penalty,rcss_score,rcss_validation_weight,rcss_trace_weight,rcss_cvar_weight,rcss_condition_weight,rcss_coverage_weight,auto_weight_selected,auto_weight_tuner_mae,budget,sensors,selected
random_validation_pool,0,1.2488205479149515,368.31245150457517,251.0450787080207,1851.2514988658081,0.059309631242979145,0.1259923732435031,1.0,0.0,0.0,0.0,0.0,False,1.2488205479149515,0.1,"[2, 11, 12, 33, 34, 44, 54, 58, 76, 77, 83, 97, 140, 142, 145, 172, 173, 175, 180, 188, 194, 225, 227]",False
quality_coverage_sample,0,1.3609699370299262,360.1033223337781,239.80232830677357,1510.467706556971,0.05504737076075937,0.2976213482614762,1.0,0.0,0.0,0.0,0.0,False,1.3609699370299262,0.1,"[4, 9, 22, 35, 42, 51, 73, 77, 78, 102, 117, 118, 119, 124, 128, 129, 146, 148, 157, 162, 173, 199, 225]",False
quality_coverage_sample,1,1.4597071572574063,367.21958664834176,235.77455968393855,1783.1389894679921,0.05507207499188317,0.4487248722083896,1.0,0.0,0.0,0.0,0.0,False,1.4597071572574063,0.1,"[0, 4, 25, 38, 41, 43, 46, 49, 51, 82, 96, 107, 124, 134, 139, 159, 163, 184, 193, 195, 203, 215, 221]",False
degree,0,1.2922558627206333,415.7103860215925,298.50865968670405,2623.0646778863215,0.19249031771790096,0.19246405551044443,1.0,0.0,0.0,0.0,0.0,False,1.2922558627206333,0.1,"[54, 57, 58, 65, 66, 67, 68, 69, 77, 81, 83, 85, 87, 95, 96, 99, 100, 107, 142, 143, 145, 146, 148]",False
top_variance,0,1.1744513588206777,425.1951422592524,274.99119493871683,2724.9379785355745,0.1147414128728741,0.012180717220280787,1.0,0.0,0.0,0.0,0.0,False,1.1744513588206777,0.1,"[0, 1, 6, 7, 11, 15, 30, 39, 52, 59, 60, 71, 113, 117, 122, 125, 126, 129, 159, 190, 198, 205, 209]",False
coverage,0,1.3894899998491106,392.08549877534506,266.9473680570161,2813.6816204018373,0.0688463342830867,0.34126732072492527,1.0,0.0,0.0,0.0,0.0,False,1.3894899998491106,0.1,"[5, 13, 29, 42, 58, 96, 104, 111, 114, 123, 125, 130, 135, 137, 141, 149, 156, 166, 196, 218, 224, 226, 227]",False
greedy_a_trace,0,1.219503419104816,333.3663593671936,223.91896148993644,1225.3674830495886,0.05195034590733316,0.08112660261505134,1.0,0.0,0.0,0.0,0.0,False,1.219503419104816,0.1,"[11, 31, 41, 44, 45, 47, 64, 65, 75, 95, 100, 108, 112, 139, 146, 155, 157, 176, 186, 194, 198, 202, 224]",False
greedy_d_logdet,0,1.8199328639577719,451.08105834056323,289.2836231337284,7138.411261148359,0.06149309700402415,1.0,1.0,0.0,0.0,0.0,0.0,False,1.8199328639577719,0.1,"[13, 16, 21, 22, 25, 38, 42, 54, 57, 64, 86, 108, 111, 130, 142, 144, 179, 182, 188, 190, 201, 224, 226]",False
robust_coverage_cvar,0,1.4685002378055587,367.08790588732626,183.2609174703737,1909.2430855769694,0.051244396029995525,0.4621814537701733,1.0,0.0,0.0,0.0,0.0,False,1.4685002378055587,0.1,"[15, 25, 35, 49, 63, 65, 71, 88, 100, 121, 126, 127, 135, 140, 141, 157, 170, 177, 179, 182, 208, 215, 220]",False
observability_proxy,0,1.3244192384837665,395.98778066680086,286.60378319074596,2045.3074483582595,0.14209448914194547,0.2416856095367908,1.0,0.0,0.0,0.0,0.0,False,1.3244192384837665,0.1,"[10, 18, 54, 57, 58, 64, 65, 66, 68, 69, 77, 83, 84, 85, 87, 92, 95, 141, 142, 143, 145, 146, 148]",False
graph_sampling_laplacian,0,1.3907765208403429,444.67555741765676,301.40651190602887,4177.00537521607,0.29846259351961435,0.3432361614008021,1.0,0.0,0.0,0.0,0.0,False,1.3907765208403429,0.1,"[19, 38, 43, 110, 111, 113, 119, 121, 122, 125, 131, 135, 140, 159, 161, 180, 190, 191, 198, 199, 209, 211, 213]",False
qr_pod_modes,0,1.3039586541184307,357.38286739940224,223.53640286074864,2575.0979340955464,0.060821666722366594,0.21037354309930664,1.0,0.0,0.0,0.0,0.0,False,1.3039586541184307,0.1,"[16, 21, 22, 25, 43, 46, 61, 64, 82, 90, 105, 108, 111, 114, 130, 159, 181, 188, 193, 194, 204, 224, 226]",False
scenario_average_a_trace,0,1.3640749793112115,361.50246746497464,183.66218125501652,1901.188622098349,0.06603417609476941,0.3023731817607931,1.0,0.0,0.0,0.0,0.0,False,1.3640749793112115,0.1,"[11, 18, 23, 25, 26, 36, 44, 67, 90, 125, 129, 130, 140, 141, 148, 179, 182, 184, 197, 200, 214, 218, 220]",False
scenario_cvar_a_trace,0,1.353009462712223,370.6031788201466,181.9945297026967,1948.0524534590538,0.05577056879946452,0.2854389542369879,1.0,0.0,0.0,0.0,0.0,False,1.353009462712223,0.1,"[18, 29, 63, 65, 103, 122, 126, 135, 139, 140, 141, 159, 165, 179, 182, 186, 188, 197, 204, 214, 215, 218, 220]",False
swap_from_greedy_a_trace,0,1.166491980195398,328.57407358027933,225.5783097705966,1293.540095727145,0.054755058692660626,0.0,1.0,0.0,0.0,0.0,0.0,True,1.166491980195398,0.1,"[11, 19, 41, 45, 46, 48, 64, 65, 85, 88, 98, 108, 118, 139, 146, 157, 186, 190, 194, 199, 206, 217, 224]",True
swap_from_scenario_average,0,1.2679651335250355,330.0839880366506,217.1094426793134,1272.7871436684452,0.053023242247991466,0.15529048740473153,1.0,0.0,0.0,0.0,0.0,False,1.2679651335250355,0.1,"[11, 19, 41, 45, 46, 47, 54, 88, 90, 95, 114, 124, 130, 146, 157, 162, 194, 197, 199, 202, 206, 217, 220]",False
swap_from_scenario_cvar,0,1.240766238583254,329.0865170857443,210.55233984430254,1328.254144656216,0.052464539324000393,0.11366637783696783,1.0,0.0,0.0,0.0,0.0,False,1.240766238583254,0.1,"[11, 19, 41, 45, 46, 47, 64, 65, 88, 95, 108, 118, 139, 146, 157, 162, 165, 190, 199, 204, 206, 222, 224]",False
swap_from_best_random_trace,0,1.1737025383861392,329.24518612354456,221.61834700695715,1353.3534192212915,0.055352434463309286,0.011034752140430027,1.0,0.0,0.0,0.0,0.0,False,1.1737025383861392,0.1,"[11, 19, 41, 45, 46, 47, 53, 54, 65, 77, 78, 98, 118, 124, 139, 146, 157, 186, 190, 191, 194, 217, 224]",False
validation_swap,1,1.1437700999752916,333.92604270421293,228.32240426977347,1328.0223960588476,0.05496598333266153,0.0,1.0,0.0,0.0,0.0,0.0,,,0.1,"[11, 19, 21, 41, 45, 46, 64, 65, 85, 88, 98, 108, 118, 139, 146, 157, 186, 190, 194, 199, 206, 217, 224]",False
