budget,robustness_family,robustness_condition,failure_rate,noise_scale,missing_rate,missing_block_steps,cost_proxy,cost_budget,split_mode,source,candidate_row_count,selected_count,validation_mae_mean,validation_mae_std,selected_validation_mae_mean,selected_validation_mae_std,posterior_trace_mean,posterior_trace_std,selected_posterior_trace_mean,selected_posterior_trace_std,scenario_cvar_trace_mean,scenario_cvar_trace_std,selected_scenario_cvar_trace_mean,selected_scenario_cvar_trace_std,condition_number_mean,condition_number_std,selected_condition_number_mean,selected_condition_number_std,coverage_penalty_mean,coverage_penalty_std,selected_coverage_penalty_mean,selected_coverage_penalty_std,rcss_score_mean,rcss_score_std,selected_rcss_score_mean,selected_rcss_score_std
0.3,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,greedy_d_logdet,10,0,3.3557825548105242,0.7274132419239353,,,293.1873220043343,3.799695941508452,,,258.0450628556927,9.998866714461897,,,450.5259190263845,37.61905021879569,,,0.027895128737704222,0.0012101334493737903,,,0.5782425778363098,0.10976438417004097,,
0.3,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,multistart_swap_by_validation,10,0,2.830762029192869,0.5858744953823923,,,292.5274285062954,5.998284330307169,,,269.6998572697489,10.878501719659907,,,164.25344501432602,12.621010856686441,,,0.022051965356429,0.0003086065524421117,,,0.07993627248620283,0.0368330470365589,,
0.3,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,observability_proxy,10,0,3.5690857638813567,0.7372816972778132,,,404.6512166056008,5.201235757839221,,,348.8415061697787,11.54618797233284,,,625.2293171443777,22.09123653882915,,,0.11498216875024489,1.4628472785736255e-17,,,0.8468424816184568,0.08549812146659697,,
0.3,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,qr_pod_modes,10,0,2.9161082082034886,0.6035478038467897,,,276.15966627552706,2.6497363724148153,,,252.37394992314785,8.562411039130577,,,226.5795286956894,15.728481561435443,,,0.02307873182584156,0.00034087158400143485,,,0.15986783078741,0.03911769685813274,,
0.3,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,quality_coverage_sample,500,9,2.8389062976818416,0.5388510113797007,2.8699525863643736,0.41135336881738693,331.6762570450894,6.961735162743776,330.78011174014983,8.075368881442886,304.07140372279133,11.233458539214613,304.3345485031863,12.61285882835536,254.8730809284324,40.63168906401748,250.3995879530384,30.701019251069628,0.022165850217502003,0.0004705932780650123,0.021811167282813602,0.00058328993414493,0.10333503653718325,0.05011678670806105,0.01383230079550451,0.028604931582211085
0.3,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,random_validation_pool,500,0,2.9742275173755415,0.5792374161924214,,,336.125595529692,7.890565111533913,,,304.6380756924265,12.181354783153758,,,266.77844310975786,38.36856967371454,,,0.02424281851314805,0.0013938118623194906,,,0.22955497949455142,0.056823390170294266,,
0.3,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,robust_coverage_cvar,10,0,2.9586868946773497,0.6127817237243642,,,291.37618695755384,5.375298223193715,,,242.24688643310105,7.541497755725677,,,202.88767929984823,24.97660353713884,,,0.02205980326840924,0.0006244285196920093,,,0.19901407949461633,0.08441855171361198,,
0.3,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,scenario_average_a_trace,10,0,3.0375463135200453,0.6509465807772526,,,289.1499702698635,3.117097095874828,,,245.93610649571647,6.888015664594548,,,251.4994218667001,20.354251597858756,,,0.02488537053728881,0.0008423476607831902,,,0.2697312748005285,0.06760687681923105,,
0.3,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,scenario_cvar_a_trace,10,0,3.0678362895332563,0.6522488576075034,,,294.8094132221777,5.460779384196674,,,240.19215628668553,6.74361780902412,,,264.4302660199836,54.631323770939446,,,0.025383077948034592,0.0018517545109110643,,,0.3022226575562225,0.0982375355544481,,
0.3,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,swap_from_best_random_trace,10,0,2.9162771586252605,0.606938206203926,,,284.98993460592806,3.515935273830297,,,261.96102707003087,8.121375986034773,,,173.1056341963341,8.859338768937345,,,0.02234588705568831,0.00048096659251981033,,,0.16095552594656523,0.049756759211237,,
0.3,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,swap_from_greedy_a_trace,10,0,2.8761602310080656,0.597552104361534,,,271.61097187584903,2.70135901477567,,,249.5720993626836,7.379946420322844,,,181.69549915104375,6.1544430315068706,,,0.022271426891875962,0.0002696527779691566,,,0.11792981181573008,0.038871080730330854,,
0.3,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,swap_from_scenario_average,10,1,2.8956463857767454,0.622935281875214,1.65482753821598,,273.1917295815277,2.4266172574003426,271.9857294297267,,247.93544744304668,7.737482559381474,239.9255289539476,,191.86143451743925,7.921604103954925,198.89201239471987,,0.02267116040286862,0.00035015676225471823,0.0229258925422267,,0.12845061145188857,0.07317104509631439,0.0,
0.3,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,swap_from_scenario_cvar,10,0,2.8898744106223253,0.6055673342205679,,,274.21685200721953,2.663732827399817,,,247.42439126717971,8.499098132100345,,,191.77889535565518,8.987388481527047,,,0.022894540894305697,0.0005068785750792221,,,0.13115796527793525,0.04623097862742117,,
0.3,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,top_variance,10,0,2.9308981970634957,0.5327232191188536,,,443.53853147427344,4.625814346432393,,,407.95417806864504,14.905336211236316,,,770.8329712681304,22.201876612871075,,,0.03812752282791858,0.00016876302449053395,,,0.23954459278468354,0.1269767591709292,,
0.3,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,validation_swap,30,0,2.769497684794021,0.2634511771120779,,,329.4376163707741,13.027414146952387,,,302.26069299831136,16.902953285027095,,,251.75898466907427,33.047487548855344,,,0.022160389805489112,0.000763649324019557,,,0.47225798247860434,0.43748919070245895,,
