method,mae,rmse,mape,dataset,budget,sensor_count,hidden_count,layout_type,layout_id,split_seed,layout_seed,validation_selected_mae,posterior_trace,condition_number,information_logdet
historical_tod_mean,3.8624278455284555,6.639860985317729,0.09296548674341427,PeMS7_228,0.1,23,205,random,0,20,2026,,,,
neighbor_average,7.906352472899727,11.923335395416665,0.19032538169206498,PeMS7_228,0.1,23,205,random,0,20,2026,,,,
gsp,3.8589244598654573,6.423869129242945,0.09103437365085074,PeMS7_228,0.1,23,205,random,0,20,2026,,19.216007447433086,161.6633347321904,661.254288376412
gls_map,3.530376704515355,5.9233401141157005,0.08368273123904175,PeMS7_228,0.1,23,205,random,0,20,2026,,375.1958335626583,1739.0721699462972,108.76979971938744
historical_tod_mean,3.862077362804878,6.660096861918223,0.09288500553046089,PeMS7_228,0.1,23,205,random,1,20,2026,,,,
neighbor_average,7.425607780036134,11.314974535586309,0.18888042014076847,PeMS7_228,0.1,23,205,random,1,20,2026,,,,
gsp,3.8840359596652205,6.478259301694984,0.0898034177938433,PeMS7_228,0.1,23,205,random,1,20,2026,,19.21482007855433,161.64249249149069,661.2410696051451
gls_map,3.603137727943187,5.933177795019553,0.08241641050599494,PeMS7_228,0.1,23,205,random,1,20,2026,,374.4885016307666,1944.4364191084592,108.17711625901894
historical_tod_mean,3.9442876439701893,6.7569198773504615,0.0953008862020776,PeMS7_228,0.1,23,205,random,2,20,2026,,,,
neighbor_average,7.377107328364951,11.01978858117332,0.18514468846736903,PeMS7_228,0.1,23,205,random,2,20,2026,,,,
gsp,3.9454839318760637,6.524192535367649,0.09543949767914534,PeMS7_228,0.1,23,205,random,2,20,2026,,19.219616447338723,157.1805255092368,661.3412588891111
gls_map,3.659015431777466,6.077183281791393,0.08944079088731184,PeMS7_228,0.1,23,205,random,2,20,2026,,376.4414935381345,1710.0887517229958,107.75894068546688
historical_tod_mean,3.8942381859756092,6.688288177227191,0.09267212222792495,PeMS7_228,0.1,23,205,random,3,20,2026,,,,
neighbor_average,7.632041553748871,11.167584023719243,0.18789549492598315,PeMS7_228,0.1,23,205,random,3,20,2026,,,,
gsp,3.8792810852429223,6.494158045193648,0.09043189844365439,PeMS7_228,0.1,23,205,random,3,20,2026,,19.21494150776166,161.72565376551506,661.2497596282138
gls_map,3.7376772693514315,6.247102078313593,0.08681311017276779,PeMS7_228,0.1,23,205,random,3,20,2026,,379.92419004588214,1784.1644933553584,109.0090350867708
historical_tod_mean,3.8471664549458002,6.582922988748696,0.09221342101058323,PeMS7_228,0.1,23,205,random,4,20,2026,,,,
neighbor_average,8.187074017615176,12.304820520955225,0.1915901615127558,PeMS7_228,0.1,23,205,random,4,20,2026,,,,
gsp,3.9046856982785894,6.369565750711865,0.09264609226922972,PeMS7_228,0.1,23,205,random,4,20,2026,,19.22032593777326,156.6275219360895,661.3035164266824
gls_map,3.7395988100718367,6.059588800241535,0.08886946920214749,PeMS7_228,0.1,23,205,random,4,20,2026,,393.3090132266759,2173.957483163383,107.90501404231578
historical_tod_mean,3.9205818936314367,6.747101783320571,0.09337870728521912,PeMS7_228,0.1,23,205,random,5,20,2026,,,,
neighbor_average,7.89781306458898,11.426161302156807,0.19100517174626053,PeMS7_228,0.1,23,205,random,5,20,2026,,,,
gsp,3.908881334338267,6.631834368873051,0.0905292205139632,PeMS7_228,0.1,23,205,random,5,20,2026,,19.21685715109446,161.90503444067465,661.2838848102369
gls_map,3.6344018306210857,6.189271123333462,0.08339544542028454,PeMS7_228,0.1,23,205,random,5,20,2026,,375.018891357104,1753.903762252042,108.9960927523238
historical_tod_mean,3.890202786246612,6.688040921013675,0.0937524218621619,PeMS7_228,0.1,23,205,random,6,20,2026,,,,
neighbor_average,7.298948453026196,11.179812894673447,0.1930067286206074,PeMS7_228,0.1,23,205,random,6,20,2026,,,,
gsp,3.98772037970528,6.545830798856455,0.0950676530667063,PeMS7_228,0.1,23,205,random,6,20,2026,,19.21528461624527,161.07999625212247,661.2269037273044
gls_map,3.751205085603046,6.100773408779083,0.09090551747622848,PeMS7_228,0.1,23,205,random,6,20,2026,,374.8357383330534,1978.191760692074,111.62811312276855
historical_tod_mean,3.873065548780488,6.646883869201193,0.09313501606541821,PeMS7_228,0.1,23,205,random,7,20,2026,,,,
neighbor_average,7.617052563233965,11.305655415368358,0.1944451909875888,PeMS7_228,0.1,23,205,random,7,20,2026,,,,
gsp,4.0056743179091505,6.502558604053211,0.09360299577664866,PeMS7_228,0.1,23,205,random,7,20,2026,,19.216508998730312,157.92525672415013,661.2589903890878
gls_map,3.78370262722851,6.051886828594785,0.08947058360229213,PeMS7_228,0.1,23,205,random,7,20,2026,,381.14903985442345,1835.9554096511927,109.51713057205642
historical_tod_mean,3.8715488651761505,6.671653324565443,0.09326244124638308,PeMS7_228,0.1,23,205,random,8,20,2026,,,,
neighbor_average,7.5208965672990065,11.642464176852958,0.1970644480260232,PeMS7_228,0.1,23,205,random,8,20,2026,,,,
gsp,3.933372054402254,6.461780369321158,0.09151709026944421,PeMS7_228,0.1,23,205,random,8,20,2026,,19.21554172550651,159.82769006926253,661.2436634299186
gls_map,3.731170557455132,6.115634956115737,0.08813637848980485,PeMS7_228,0.1,23,205,random,8,20,2026,,369.24697870684844,1790.459798912973,110.37857230948468
historical_tod_mean,3.96201981707317,6.7925723308036146,0.09618092689361288,PeMS7_228,0.1,23,205,random,9,20,2026,,,,
neighbor_average,7.291412883920505,11.557134485120066,0.20002013190031334,PeMS7_228,0.1,23,205,random,9,20,2026,,,,
gsp,3.984733240809463,6.677666508079733,0.09715034075967251,PeMS7_228,0.1,23,205,random,9,20,2026,,19.219105353475474,158.09794987921615,661.2918658674585
gls_map,3.7457809873301646,6.380100972330169,0.09307099577943119,PeMS7_228,0.1,23,205,random,9,20,2026,,381.3879329920306,1917.2620315366976,108.5891518882097
historical_tod_mean,3.8786667090108398,6.638318526325878,0.09275938320153915,PeMS7_228,0.1,23,205,random,10,20,2026,,,,
neighbor_average,7.607425191960253,11.377664686431809,0.19334875320702263,PeMS7_228,0.1,23,205,random,10,20,2026,,,,
gsp,3.886230653275638,6.486327836825176,0.09202421682527143,PeMS7_228,0.1,23,205,random,10,20,2026,,19.22482866754332,161.5405893372637,661.3536651852646
gls_map,3.622345046737787,5.933565618572563,0.08445316444723341,PeMS7_228,0.1,23,205,random,10,20,2026,,370.4672947382977,1725.1054683030957,110.05084110015297
historical_tod_mean,3.8816985941734417,6.666746707963991,0.09230201675835517,PeMS7_228,0.1,23,205,random,11,20,2026,,,,
neighbor_average,7.655026817976512,11.771863240871156,0.18217040119883163,PeMS7_228,0.1,23,205,random,11,20,2026,,,,
gsp,3.9016790427368218,6.4969347148747865,0.09061643295758467,PeMS7_228,0.1,23,205,random,11,20,2026,,19.216032036717202,155.32444520064755,661.2576760415395
gls_map,3.631264405427625,6.027772082649489,0.08417512060546677,PeMS7_228,0.1,23,205,random,11,20,2026,,372.9337678956783,1748.409655335643,109.28337864294755
historical_tod_mean,3.8626680216802174,6.672340460834727,0.09222022525574958,PeMS7_228,0.1,23,205,random,12,20,2026,,,,
neighbor_average,7.709056854110209,11.45619115928693,0.18890156596219987,PeMS7_228,0.1,23,205,random,12,20,2026,,,,
gsp,3.922622785299664,6.508340968847454,0.09000215312354085,PeMS7_228,0.1,23,205,random,12,20,2026,,19.21695597703949,158.3238809734257,661.2490633604361
gls_map,3.701260762493885,6.041028119732643,0.08500755570777899,PeMS7_228,0.1,23,205,random,12,20,2026,,376.30653717607413,1784.861626809049,109.58548355377718
historical_tod_mean,3.9681031080623295,6.803151620899214,0.09605752496525874,PeMS7_228,0.1,23,205,random,13,20,2026,,,,
neighbor_average,7.482963245257453,11.496822560347544,0.2011775924923733,PeMS7_228,0.1,23,205,random,13,20,2026,,,,
gsp,3.9271363364049794,6.60626076757222,0.09457818675996377,PeMS7_228,0.1,23,205,random,13,20,2026,,19.21656998977205,161.23745539545467,661.2800717817325
gls_map,3.6769363004138786,6.1255845642327165,0.0901659566689433,PeMS7_228,0.1,23,205,random,13,20,2026,,366.1966258831907,1785.9282500467368,110.66368552518473
historical_tod_mean,3.9088105945121945,6.71256613912827,0.09413174669861064,PeMS7_228,0.1,23,205,random,14,20,2026,,,,
neighbor_average,7.2833601513098465,10.996909608469158,0.18780986006700645,PeMS7_228,0.1,23,205,random,14,20,2026,,,,
gsp,3.9417474913745334,6.497269819289187,0.09312463139895001,PeMS7_228,0.1,23,205,random,14,20,2026,,19.21722322360798,160.04132295851832,661.2881335522674
gls_map,3.717224865356426,6.123068499752856,0.08970080083263265,PeMS7_228,0.1,23,205,random,14,20,2026,,375.15449823200845,2244.692674823314,110.12862428907054
historical_tod_mean,3.8445027100270996,6.622215436908643,0.09175388944020867,PeMS7_228,0.1,23,205,random,15,20,2026,,,,
neighbor_average,7.4027924570912385,11.05283297000831,0.18021762293301544,PeMS7_228,0.1,23,205,random,15,20,2026,,,,
