method,certificate,pearson_mae,spearman_mae,n
gsp,posterior_trace,0.1226353772868142,0.1532980299038713,648
gsp,condition_number,0.12500622330278027,0.1377536071886814,648
gsp,information_logdet,-0.13694398759799667,-0.17237144310678706,648
gls_map,posterior_trace,0.862403988934743,0.8545445901480796,648
gls_map,condition_number,0.8331010493506671,0.8531583790105971,648
gls_map,information_logdet,-0.8191949459595307,-0.8082160220772383,648
