method,mae,rmse,mape,dataset,budget,sensor_count,hidden_count,layout_type,layout_id,split_seed,layout_seed,validation_selected_mae,robustness_family,robustness_condition,failure_rate,noise_scale,missing_rate,missing_block_steps,split_mode,cost_proxy,cost_budget,layout_sensor_cost,cost_feasible,selected_sensor_count,active_sensor_count,dropped_sensor_count,posterior_trace,condition_number,information_logdet,candidate_count
historical_tod_mean,1.095398351648351,2.0157344920853064,0.0159219368245123,PeMS7_228,0.2,46,182,random,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,500
neighbor_average,2.8168498168498166,3.431209556876265,0.0414807403228344,PeMS7_228,0.2,46,182,random,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,500
gsp,1.1361760152190588,1.9738278504236524,0.0166050387735804,PeMS7_228,0.2,46,182,random,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,16.405911200885356,94.68591027850547,663.1612651355686,500
gls_map,1.1597328744070954,1.9902293518139904,0.0169738149570353,PeMS7_228,0.2,46,182,random,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,301.09583144997646,928.0279468744644,131.40081245777915,500
historical_tod_mean,1.095398351648351,2.0157344920853064,0.0159219368245123,PeMS7_228,0.2,46,182,best_random_by_validation,0,25,2551,1.7243120596173316,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,500
neighbor_average,2.8168498168498166,3.431209556876265,0.0414807403228344,PeMS7_228,0.2,46,182,best_random_by_validation,0,25,2551,1.7243120596173316,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,500
gsp,1.1361760152190588,1.9738278504236524,0.0166050387735804,PeMS7_228,0.2,46,182,best_random_by_validation,0,25,2551,1.7243120596173316,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,16.405911200885356,94.68591027850547,663.1612651355686,500
gls_map,1.1597328744070954,1.9902293518139904,0.0169738149570353,PeMS7_228,0.2,46,182,best_random_by_validation,0,25,2551,1.7243120596173316,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,301.09583144997646,928.0279468744644,131.40081245777915,500
historical_tod_mean,1.095398351648351,2.0157344920853064,0.0159219368245123,PeMS7_228,0.2,46,182,best_random_by_trace,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,500
neighbor_average,2.8168498168498166,3.431209556876265,0.0414807403228344,PeMS7_228,0.2,46,182,best_random_by_trace,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,500
gsp,1.1361760152190588,1.9738278504236524,0.0166050387735804,PeMS7_228,0.2,46,182,best_random_by_trace,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,16.405911200885356,94.68591027850547,663.1612651355686,500
gls_map,1.1597328744070954,1.9902293518139904,0.0169738149570353,PeMS7_228,0.2,46,182,best_random_by_trace,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,301.09583144997646,928.0279468744644,131.40081245777915,500
historical_tod_mean,0.9805219780219784,1.8052670763720693,0.0143881310376351,PeMS7_228,0.2,46,182,degree,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,500
neighbor_average,2.91190476190476,3.557443313730089,0.044120212021542,PeMS7_228,0.2,46,182,degree,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,500
gsp,1.2466820300767043,1.85256064610554,0.0184861130336118,PeMS7_228,0.2,46,182,degree,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,16.452240748498788,97.29289036225364,662.6095256146551,500
gls_map,1.5912174177797018,2.2895156224891844,0.0235858515109054,PeMS7_228,0.2,46,182,degree,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,345.52830860088835,1652.5023737186611,127.049226238847,500
historical_tod_mean,0.9359890109890112,1.790106510429285,0.0137476015270295,PeMS7_228,0.2,46,182,top_variance,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,500
neighbor_average,3.077106227106225,3.648231210407443,0.0464730199153214,PeMS7_228,0.2,46,182,top_variance,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,500
gsp,1.0107887957246635,1.7704829278869492,0.014943370036307,PeMS7_228,0.2,46,182,top_variance,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,16.416620624543675,96.47966839827232,663.1021327927732,500
gls_map,1.0242773800934686,1.7452924502041465,0.0151554253173459,PeMS7_228,0.2,46,182,top_variance,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,365.34597494398486,1514.6376830720258,118.93252138574526,500
historical_tod_mean,0.9516208791208792,1.892028462602161,0.0137886381644448,PeMS7_228,0.2,46,182,coverage,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,500
neighbor_average,2.908974358974358,3.5453377870690987,0.0431257771696565,PeMS7_228,0.2,46,182,coverage,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,500
gsp,1.2000311908824453,1.8733988093691167,0.0176217800681889,PeMS7_228,0.2,46,182,coverage,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,16.413723520631976,96.81763732378012,663.0232662176555,500
gls_map,1.171993114607837,1.8944637708388168,0.0171746779341572,PeMS7_228,0.2,46,182,coverage,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,304.99176202041605,1283.125553476915,135.2705595197179,500
historical_tod_mean,1.0346978021978026,1.9481504683295745,0.015119772545073,PeMS7_228,0.2,46,182,scenario_average_a_trace,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,500
neighbor_average,2.7258241758241746,3.2463081313264883,0.0406299243102744,PeMS7_228,0.2,46,182,scenario_average_a_trace,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,500
gsp,1.329787508070221,1.9835682265051933,0.0196526399498459,PeMS7_228,0.2,46,182,scenario_average_a_trace,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,16.424867459924855,96.98265209074336,662.9104434006634,500
gls_map,1.3340737556093851,2.0558488352412705,0.0197042923618869,PeMS7_228,0.2,46,182,scenario_average_a_trace,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,292.53286056369166,1531.9146289322157,139.35618933870504,500
historical_tod_mean,1.0346978021978026,1.9481504683295745,0.015119772545073,PeMS7_228,0.2,46,182,scenario_cvar_a_trace,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,500
neighbor_average,2.7258241758241746,3.2463081313264883,0.0406299243102744,PeMS7_228,0.2,46,182,scenario_cvar_a_trace,0,25,2551,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,500
