budget,candidate_count,robustness_family,robustness_condition,failure_rate,noise_scale,missing_rate,missing_block_steps,cost_proxy,cost_budget,split_mode,validation_swap_selected_minus_random_mean,validation_swap_selected_minus_random_std,validation_swap_selected_minus_best_random_by_validation_mean,validation_swap_selected_minus_best_random_by_validation_std,validation_swap_selected_minus_top_variance_mean,validation_swap_selected_minus_top_variance_std,validation_swap_selected_minus_observability_proxy_mean,validation_swap_selected_minus_observability_proxy_std,validation_swap_selected_minus_greedy_a_trace_mean,validation_swap_selected_minus_greedy_a_trace_std,validation_swap_selected_minus_greedy_d_logdet_mean,validation_swap_selected_minus_greedy_d_logdet_std,validation_swap_selected_minus_graph_sampling_laplacian_mean,validation_swap_selected_minus_graph_sampling_laplacian_std,validation_swap_selected_minus_qr_pod_modes_mean,validation_swap_selected_minus_qr_pod_modes_std,validation_swap_selected_minus_scenario_cvar_a_trace_mean,validation_swap_selected_minus_scenario_cvar_a_trace_std,validation_swap_selected_minus_multistart_swap_by_validation_mean,validation_swap_selected_minus_multistart_swap_by_validation_std,validation_swap_selected_minus_swap_from_scenario_cvar_mean,validation_swap_selected_minus_swap_from_scenario_cvar_std,rcss_selected_minus_random_mean,rcss_selected_minus_random_std,rcss_selected_minus_best_random_by_validation_mean,rcss_selected_minus_best_random_by_validation_std,rcss_selected_minus_top_variance_mean,rcss_selected_minus_top_variance_std,rcss_selected_minus_observability_proxy_mean,rcss_selected_minus_observability_proxy_std,rcss_selected_minus_greedy_a_trace_mean,rcss_selected_minus_greedy_a_trace_std,rcss_selected_minus_greedy_d_logdet_mean,rcss_selected_minus_greedy_d_logdet_std,rcss_selected_minus_graph_sampling_laplacian_mean,rcss_selected_minus_graph_sampling_laplacian_std,rcss_selected_minus_qr_pod_modes_mean,rcss_selected_minus_qr_pod_modes_std,rcss_selected_minus_scenario_cvar_a_trace_mean,rcss_selected_minus_scenario_cvar_a_trace_std,rcss_selected_minus_multistart_swap_by_validation_mean,rcss_selected_minus_multistart_swap_by_validation_std,rcss_selected_minus_swap_from_scenario_cvar_mean,rcss_selected_minus_swap_from_scenario_cvar_std,robust_coverage_cvar_minus_random_mean,robust_coverage_cvar_minus_random_std,robust_coverage_cvar_minus_best_random_by_validation_mean,robust_coverage_cvar_minus_best_random_by_validation_std,robust_coverage_cvar_minus_top_variance_mean,robust_coverage_cvar_minus_top_variance_std,robust_coverage_cvar_minus_observability_proxy_mean,robust_coverage_cvar_minus_observability_proxy_std,robust_coverage_cvar_minus_greedy_a_trace_mean,robust_coverage_cvar_minus_greedy_a_trace_std,robust_coverage_cvar_minus_greedy_d_logdet_mean,robust_coverage_cvar_minus_greedy_d_logdet_std,robust_coverage_cvar_minus_graph_sampling_laplacian_mean,robust_coverage_cvar_minus_graph_sampling_laplacian_std,robust_coverage_cvar_minus_qr_pod_modes_mean,robust_coverage_cvar_minus_qr_pod_modes_std,robust_coverage_cvar_minus_scenario_cvar_a_trace_mean,robust_coverage_cvar_minus_scenario_cvar_a_trace_std,robust_coverage_cvar_minus_multistart_swap_by_validation_mean,robust_coverage_cvar_minus_multistart_swap_by_validation_std,robust_coverage_cvar_minus_swap_from_scenario_cvar_mean,robust_coverage_cvar_minus_swap_from_scenario_cvar_std
0.2,500,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,-0.10007829133014567,,-0.10007829133014567,,0.035377202983481126,,-0.46626397988068424,,-0.08255168128047252,,-0.2143598614618425,,-0.33680981084185446,,-0.0852520708329203,,-0.2744191725324354,,-0.13460179050860277,,-0.1819953724358796,,-0.1331117689429553,,-0.1331117689429553,,0.002343725370671512,,-0.49929745749349386,,-0.11558515889328214,,-0.2473933390746521,,-0.3698432884546641,,-0.11828554844572992,,-0.30745265014524503,,-0.16763526812141238,,-0.2150288500486892,,0.09712502885225871,,0.09712502885225871,,0.2325805231658855,,-0.26906065969827986,,0.11465163890193186,,-0.01715654127943811,,-0.13960649065945008,,0.11195124934948408,,-0.07721585235003103,,0.06260152967380161,,0.015207947746524786,
