method,certificate,pearson_mae,spearman_mae,n
gsp,posterior_trace,-0.2976161047452369,-0.15570032573289905,21
gsp,condition_number,0.23201576247677527,0.19348534201954404,21
gsp,information_logdet,-0.3171656045344576,-0.2612377850162867,21
gls_map,posterior_trace,0.28309367321931556,0.35504885993485347,21
gls_map,condition_number,0.09317857145079424,0.3081433224755701,21
gls_map,information_logdet,0.005772008373207494,-0.05928338762214984,21
