budget,robustness_family,robustness_condition,failure_rate,noise_scale,missing_rate,missing_block_steps,cost_proxy,cost_budget,split_mode,layout_type,mean,std,count
0.1,random_missing,random_missing_0.10,0.0,0.0,0.1,0,none,0.0,random,graph_sampling_laplacian,1.2142934430008108,0.21871483511415948,2
0.1,random_missing,random_missing_0.10,0.0,0.0,0.1,0,none,0.0,random,multistart_swap_by_validation,1.2548790519095472,0.22476535056146527,2
0.1,random_missing,random_missing_0.10,0.0,0.0,0.1,0,none,0.0,random,qr_pod_modes,1.264566567431372,0.16338913691865029,2
0.1,random_missing,random_missing_0.10,0.0,0.0,0.1,0,none,0.0,random,best_random_by_validation,1.2836412733645632,0.14814894744990748,2
0.1,random_missing,random_missing_0.10,0.0,0.0,0.1,0,none,0.0,random,greedy_a_trace,1.2843544176284727,0.2519535404358942,2
0.1,random_missing,random_missing_0.10,0.0,0.0,0.1,0,none,0.0,random,top_variance,1.30902893147783,0.15023000287372557,2
0.1,random_missing,random_missing_0.10,0.0,0.0,0.1,0,none,0.0,random,validation_swap_selected,1.309870656575137,0.08957983755798707,2
0.1,random_missing,random_missing_0.10,0.0,0.0,0.1,0,none,0.0,random,rcss_selected,1.3405840578211783,0.14548136979647294,2
0.1,random_missing,random_missing_0.10,0.0,0.0,0.1,0,none,0.0,random,scenario_cvar_a_trace,1.3750058158220306,0.205939425779185,2
0.1,random_missing,random_missing_0.10,0.0,0.0,0.1,0,none,0.0,random,observability_proxy,1.5247480515938503,0.08936976903438912,2
0.1,random_missing,random_missing_0.10,0.0,0.0,0.1,0,none,0.0,random,greedy_d_logdet,2.9118209145815204,2.3132097729070815,2
0.1,sensor_failure,failure_0.05,0.05,0.0,0.0,0,none,0.0,random,graph_sampling_laplacian,1.2233550345583235,0.20470002020890724,2
0.1,sensor_failure,failure_0.05,0.05,0.0,0.0,0,none,0.0,random,qr_pod_modes,1.2314064894793428,0.19095536577453048,2
0.1,sensor_failure,failure_0.05,0.05,0.0,0.0,0,none,0.0,random,multistart_swap_by_validation,1.25383888710157,0.22726113842752818,2
0.1,sensor_failure,failure_0.05,0.05,0.0,0.0,0,none,0.0,random,greedy_a_trace,1.2772084399139665,0.25387267554917403,2
0.1,sensor_failure,failure_0.05,0.05,0.0,0.0,0,none,0.0,random,best_random_by_validation,1.2799683105264763,0.1975385873436095,2
0.1,sensor_failure,failure_0.05,0.05,0.0,0.0,0,none,0.0,random,top_variance,1.292830082501234,0.17634119417183158,2
0.1,sensor_failure,failure_0.05,0.05,0.0,0.0,0,none,0.0,random,rcss_selected,1.3418196243325857,0.15215811004413388,2
0.1,sensor_failure,failure_0.05,0.05,0.0,0.0,0,none,0.0,random,validation_swap_selected,1.3419603494794101,0.03449379554963055,2
0.1,sensor_failure,failure_0.05,0.05,0.0,0.0,0,none,0.0,random,scenario_cvar_a_trace,1.3789081379082975,0.2623063978752698,2
0.1,sensor_failure,failure_0.05,0.05,0.0,0.0,0,none,0.0,random,observability_proxy,1.5451156355758693,0.0858005262434765,2
0.1,sensor_failure,failure_0.05,0.05,0.0,0.0,0,none,0.0,random,greedy_d_logdet,2.808859540416548,2.1987440691204174,2
0.1,sensor_failure,failure_0.10,0.1,0.0,0.0,0,none,0.0,random,graph_sampling_laplacian,1.2307635732966817,0.22151172721580045,2
0.1,sensor_failure,failure_0.10,0.1,0.0,0.0,0,none,0.0,random,qr_pod_modes,1.259146918467109,0.15472609552803512,2
0.1,sensor_failure,failure_0.10,0.1,0.0,0.0,0,none,0.0,random,multistart_swap_by_validation,1.2613082393349595,0.2385233158557356,2
0.1,sensor_failure,failure_0.10,0.1,0.0,0.0,0,none,0.0,random,greedy_a_trace,1.2731018707313446,0.2572388346376473,2
0.1,sensor_failure,failure_0.10,0.1,0.0,0.0,0,none,0.0,random,top_variance,1.2755301632637324,0.1809162769711596,2
0.1,sensor_failure,failure_0.10,0.1,0.0,0.0,0,none,0.0,random,best_random_by_validation,1.3034182635985871,0.18245622918180737,2
0.1,sensor_failure,failure_0.10,0.1,0.0,0.0,0,none,0.0,random,validation_swap_selected,1.3102651697836147,0.07229824229960707,2
0.1,sensor_failure,failure_0.10,0.1,0.0,0.0,0,none,0.0,random,rcss_selected,1.3481929758267883,0.1439490814411182,2
0.1,sensor_failure,failure_0.10,0.1,0.0,0.0,0,none,0.0,random,scenario_cvar_a_trace,1.4244105474530777,0.13127279833331557,2
0.1,sensor_failure,failure_0.10,0.1,0.0,0.0,0,none,0.0,random,observability_proxy,1.5470692773831243,0.11482553073799177,2
0.1,sensor_failure,failure_0.10,0.1,0.0,0.0,0,none,0.0,random,greedy_d_logdet,3.1821764115574664,2.7262815072723767,2
0.1,sensor_failure,failure_0.20,0.2,0.0,0.0,0,none,0.0,random,graph_sampling_laplacian,1.2230018405425533,0.19807909054422554,2
0.1,sensor_failure,failure_0.20,0.2,0.0,0.0,0,none,0.0,random,multistart_swap_by_validation,1.223599495983948,0.22226012385677685,2
0.1,sensor_failure,failure_0.20,0.2,0.0,0.0,0,none,0.0,random,best_random_by_validation,1.2397489401608737,0.25649811222287927,2
0.1,sensor_failure,failure_0.20,0.2,0.0,0.0,0,none,0.0,random,qr_pod_modes,1.2635005553775727,0.20010534571392438,2
0.1,sensor_failure,failure_0.20,0.2,0.0,0.0,0,none,0.0,random,greedy_a_trace,1.2705205179475882,0.26787405935936215,2
0.1,sensor_failure,failure_0.20,0.2,0.0,0.0,0,none,0.0,random,validation_swap_selected,1.3575300489166613,0.024389065981291178,2
0.1,sensor_failure,failure_0.20,0.2,0.0,0.0,0,none,0.0,random,rcss_selected,1.359177900773716,0.1922836694099062,2
0.1,sensor_failure,failure_0.20,0.2,0.0,0.0,0,none,0.0,random,top_variance,1.3606856232173072,0.06648164716923462,2
0.1,sensor_failure,failure_0.20,0.2,0.0,0.0,0,none,0.0,random,scenario_cvar_a_trace,1.3613943482124338,0.20639351829249494,2
0.1,sensor_failure,failure_0.20,0.2,0.0,0.0,0,none,0.0,random,observability_proxy,1.57832875635648,0.07215357073551486,2
0.1,sensor_failure,failure_0.20,0.2,0.0,0.0,0,none,0.0,random,greedy_d_logdet,3.526472484704274,2.957225776782266,2
0.1,temporal_shift,chronological_split,0.0,0.0,0.0,0,none,0.0,chronological,top_variance,1.1132177901079738,0.0,2
0.1,temporal_shift,chronological_split,0.0,0.0,0.0,0,none,0.0,chronological,graph_sampling_laplacian,1.192117221677365,0.0,2
0.1,temporal_shift,chronological_split,0.0,0.0,0.0,0,none,0.0,chronological,multistart_swap_by_validation,1.197939507192073,0.012512541049728706,2
0.1,temporal_shift,chronological_split,0.0,0.0,0.0,0,none,0.0,chronological,qr_pod_modes,1.2141424757663433,0.0,2
0.1,temporal_shift,chronological_split,0.0,0.0,0.0,0,none,0.0,chronological,best_random_by_validation,1.2418246531328163,0.019856817630125177,2
0.1,temporal_shift,chronological_split,0.0,0.0,0.0,0,none,0.0,chronological,validation_swap_selected,1.24953954763118,0.0,2
0.1,temporal_shift,chronological_split,0.0,0.0,0.0,0,none,0.0,chronological,rcss_selected,1.25160052851387,0.0,2
0.1,temporal_shift,chronological_split,0.0,0.0,0.0,0,none,0.0,chronological,scenario_cvar_a_trace,1.2522356012907003,0.0,2
0.1,temporal_shift,chronological_split,0.0,0.0,0.0,0,none,0.0,chronological,greedy_a_trace,1.2592828788824386,0.0,2
0.1,temporal_shift,chronological_split,0.0,0.0,0.0,0,none,0.0,chronological,observability_proxy,1.2633568620949505,0.0,2
0.1,temporal_shift,chronological_split,0.0,0.0,0.0,0,none,0.0,chronological,greedy_d_logdet,1.5100335939899352,0.0,2
