method,certificate,pearson_mae,spearman_mae,n
gsp,posterior_trace,-0.0678179817324371,0.2711864406779661,21
gsp,condition_number,-0.059073616650708184,0.3481095176010431,21
gsp,information_logdet,0.0873464880101457,0.29204693611473276,21
gls_map,posterior_trace,0.617555318062807,0.2972620599739244,21
gls_map,condition_number,0.8793627477276208,0.20469361147327253,21
gls_map,information_logdet,0.5431279418236605,0.022164276401564542,21
