method,certificate,pearson_mae,spearman_mae,n
gsp,posterior_trace,-0.19143789788150276,-0.1166123778501629,21
gsp,condition_number,0.3165202744183554,0.3198697068403909,21
gsp,information_logdet,-0.1849793399573443,-0.1635179153094463,21
gls_map,posterior_trace,0.34917680568278575,0.3798045602605864,21
gls_map,condition_number,0.14667977252027392,0.2560260586319219,21
gls_map,information_logdet,-0.05875667009360195,-0.2130293159609121,21
