method,certificate,pearson_mae,spearman_mae,n
gsp,posterior_trace,-0.08454767841647474,-0.07995523215628655,648
gsp,condition_number,-0.0825779281306573,-0.09973198169815045,648
gsp,information_logdet,0.06339928098934355,0.040715738635793565,648
gls_map,posterior_trace,0.8455579340430225,0.856707971408294,648
gls_map,condition_number,0.8360495849214965,0.8611343032003759,648
gls_map,information_logdet,-0.7944680310795857,-0.808307012765186,648
