method,mae,rmse,mape,dataset,budget,sensor_count,hidden_count,layout_type,layout_id,split_seed,layout_seed,validation_selected_mae,robustness_family,robustness_condition,failure_rate,noise_scale,missing_rate,missing_block_steps,split_mode,cost_proxy,cost_budget,layout_sensor_cost,cost_feasible,selected_sensor_count,active_sensor_count,dropped_sensor_count,posterior_trace,condition_number,information_logdet
historical_tod_mean,1.3549033816425111,3.2118595622825854,0.02201707563630945,PeMS7_228,0.1,23,207,random,0,26,2052,,sensor_failure,failure_0.10,0.1,0.0,0.0,0,random,none,0.0,0.0,True,23,21,2,,,
neighbor_average,3.154267310789049,4.257442726825033,0.04941616845261526,PeMS7_228,0.1,23,207,random,0,26,2052,,sensor_failure,failure_0.10,0.1,0.0,0.0,0,random,none,0.0,0.0,True,23,21,2,,,
gsp,1.4582289244842115,3.2368123752916973,0.023699205355868596,PeMS7_228,0.1,23,207,random,0,26,2052,,sensor_failure,failure_0.10,0.1,0.0,0.0,0,random,none,0.0,0.0,True,23,21,2,19.63633251003847,171.81429894610415,661.0488203895749
gls_map,1.43243430052277,3.223281191949179,0.02330602488648225,PeMS7_228,0.1,23,207,random,0,26,2052,,sensor_failure,failure_0.10,0.1,0.0,0.0,0,random,none,0.0,0.0,True,23,21,2,380.7090860723947,2068.517754229801,111.25638710628914
historical_tod_mean,1.3549033816425111,3.2118595622825854,0.02201707563630945,PeMS7_228,0.1,23,207,best_random_by_validation,0,26,2052,1.2488205479149515,sensor_failure,failure_0.10,0.1,0.0,0.0,0,random,none,0.0,0.0,True,23,21,2,,,
neighbor_average,3.154267310789049,4.257442726825033,0.04941616845261526,PeMS7_228,0.1,23,207,best_random_by_validation,0,26,2052,1.2488205479149515,sensor_failure,failure_0.10,0.1,0.0,0.0,0,random,none,0.0,0.0,True,23,21,2,,,
gsp,1.4582289244842115,3.2368123752916973,0.023699205355868596,PeMS7_228,0.1,23,207,best_random_by_validation,0,26,2052,1.2488205479149515,sensor_failure,failure_0.10,0.1,0.0,0.0,0,random,none,0.0,0.0,True,23,21,2,19.63633251003847,171.81429894610415,661.0488203895749
gls_map,1.43243430052277,3.223281191949179,0.02330602488648225,PeMS7_228,0.1,23,207,best_random_by_validation,0,26,2052,1.2488205479149515,sensor_failure,failure_0.10,0.1,0.0,0.0,0,random,none,0.0,0.0,True,23,21,2,380.7090860723947,2068.517754229801,111.25638710628914
historical_tod_mean,1.3549033816425111,3.2118595622825854,0.02201707563630945,PeMS7_228,0.1,23,207,best_random_by_trace,0,26,2052,,sensor_failure,failure_0.10,0.1,0.0,0.0,0,random,none,0.0,0.0,True,23,21,2,,,
neighbor_average,3.154267310789049,4.257442726825033,0.04941616845261526,PeMS7_228,0.1,23,207,best_random_by_trace,0,26,2052,,sensor_failure,failure_0.10,0.1,0.0,0.0,0,random,none,0.0,0.0,True,23,21,2,,,
gsp,1.4582289244842115,3.2368123752916973,0.023699205355868596,PeMS7_228,0.1,23,207,best_random_by_trace,0,26,2052,,sensor_failure,failure_0.10,0.1,0.0,0.0,0,random,none,0.0,0.0,True,23,21,2,19.63633251003847,171.81429894610415,661.0488203895749
gls_map,1.43243430052277,3.223281191949179,0.02330602488648225,PeMS7_228,0.1,23,207,best_random_by_trace,0,26,2052,,sensor_failure,failure_0.10,0.1,0.0,0.0,0,random,none,0.0,0.0,True,23,21,2,380.7090860723947,2068.517754229801,111.25638710628914
historical_tod_mean,1.345893719806762,3.2016491447966002,0.02185414878669112,PeMS7_228,0.1,23,207,degree,0,26,2052,,sensor_failure,failure_0.10,0.1,0.0,0.0,0,random,none,0.0,0.0,True,23,21,2,,,
neighbor_average,2.9180354267310786,4.078847810746479,0.044916172861476436,PeMS7_228,0.1,23,207,degree,0,26,2052,,sensor_failure,failure_0.10,0.1,0.0,0.0,0,random,none,0.0,0.0,True,23,21,2,,,
gsp,1.4118296405853457,3.2106835568901877,0.022792153762363505,PeMS7_228,0.1,23,207,degree,0,26,2052,,sensor_failure,failure_0.10,0.1,0.0,0.0,0,random,none,0.0,0.0,True,23,21,2,19.634897037458217,171.4909179178152,660.9079660975192
gls_map,1.5862209105919636,3.287843102006665,0.02536228922952358,PeMS7_228,0.1,23,207,degree,0,26,2052,,sensor_failure,failure_0.10,0.1,0.0,0.0,0,random,none,0.0,0.0,True,23,21,2,420.5292266555847,2684.900711698533,107.40215701276814
historical_tod_mean,1.2374396135265686,3.141828889057444,0.020313634350907682,PeMS7_228,0.1,23,207,top_variance,0,26,2052,,sensor_failure,failure_0.10,0.1,0.0,0.0,0,random,none,0.0,0.0,True,23,21,2,,,
neighbor_average,2.9317230273752,4.1481242810447485,0.04594418465426235,PeMS7_228,0.1,23,207,top_variance,0,26,2052,,sensor_failure,failure_0.10,0.1,0.0,0.0,0,random,none,0.0,0.0,True,23,21,2,,,
gsp,1.2606860020193809,3.1447050447965683,0.020709852126743877,PeMS7_228,0.1,23,207,top_variance,0,26,2052,,sensor_failure,failure_0.10,0.1,0.0,0.0,0,random,none,0.0,0.0,True,23,21,2,19.65409534670645,165.39185204759193,661.1817292162089
gls_map,1.403457289537063,3.139273130872512,0.022849633577832592,PeMS7_228,0.1,23,207,top_variance,0,26,2052,,sensor_failure,failure_0.10,0.1,0.0,0.0,0,random,none,0.0,0.0,True,23,21,2,427.4393569815479,2733.196363475341,104.88657377782813
