method,certificate,pearson_mae,spearman_mae,n
gsp,posterior_trace,-0.16121241206490364,-0.05042492917847025,22
gsp,condition_number,0.26036835193469526,0.49915014164305943,22
gsp,information_logdet,0.08848737314420765,0.13314447592067988,22
gls_map,posterior_trace,0.507541671070544,0.3575070821529745,22
gls_map,condition_number,0.778938621509397,0.3189801699716714,22
gls_map,information_logdet,0.48441090309743134,-0.16487252124645893,22
