method,mae,rmse,mape,dataset,budget,sensor_count,hidden_count,layout_type,layout_id,split_seed,layout_seed,validation_selected_mae,robustness_family,robustness_condition,failure_rate,noise_scale,missing_rate,missing_block_steps,split_mode,cost_proxy,cost_budget,layout_sensor_cost,cost_feasible,selected_sensor_count,active_sensor_count,dropped_sensor_count,posterior_trace,condition_number,information_logdet
historical_tod_mean,4.943635427250174,8.36361771893108,0.1782613483100744,Seattle,0.1,32,291,random,0,31,4057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,,,
neighbor_average,5.539096025805892,9.018344445696519,0.18124868819582152,Seattle,0.1,32,291,random,0,31,4057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,,,
gsp,4.195691397748046,6.720956655677214,0.13348469154270326,Seattle,0.1,32,291,random,0,31,4057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,20.154319271611953,240.14823404318548,1038.855312479462
gls_map,3.445605421621727,5.456432869644093,0.10118868779173534,Seattle,0.1,32,291,random,0,31,4057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,517.6018206027551,893.953732273047,151.51911466850953
historical_tod_mean,4.890844393780503,8.307846975502866,0.17557587576791192,Seattle,0.1,32,291,random,1,31,4057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,,,
neighbor_average,5.597538134544016,8.834739365463149,0.16736628600738465,Seattle,0.1,32,291,random,1,31,4057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,,,
gsp,4.158134641751618,6.729412661077559,0.13609228058041267,Seattle,0.1,32,291,random,1,31,4057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,20.152016646241382,242.28875759045368,1038.8103903127965
gls_map,3.2932909439407827,5.28331735416219,0.09448982511690852,Seattle,0.1,32,291,random,1,31,4057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,517.3446148226299,635.6258836226991,148.58834242278886
historical_tod_mean,4.978294412860583,8.448693548684924,0.18006119883250482,Seattle,0.1,32,291,random,2,31,4057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,,,
neighbor_average,6.497153718473414,10.326569329401009,0.19579350281516916,Seattle,0.1,32,291,random,2,31,4057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,,,
gsp,4.354222144873302,7.071380260560662,0.14461101764765238,Seattle,0.1,32,291,random,2,31,4057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,20.15499387525231,241.09394317918103,1038.9254038672275
gls_map,3.553477172022952,5.657345821934729,0.10631766822268938,Seattle,0.1,32,291,random,2,31,4057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,542.6953356725223,1103.277548966874,151.78390749388527
historical_tod_mean,4.937027601525829,8.366867342287676,0.17666551041366288,Seattle,0.1,32,291,random,3,31,4057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,32,32,0,,,
