method,certificate,pearson_mae,spearman_mae,n,split_seed
gsp,posterior_trace,0.2518657624486134,0.30836168419334,210,25
gsp,condition_number,0.2516606243126106,0.2928989923269647,210,25
gsp,information_logdet,-0.285590167626458,-0.3222810871958208,210,25
gls_map,posterior_trace,0.7921484862912982,0.8065874203168601,210,25
gls_map,condition_number,0.8017771861351308,0.8485179697263999,210,25
gls_map,information_logdet,-0.710889450602074,-0.7597082393613817,210,25
gsp,posterior_trace,0.0160018915041249,0.0012659900897725,210,26
gsp,condition_number,0.0201701079918948,0.0399000684178881,210,26
gsp,information_logdet,-0.0381820111750587,-0.0400983247983745,210,26
gls_map,posterior_trace,0.7713297063046488,0.7874484274252067,210,26
gls_map,condition_number,0.8345142834379308,0.8430897932950469,210,26
gls_map,information_logdet,-0.6609486330339244,-0.7475522463873281,210,26
gsp,posterior_trace,0.0162271497753364,0.0330673073060621,210,27
gsp,condition_number,0.020647300660705,0.051840736838968,210,27
gsp,information_logdet,-0.0544767349126518,-0.1168428295424948,210,27
gls_map,posterior_trace,0.7698901061370262,0.7727220306610223,210,27
gls_map,condition_number,0.7878625480860012,0.8110852384710179,210,27
gls_map,information_logdet,-0.6728659022655338,-0.7099318543167357,210,27
gsp,posterior_trace,0.3028929459025875,0.3205274397196939,210,28
gsp,condition_number,0.3076764399012813,0.3572528144631269,210,28
gsp,information_logdet,-0.3098015010739081,-0.3280002798913606,210,28
gls_map,posterior_trace,0.7970999874623544,0.8046772956274749,210,28
gls_map,condition_number,0.8174603600766152,0.8522134741774302,210,28
gls_map,information_logdet,-0.7210635242579779,-0.7711279103518338,210,28
gsp,posterior_trace,0.2420566588635791,0.257164293308575,210,29
gsp,condition_number,0.2448744259544364,0.3016748809325584,210,29
gsp,information_logdet,-0.2781007737906013,-0.311808004519736,210,29
gls_map,posterior_trace,0.7940601793565027,0.7961492834572871,210,29
gls_map,condition_number,0.7960372343508673,0.8492043489500491,210,29
gls_map,information_logdet,-0.7190808188397497,-0.761844383988369,210,29
gsp,posterior_trace,0.1210026228256203,0.1236360974099051,210,30
gsp,condition_number,0.1234807043058957,0.1551951236736754,210,30
gsp,information_logdet,-0.1563875220592729,-0.1400045482316644,210,30
gls_map,posterior_trace,0.8345103972898299,0.837974106178533,210,30
gls_map,condition_number,0.8233032387863366,0.868118127035609,210,30
gls_map,information_logdet,-0.7461575592204972,-0.800563280998434,210,30
gsp,posterior_trace,0.1786215244851866,0.2170925396690675,210,31
gsp,condition_number,0.1757125334769272,0.1430703932795018,210,31
gsp,information_logdet,-0.2079099783671687,-0.2382878175420501,210,31
gls_map,posterior_trace,0.7549658699623214,0.7982256713338953,210,31
gls_map,condition_number,0.816692155636512,0.8682399315303245,210,31
gls_map,information_logdet,-0.6518998997884078,-0.7503085605883417,210,31
gsp,posterior_trace,0.2504256038043596,0.3139331474301826,210,32
gsp,condition_number,0.251938838233236,0.314814286899011,210,32
gsp,information_logdet,-0.2939037388437185,-0.3703636514419587,210,32
gls_map,posterior_trace,0.8198767080697861,0.8383368233367195,210,32
gls_map,condition_number,0.7784070498848749,0.8690730412787924,210,32
gls_map,information_logdet,-0.753766920674176,-0.7993243733543424,210,32
gsp,posterior_trace,0.1299311597661316,0.129197638806912,210,33
gsp,condition_number,0.1360273018192143,0.2291369309284288,210,33
gsp,information_logdet,-0.1630220148518161,-0.2202348364742263,210,33
gls_map,posterior_trace,0.784108965843528,0.8149880430747343,210,33
gls_map,condition_number,0.8375275326419064,0.8614525704311815,210,33
gls_map,information_logdet,-0.6795172524063203,-0.7629438332263224,210,33
gsp,posterior_trace,-0.0308906160288476,-0.0974216304190077,210,34
gsp,condition_number,-0.0306508462190782,-0.1070480791159579,210,34
gsp,information_logdet,0.0175707974560618,0.0521051458544979,210,34
gls_map,posterior_trace,0.812968023912705,0.8106016627620092,210,34
gls_map,condition_number,0.8358728004650481,0.8767091514108597,210,34
gls_map,information_logdet,-0.7026483707121395,-0.7616401115418904,210,34
