method,certificate,pearson_mae,spearman_mae,n
gsp,posterior_trace,-0.28429379993701526,-0.15048859934853423,21
gsp,condition_number,0.17274724234504882,0.13355048859934857,21
gsp,information_logdet,-0.3202976025210773,-0.2859934853420196,21
gls_map,posterior_trace,0.31847654892297317,0.37198697068403913,21
gls_map,condition_number,0.1256695662491448,0.3537459283387623,21
gls_map,information_logdet,0.03275978125139769,-0.00977198697068404,21
