method,certificate,pearson_mae,spearman_mae,n
gsp,posterior_trace,-0.015687241702509524,-0.036201827325395314,210
gsp,condition_number,-0.01614420400716283,-0.0937297937488419,210
gsp,information_logdet,0.045059226122190925,0.033991206757812656,210
gls_map,posterior_trace,0.8618105721256538,0.8661874829117476,210
gls_map,condition_number,0.8734267033443711,0.8747112004343495,210
gls_map,information_logdet,-0.7663799680815477,-0.8120881812138718,210
