method,mae,rmse,mape,dataset,budget,sensor_count,hidden_count,layout_type,layout_id,split_seed,layout_seed,validation_selected_mae,posterior_trace,condition_number,information_logdet
historical_tod_mean,3.621578929539296,6.479168635400845,0.0951944678243928,PeMS7_228,0.1,23,205,random,0,22,2026,,,,
neighbor_average,8.254421578590785,12.428905044395691,0.20930152702432192,PeMS7_228,0.1,23,205,random,0,22,2026,,,,
gsp,3.6895462066647,6.439837709803095,0.09551634492635384,PeMS7_228,0.1,23,205,random,0,22,2026,,19.216007447433086,161.6633347321904,661.254288376412
gls_map,3.657553791874626,6.32400640884631,0.09332580477365444,PeMS7_228,0.1,23,205,random,0,22,2026,,375.39097839449823,1762.1871910758368,108.41311426441501
historical_tod_mean,3.631851922425474,6.530618892045656,0.09791631966057218,PeMS7_228,0.1,23,205,random,1,22,2026,,,,
neighbor_average,7.6291023035230365,12.008335173242871,0.21716049949656693,PeMS7_228,0.1,23,205,random,1,22,2026,,,,
gsp,3.6364921073109664,6.521616228501854,0.09922643756821423,PeMS7_228,0.1,23,205,random,1,22,2026,,19.21482007855433,161.64249249149069,661.2410696051451
gls_map,3.5729652495661965,6.384028650789254,0.09773229562955163,PeMS7_228,0.1,23,205,random,1,22,2026,,374.69584038844926,1959.7329973467229,107.85043962892149
historical_tod_mean,3.6815742716802164,6.5148469194486776,0.09865052361812042,PeMS7_228,0.1,23,205,random,2,22,2026,,,,
neighbor_average,7.5940051942186075,11.59468236553435,0.20038347583644672,PeMS7_228,0.1,23,205,random,2,22,2026,,,,
gsp,3.668920004861552,6.468390377788313,0.09966423317390276,PeMS7_228,0.1,23,205,random,2,22,2026,,19.219616447338723,157.1805255092368,661.3412588891111
gls_map,3.608422680593204,6.235432846155578,0.09689698555925073,PeMS7_228,0.1,23,205,random,2,22,2026,,376.55180960701705,1576.4774066389746,107.02770901480551
historical_tod_mean,3.6675273543360434,6.565457805370902,0.0989635683179026,PeMS7_228,0.1,23,205,random,3,22,2026,,,,
neighbor_average,7.939238369467028,11.65565164373655,0.21693051823777385,PeMS7_228,0.1,23,205,random,3,22,2026,,,,
gsp,3.6712663320908803,6.53559880370367,0.09955611951928149,PeMS7_228,0.1,23,205,random,3,22,2026,,19.21494150776166,161.72565376551506,661.2497596282138
gls_map,3.678634173611793,6.492415054658479,0.09854844783032911,PeMS7_228,0.1,23,205,random,3,22,2026,,380.85674138438253,1846.8294162727748,108.64821824270392
historical_tod_mean,3.5557603319783193,6.347328280971736,0.0919265440777815,PeMS7_228,0.1,23,205,random,4,22,2026,,,,
neighbor_average,8.961484022131886,13.524966539625805,0.20878078816195267,PeMS7_228,0.1,23,205,random,4,22,2026,,,,
gsp,3.807057903233116,6.540121707602814,0.09465718152106005,PeMS7_228,0.1,23,205,random,4,22,2026,,19.22032593777326,156.6275219360895,661.3035164266824
gls_map,3.75482374721144,6.378345456502062,0.09102728881713124,PeMS7_228,0.1,23,205,random,4,22,2026,,393.3292866317911,2118.76477462364,107.4713297984374
historical_tod_mean,3.6556321985094846,6.55818365596179,0.0982620163329508,PeMS7_228,0.1,23,205,random,5,22,2026,,,,
neighbor_average,8.023191339205058,11.900344986936934,0.21821704835372605,PeMS7_228,0.1,23,205,random,5,22,2026,,,,
gsp,3.6346530082578847,6.562697125792271,0.09859198477745881,PeMS7_228,0.1,23,205,random,5,22,2026,,19.21685715109446,161.90503444067465,661.2838848102369
gls_map,3.616123021261751,6.476581097076957,0.09699735050308986,PeMS7_228,0.1,23,205,random,5,22,2026,,375.4533091492035,1776.6575474725817,108.50393942013459
historical_tod_mean,3.621381351626016,6.496710553590042,0.09734823757928981,PeMS7_228,0.1,23,205,random,6,22,2026,,,,
neighbor_average,7.621803579494128,11.649910789349603,0.21161393718818347,PeMS7_228,0.1,23,205,random,6,22,2026,,,,
gsp,3.7261847168203612,6.540949327670454,0.0996868944483897,PeMS7_228,0.1,23,205,random,6,22,2026,,19.21528461624527,161.07999625212247,661.2269037273044
gls_map,3.7917571503309224,6.4573964712747465,0.09752106393374242,PeMS7_228,0.1,23,205,random,6,22,2026,,375.1335282200162,1944.7488288315963,111.17221001295358
historical_tod_mean,3.626378345189702,6.483904701812467,0.09679926689345271,PeMS7_228,0.1,23,205,random,7,22,2026,,,,
neighbor_average,7.987610659439926,12.180639447910027,0.20971796026732667,PeMS7_228,0.1,23,205,random,7,22,2026,,,,
gsp,3.752086488802519,6.510644715321373,0.09881182106433217,PeMS7_228,0.1,23,205,random,7,22,2026,,19.216508998730312,157.92525672415013,661.2589903890878
gls_map,3.703531227901973,6.419649572350966,0.09527516161854366,PeMS7_228,0.1,23,205,random,7,22,2026,,382.04644540933873,1841.2475834777338,109.14102102570706
historical_tod_mean,3.65338558604336,6.550822954197757,0.09909289809680516,PeMS7_228,0.1,23,205,random,8,22,2026,,,,
neighbor_average,7.77432475158085,12.39359229550507,0.23198270840956395,PeMS7_228,0.1,23,205,random,8,22,2026,,,,
gsp,3.649843265481082,6.5191653871165895,0.10179079503619377,PeMS7_228,0.1,23,205,random,8,22,2026,,19.21554172550651,159.82769006926253,661.2436634299186
gls_map,3.645475735400657,6.428888535553911,0.10230672358697408,PeMS7_228,0.1,23,205,random,8,22,2026,,370.22785283127564,1842.3724581987926,109.98418568062277
historical_tod_mean,3.711311780149051,6.5977572063162215,0.09867873945542352,PeMS7_228,0.1,23,205,random,9,22,2026,,,,
neighbor_average,7.6398867999096645,12.03286465396805,0.21614821587418864,PeMS7_228,0.1,23,205,random,9,22,2026,,,,
gsp,3.775035348956148,6.569313135749808,0.09795061665777785,PeMS7_228,0.1,23,205,random,9,22,2026,,19.219105353475474,158.09794987921615,661.2918658674585
gls_map,3.724976126794469,6.4716543614099304,0.09497495877448812,PeMS7_228,0.1,23,205,random,9,22,2026,,383.04391243277144,1965.0742710004272,108.13924021657812
historical_tod_mean,3.6215736365176157,6.428199474525531,0.09515497960880015,PeMS7_228,0.1,23,205,random,10,22,2026,,,,
neighbor_average,7.828729110207769,12.004255556276844,0.20612852954759464,PeMS7_228,0.1,23,205,random,10,22,2026,,,,
gsp,3.6160773925609444,6.395234860020938,0.09452968843776512,PeMS7_228,0.1,23,205,random,10,22,2026,,19.22482866754332,161.5405893372637,661.3536651852646
gls_map,3.5671459950371687,6.147108072050963,0.09053575758457515,PeMS7_228,0.1,23,205,random,10,22,2026,,371.58291292456875,1758.264999246108,109.42055648278603
historical_tod_mean,3.6366995680894316,6.477749539204971,0.09712514025359013,PeMS7_228,0.1,23,205,random,11,22,2026,,,,
neighbor_average,7.780223012646793,12.089787858849979,0.20489296936844859,PeMS7_228,0.1,23,205,random,11,22,2026,,,,
gsp,3.608268170714106,6.436805767878316,0.09729908563539152,PeMS7_228,0.1,23,205,random,11,22,2026,,19.216032036717202,155.32444520064755,661.2576760415395
gls_map,3.530879646742048,6.220111557659694,0.09333632723155114,PeMS7_228,0.1,23,205,random,11,22,2026,,373.7228706426431,1789.2727426263407,108.90676880963787
historical_tod_mean,3.6432321307588076,6.55265270761112,0.09831693380371653,PeMS7_228,0.1,23,205,random,12,22,2026,,,,
neighbor_average,7.814760614272808,11.867830764290263,0.20562596948686826,PeMS7_228,0.1,23,205,random,12,22,2026,,,,
gsp,3.6875423744605316,6.552456369938056,0.09910017272493063,PeMS7_228,0.1,23,205,random,12,22,2026,,19.21695597703949,158.3238809734257,661.2490633604361
