method,mae,rmse,mape,dataset,budget,sensor_count,hidden_count,layout_type,layout_id,split_seed,layout_seed,validation_selected_mae,robustness_family,robustness_condition,failure_rate,noise_scale,missing_rate,missing_block_steps,split_mode,cost_proxy,cost_budget,layout_sensor_cost,cost_feasible,selected_sensor_count,active_sensor_count,dropped_sensor_count,posterior_trace,condition_number,information_logdet
historical_tod_mean,4.902265813094378,8.767778793113571,0.15318641587414902,PeMS7_1026,0.1,103,923,random,0,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,,,
neighbor_average,8.165918928815055,12.313882285853703,0.2346705036398143,PeMS7_1026,0.1,103,923,random,0,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,,,
gsp,4.845821729469312,8.358998188032595,0.14352528006647927,PeMS7_1026,0.1,103,923,random,0,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,20.415722283732364,687.8352397669646,4472.921445307174
gls_map,4.359551194372081,7.238724687316827,0.12086691632445677,PeMS7_1026,0.1,103,923,random,0,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,1336.87438185524,8563.003294642158,1216.6221462158273
historical_tod_mean,4.878890967331768,8.734185955920813,0.15205671864549766,PeMS7_1026,0.1,103,923,random,1,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,,,
neighbor_average,8.21871639380442,12.454162429371785,0.23669603734692954,PeMS7_1026,0.1,103,923,random,1,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,,,
gsp,4.841342812157038,8.349115896396246,0.1444417209425609,PeMS7_1026,0.1,103,923,random,1,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,20.41711419545488,687.3146229596829,4472.893519792231
gls_map,4.324070060337747,7.316825153103521,0.12438768060151754,PeMS7_1026,0.1,103,923,random,1,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,1335.7750015751913,9403.834928345885,1210.9751309709104
historical_tod_mean,4.895017709085713,8.775554818371223,0.1534888573190782,PeMS7_1026,0.1,103,923,random,2,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,,,
neighbor_average,8.152763357208777,12.451666080394276,0.2348562134037024,PeMS7_1026,0.1,103,923,random,2,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,,,
gsp,4.841592718102316,8.393809284018701,0.1452271404348918,PeMS7_1026,0.1,103,923,random,2,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,20.416914785689904,687.2497202099964,4472.8772245196415
gls_map,4.344649699111778,7.291579497915935,0.1218321025244194,PeMS7_1026,0.1,103,923,random,2,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,1333.23841430127,8628.087349587007,1212.35075458891
historical_tod_mean,4.895658941630554,8.747523277985529,0.15301111754483046,PeMS7_1026,0.1,103,923,random,3,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,,,
neighbor_average,8.30837295854901,12.791090120264517,0.24333045823446553,PeMS7_1026,0.1,103,923,random,3,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,,,
gsp,4.850825567371344,8.330315507088244,0.14323250452416442,PeMS7_1026,0.1,103,923,random,3,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,20.415620783956722,687.9035637659711,4472.931632772932
gls_map,4.332284263128766,7.261266526229439,0.12106937348428372,PeMS7_1026,0.1,103,923,random,3,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,1340.3531657716358,9113.211489628677,1212.9538404444475
historical_tod_mean,4.9236779786625755,8.807767534738549,0.15486377611329533,PeMS7_1026,0.1,103,923,random,4,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,,,
neighbor_average,8.13574470326231,12.601550197910331,0.23377641007819955,PeMS7_1026,0.1,103,923,random,4,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,,,
gsp,4.856929733497713,8.415011387346237,0.14553523383634076,PeMS7_1026,0.1,103,923,random,4,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,20.41510952459503,687.7082982555352,4473.010637173028
gls_map,4.3575460209677,7.3782778542924365,0.12716189997489094,PeMS7_1026,0.1,103,923,random,4,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,1368.944116018255,9867.759710060342,1210.4164126975963
historical_tod_mean,4.9084112796436745,8.793390717723483,0.153444272495574,PeMS7_1026,0.1,103,923,random,5,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,,,
neighbor_average,8.39746285763011,12.628450270839307,0.23978911709100337,PeMS7_1026,0.1,103,923,random,5,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,,,
gsp,4.858614545344428,8.401706706352632,0.14567866711198796,PeMS7_1026,0.1,103,923,random,5,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,20.417064222190078,687.2846921605169,4472.878112127952
gls_map,4.356086337229859,7.365397126258274,0.12675569980693613,PeMS7_1026,0.1,103,923,random,5,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,1340.9415231692374,8636.429912253574,1212.87649707334
historical_tod_mean,4.872836792388948,8.746899081194828,0.15202212465026074,PeMS7_1026,0.1,103,923,random,6,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,,,
neighbor_average,8.63509464909113,12.713099684327883,0.2351421399617928,PeMS7_1026,0.1,103,923,random,6,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,,,
gsp,4.8555687284688185,8.346226795447366,0.14350546326087948,PeMS7_1026,0.1,103,923,random,6,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,20.41307222070253,687.4597179189514,4472.933537218504
gls_map,4.410944176934903,7.335392941322176,0.12082485855303715,PeMS7_1026,0.1,103,923,random,6,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,1347.8669774922691,8989.729180292328,1213.1934253290585
historical_tod_mean,4.920693635638617,8.780819159223858,0.1539714859260221,PeMS7_1026,0.1,103,923,random,7,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,,,
neighbor_average,8.15223800961037,12.759768912456048,0.23306661267795092,PeMS7_1026,0.1,103,923,random,7,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,,,
gsp,4.859157474609036,8.37822137236692,0.14484870821578963,PeMS7_1026,0.1,103,923,random,7,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,20.412633417518265,686.9410842313628,4473.04075054522
gls_map,4.350876825924071,7.367370087500278,0.12350142243134288,PeMS7_1026,0.1,103,923,random,7,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,1352.7180285616491,8324.177982876785,1207.5977638306886
historical_tod_mean,4.8492143015679545,8.723449846482666,0.14948907370066966,PeMS7_1026,0.1,103,923,random,8,31,3057,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,103,103,0,,,
