method,certificate,pearson_mae,spearman_mae,n
gsp,posterior_trace,0.18859435884386347,0.1947823654832391,648
gsp,condition_number,0.1919254006056352,0.1983437265350307,648
gsp,information_logdet,-0.1949973191122548,-0.23090583811302418,648
gls_map,posterior_trace,0.8760831710917133,0.8590785401105492,648
gls_map,condition_number,0.8394484618490237,0.8686653237930918,648
gls_map,information_logdet,-0.8418588515679095,-0.8253832742117907,648
